text,pred
"I am so coming back here again, as much as I can.",[]
I have been going back again and again.,[]
"It's charmingly small and that leads to an atmoshere that is extremely cozy and romantic, even.",[]
It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,"[('cuisine', None)]"
"In terms of the food itself -- nothing special, we limited ourselves to several appetizers.","[('appetizers', None)]"
Love the Jazz bands on Fri and Sat.,"[('jazz bands', None)]"
"Overall, excellent restaurant!",[]
"To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.","[('table', None), ('cell phone', None)]"
The servers give you some sample slices of your order while you wait (shortly I might add).,[]
The service was ok.,"[('service', None)]"
"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.","[('comparison', None), ('restaurants', None), ('dish', None), ('customers', None), ('place', None)]"
I ate here for the first time and absolutely loved it!,"[('time', None)]"
"Don't expect to sit down inside though, there are only a few tables and they are always full.",[]
"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!","[('staff', None), ('ambiance', None)]"
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.","[('halibut', None), ('food', None)]"
The manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.,"[('group', None), ('sophistication', None)]"
This is by far my favorite place in the neighborhood.,"[('neighborhood', None)]"
But too far east!,[]
Satisfying.,[]
Highly Highly Highly recommended!,[]
it's the only place you can get yummy authentic japanese comfort food.,"[('food', None), ('place', None)]"
We took advanatage of the half price sushi deal on saturday so it was well worth it.,[]
we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,[]
"This place is cool enough to be in the East Village, but French enough to make you feel like you could be in a bistro in a back alley in Paris.","[('paris', None), ('east village', None), ('place', None)]"
We were fast to order the appetizer platter since we were very hungry.,"[('order', None)]"
"The staff are attentive, and have smiles on their faces.","[('staff', None)]"
This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,"[('state area', None)]"
"No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown.","[('midtown', None), ('place', None)]"
"Largest and freshest pieces of sushi, and delicious!",[]
Even the pasta is delicious here (a rarity in New York pizza restaurants).,"[('rarity', None)]"
"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.","[('lot', None)]"
"Maybe I say so because it looked promising for people who like artery-clogging jewish deli food, but turns out to be poorly run and awful.","[('deli food', None)]"
After my 3rd time the manager remembered me and treated me like an usual customer.,"[('customer', None), ('time', None)]"
This place is greatly welcome in the desolate little strip between the Prospect Expressway and Greenwood Cemetery - a wasteland we like to call The Sliv.,"[('sliv', None), ('strip', None), ('place', None)]"
now if they could only get a toaster.,"[('toaster', None)]"
You will find yourself returning quite often.,[]
"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.","[('brick oven', None), ('neapolitan pizza', None), ('zucchini blossoms', None)]"
Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,"[('staff', None), ('business', None), ('pie', None)]"
"The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.","[('slice', None)]"
Fish is so very fresh.,"[('fish', None)]"
The prices were CHEAP compared to the quality of service and food.,"[('prices', None)]"
Go only if you are already in the neighborhood and don't want to bother going farther for a better place.,[]
"Top spot in town for Vietnamese classics, better than places that cost a lot more.","[('town', None), ('spot', None), ('classics', None)]"
less wait time for me!,"[('time', None)]"
"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.","[('accompaniment', None)]"
"The decor is really blah, and not at all hip or happening.","[('decor', None)]"
"Having discovered Ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in.","[('fish tanks', None)]"
You cannot go wrong at the Red Eye Grill.,"[('red eye grill', None)]"
It appears to be the owner's first venture and it shows.,[]
"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.","[('families', None)]"
I go twice a month!,[]
We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,"[('menu', None), ('section', None)]"
They have a huge selection of different cream cheeses and all of their salads are great.,"[('cream cheeses', None), ('selection', None)]"
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,"[('spaghetti', None), ('shrimp', None), ('scallops', None), ('lobster sandwich', None)]"
The food was authentic.,"[('food', None)]"
The dim sum is delectable while the prices are quite easy on the wallet.,"[('prices', None), ('wallet', None), ('sum', None)]"
"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.","[('oil', None), ('spinach ravioli', None), ('joints', None), ('dishes', None), ('garlic sauce', None)]"
The worst excuse for Japanese food I've ever encountered.,"[('food', None)]"
A million better places to go in the city.,"[('city', None), ('places', None)]"
"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.","[('parts', None)]"
Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,"[('part', None)]"
I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.,"[('chicken teriyaki dish', None)]"
I love it.,[]
If you want something really different than try Jekyll and Hyde.,"[('jekyll', None), ('hyde', None)]"
"We had reservations at 9pm, but was not seated until 10:15pm.",[]
We had Pam's special fried fish and it was amazing.,"[('fish', None)]"
Its located in greenewich village.,[]
There is no excuse for such lousy service!,"[('service', None)]"
Three strikes and this restaurant is out.,"[('restaurant', None)]"
We bring in a party of ten or so every week.,[]
My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,"[('lobster bisque', None), ('new england chowder', None)]"
"So, a little inconsistency there but either way, both pizzas were really good.",[]
"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.","[('restaurant', None), ('sushi favorites', None)]"
We would return to this place again!,"[('place', None)]"
Not enough wines by the glass either.,"[('wines', None), ('glass', None)]"
I had the duck breast special on my last visit and it was incredible.,"[('visit', None), ('duck breast', None)]"
I must say it's a little pricey for the food because it was not as spectacular as the view.,"[('food', None), ('view', None)]"
These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,"[('innovators', None), ('dishes', None), ('job', None), ('fusion', None)]"
"Just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there.","[('half', None), ('restaurant', None), ('seat', None), ('bar', None), ('woman', None)]"
No gimmicks here -- the food speaks for itself in its freshness and preparation.,[]
"We were worried we would have trouble getting in, but somehow managed to have a short wait.","[('wait', None)]"
My wife had the fried shrimp which are huge and loved it.,[]
"Everything I had was good, and I'm a eater.",[]
One should not go to Lucky Strike for the food.,"[('food', None)]"
The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.,"[('time', None), ('service', None)]"
We could only get through an appetizer and cheese fondue.,[]
"To me it exemplifies Soho, cute, artsy, interesting.",[]
"Try everything for that matter, it is all good.",[]
Both times we waited well over a half hour for a table (even though we had reservations).,[]
happy to be a regular at this place and would warmly recommend it to anyone.,"[('place', None)]"
I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants.,"[('restaurants', None), ('eateries', None)]"
"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.","[('experience', None), ('bar', None), ('manager', None)]"
Try the green curry!!!,"[('curry', None)]"
We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,"[('sauce', None)]"
We were also seated promptly at the time of our reservation and the service was very quick and professional.,"[('service', None)]"
"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.","[('masaman', None), ('currys', None), ('flavor', None), ('seat', None)]"
The food there are sastifying.,[]
I highly recommend to anyone to give this place a try.,"[('try', None)]"
I highly recommend visiting this restaurant and having dinner and drinks!,[]
The bar is very well stocked with interesting beers and well priced wines.,"[('beers', None), ('wines', None)]"
I agree.,[]
"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...).","[('reservations', None)]"
The food was good.,"[('food', None)]"
"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.","[('value', None), ('wine selection', None), ('price', None), ('gigondas', None)]"
"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.","[('music', None), ('conversation', None)]"
It just wasn't Thai.,[]
I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.,"[('way', None), ('fish', None)]"
I particularly love their yellowfun tuna and their mussel selection.,[]
I love to visit Murrays for my bagel fix.,"[('murrays', None), ('bagel fix', None)]"
"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire.","[('school', None), ('lots', None), ('dinner reservations', None), ('scenery', None)]"
Recommended.,[]
The place was nice and calm.,"[('place', None)]"
Cheese plate is a varied delight and great bargain at $10.,"[('cheese plate', None)]"
I could have drank 4 glasses of water and still been parched - so watch out.,[]
"When we sat, we got great and fast service.","[('service', None)]"
"Most of the servers are very attentive, friendly and quite attractive.","[('servers', None)]"
I think locals rate this place so high.,"[('locals', None), ('place', None)]"
Service is average.,"[('service', None)]"
But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,"[('specials', None), ('sort', None), ('crust', None), ('pizzeria faves', None), ('godmother pizza', None), ('tomato sauce', None), ('job', None)]"
Go girls!!!,"[('girls', None)]"
"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.","[('plastic forks', None), ('pita', None)]"
"The steak is good, the fish is good and the sushi was surprisingly great.","[('steak', None), ('sushi', None)]"
"For asian fusion, there are many places further downtown.","[('fusion', None), ('places', None)]"
Old school meets New world.,"[('school', None), ('world', None)]"
I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,"[('jem', None)]"
"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.","[('staff', None), ('service', None)]"
This is probably one of my new favorite places.,"[('places', None)]"
"For being number 1, this place has alot of work to do in order to truly earn its so called reputation.",[]
"For myself and family we would only go here to celebrate an occassion, I do prefer smaller, quiter restaurants.","[('restaurants', None), ('occassion', None)]"
The one on the east side is much better than the one on the west side.,"[('side', None)]"
They all know you.,[]
"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.","[('sushi', None), ('lot', None), ('decor', None), ('cocktails', None)]"
We ended the dinner with a surprisingly light and flaky apple tarte tatin.,"[('apple tarte tatin', None)]"
The buffet had a nice selection.,"[('selection', None)]"
Waitstaff are very friendly.,"[('waitstaff', None)]"
This restaurant is such a great place.,"[('restaurant', None), ('place', None)]"
"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.","[('path', None)]"
I've been several times and am totally smitten.,"[('times', None)]"
Terrible experience.,"[('experience', None)]"
I love the place.,[]
Service was slow had to wait to order and get food although not crowded.,"[('food', None), ('service', None)]"
Will have to return to try the chocolate!,"[('chocolate', None)]"
"It's only $1.95 for a regular slice and $4.00 for a slice with a mushroom, not mushrooms.","[('slice', None)]"
There is a real gallery of stars that have visited.,"[('stars', None), ('gallery', None)]"
"The food was below average, the service was pathetic, there was no ambience at all.","[('food', None), ('service', None)]"
I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,"[('actors', None)]"
Our first time in New York and we had to try a New York Bagel.,"[('new york bagel', None), ('time', None)]"
service was efficient courteous.,"[('service', None)]"
this one is definintely my least favorite.,"[('one', None)]"
I have been urged by friends for months to check out the mermaid inn.,"[('inn', None)]"
The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,"[('fish', None)]"
"Everytime my husband and I go there, we are never disappointed.","[('husband', None)]"
They are the best bagels I've had.,[]
We were not disappointed.,[]
I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.,"[('people', None)]"
"Toons has recently been redone, so it's now a very attractive space.",[]
"$160 for 2 filets, 2 sides, an appetizer and drinks.",[]
"While the prices are nothing special, the portions are huge.","[('prices', None), ('portions', None)]"
"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.","[('time', None), ('meal', None), ('location', None)]"
"We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!",[]
"However, I think this place is a good hang out spot.","[('spot', None), ('place', None)]"
"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.","[('food', None)]"
"Rao is a good restaurant, but it's nothing special.","[('restaurant', None), ('rao', None)]"
The wine list is extensive and impressive.,"[('wine list', None)]"
We had the most wonderful waitress.,"[('waitress', None)]"
"While the staff at this little bistro is very friendly, I have never experienced more incompetency.","[('staff', None), ('bistro', None)]"
The quail was fantastic and unique and the pastas were full of flavor.,"[('flavor', None), ('pastas', None), ('quail', None)]"
"When we left at 8:00 PM, it was packed and noisy.",[]
"Okay, so I never write but there doesn't seem to fair balance of positive to negative reviews concerning Green Bo and it's time to speak up - I live in Chinatown.","[('reviews', None), ('balance', None)]"
The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,[]
The staff is courteous and friendly.,"[('staff', None)]"
Never fails to please.,[]
Decor is nice though service can be spotty.,"[('decor', None), ('service', None)]"
"Aside from the rushed service, we were very impressed with the food and the drinks.","[('drinks', None), ('food', None), ('service', None)]"
Will absolutely visit again.,[]
Make sure you have the Spicy Scallop roll.. .,[]
I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.,"[('dollar', None), ('dining experience', None), ('place', None)]"
And even with it's Pub atmosphere they were great to my kids too!,"[('kids', None)]"
This big draw is the all you can sushi here for $19.95!,"[('draw', None)]"
I consider the best Grand Sichuan restaurant in NYC.,[]
we spent 50 $$ definetly will come back with my friends!!!,"[('friends', None)]"
Went to Village last night for my birthday.,[]
"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order.","[('times', None), ('customers', None)]"
The specials are usually quite good too.,"[('specials', None)]"
They've the best desserts and mixed drinks as well as snack foods.,"[('drinks', None), ('snack foods', None), ('desserts', None)]"
Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.,"[('chocolate mud cake', None)]"
That's good and bad.,[]
Really cool stauff inside.,"[('stauff', None)]"
"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.","[('furniture', None), ('tiffin', None), ('restaurant', None)]"
The best burger I have had in the Village.,[]
We visited Orsay during NY Restaurant Week and tried their $35 menu.,[]
I would have gotten some cole slaw and a knish if my stomach had more space.,[]
"came here for restaurant week, didn't save much, but it was still great.",[]
Would NEVER go back there.,[]
Three of us arrived for dinner about 5:30 on a week night without reservations.,[]
"The blond wood decor is very soothing, the premium sake is excellent and the service is great.","[('wood decor', None), ('premium sake', None), ('service', None)]"
There is usually a wait but it is well worth it.,"[('wait', None)]"
"Be careful, when they say spicy, they mean it!",[]
Your money could easily be better spent elsewhere (Anywhere).,[]
"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.","[('eggs', None)]"
As always we had a great glass of wine while we waited.,"[('glass', None), ('wine', None)]"
Bring your appetites.,"[('appetites', None)]"
"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).","[('wait staff', None), ('part', None), ('beautification way', None)]"
"Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?","[('atmosphere', None), ('bagel place', None)]"
Service was very good and warm.,"[('service', None)]"
For dinner I had the chicken tikka-masala and some garlic naan.,[]
Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.,"[('setting', None), ('dinner', None), ('nyc', None)]"
"Like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait.","[('restaurant', None), ('nite', None)]"
"Seriously, this place kicks ass.","[('place', None)]"
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,"[('food', None), ('york city skiline', None), ('view', None)]"
"Also, because it is so thin, it gets cold very quickly and its not that filling.",[]
The food is nothing like its menu description.,[]
Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience.,"[('cashew nuts', None), ('experience', None), ('pad se', None)]"
It's just O.K. pizza.,[]
I loved it and would HIGHLY RECOMMEND.,[]
I've been here twice now.,[]
"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.","[('thing', None), ('food', None)]"
THE BEST PLACE TO BRING KIDS OR ANY FRIENDS WHO WANT TO DO SOMETHING DIFFERENT.,"[('friends', None), ('kids', None), ('place', None)]"
"The service was a bit slow, but they were very friendly.","[('service', None)]"
"However, I do not understand the extraordinary hype about this restaurant.",[]
It's a small cute restaurant.,"[('restaurant', None)]"
I will be returning.,[]
"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.","[('east village gem', None)]"
The food is above average for midtown and sligtly better than some of the other Heartland Breweries in the city.,"[('city', None), ('average', None), ('heartland breweries', None), ('food', None)]"
Thius is a must for anyone who loves Shabu-Shabu.,[]
The food was absolutely horrible!,"[('food', None)]"
Food doesn't appear to be cooked on premisis but there's a high turnover so its pretty fresh.,"[('food', None), ('turnover', None)]"
Restaurant was dirty and unkempt.,"[('restaurant', None)]"
Nice place though.,"[('place', None)]"
Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,"[('visit', None), ('restaurants', None)]"
"Similar to other Indian restaurants, they use the dinner special to attract customers at the door.","[('restaurants', None), ('customers', None), ('dinner', None), ('door', None)]"
It is a small restuarant so go early and it will be nice and quiet- go late and it will be packed!,"[('restuarant', None)]"
"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.","[('carts', None), ('people', None), ('job', None), ('english', None)]"
"The crackling calamari salad, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed.","[('restaurants', None), ('calamari salad', None)]"
"Not the greatest sushi place, but excellent for a $19.95 all you can eat.",[]
"Shockingly easy to throw a group dinner here: simple contract, deposit only to hold the date the entire 2nd fl mezz for our grp of 20.","[('fl mezz', None), ('grp', None), ('contract', None), ('date', None), ('group dinner', None)]"
The Thai ice tea was amazingly smooth and yummy!,"[('thai ice tea', None)]"
We've never had any problems with the staff but maybe we've been lucky?,[]
Drinks way over priced.,"[('drinks', None)]"
The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,"[('guy', None), ('place', None)]"
What I didn't like was how the food came right after it was ordered.,[]
"But WARNING: to all those that use this site be weary, be very weary of recommendations.",[]
Moderate prices.,"[('prices', None)]"
We had a great time at the Jekyll and hyde Pub last night.,"[('time', None)]"
Try it side by side and there's no comparison.,"[('side', None)]"
I think I've had some the best meals of my life at minnow.,[]
My biggest complaint was the un-tasty food although presented well.,"[('food', None)]"
"This tiny restaurant is as cozy as it gets, with that certain Parisian flair.","[('restaurant', None)]"
So sorry I can't rate this better.,[]
"Most importantly, food is excellent.","[('food', None)]"
Buon appetito!,[]
"Great roofdeck, nice group of 30 somethings, but no music, kind of quiet.","[('music', None), ('group', None), ('roofdeck', None)]"
"If we were to move from the upper east side, we would genuinely miss this restaurant.","[('restaurant', None), ('side', None)]"
"The best part of the experience was knowing that the manager (a bubbly, friendly young woman with a great smile) truly cared about how we were doing.",[]
"Ok, for all of us growing up in the Village of NYC, we have spoiled by a plethora of restaurants, most of which stay open very late.",[]
"However, service was as plain as sesame crusted Salmon I had.","[('service', None)]"
I would highly recommend it.,[]
It's great to go for a quick lunch either alone or with a friend.,"[('lunch', None)]"
The food was mediocre at best but it was the horrible service that made me vow never to go back.,"[('food', None)]"
LLOOVVE THIS PLACE.,[]
So some of the reviews here are accurate about the crowd and noise.,"[('crowd', None)]"
"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.","[('drinks', None), ('setting', None), ('spice', None), ('eats', None), ('place', None)]"
"Finally, after all the raving I went to check it out with one of my enthusiastic friends this last Saturday night and let me tell you its all its cracked up to be.","[('friends', None)]"
"Place should also have a 1,2,3 chili rating to be more authentic...","[('1,2,3 chili rating', None), ('place', None)]"
"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.","[('people', None), ('service', None), ('thing', None)]"
Went last Thursday.,"[('thursday', None)]"
I love this place more and more everytime i go.,[]
I go and eat out at many different restaurants and this is one place you have go and try.,"[('restaurants', None)]"
"Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!","[('people', None), ('course', None), ('food', None), ('energy', None)]"
"We only ordered desserts and drinks, but no refills were offered.",[]
Saul is the best restaurant on Smith Street and in Brooklyn.,[]
Waiters are slow but sweet.,"[('waiters', None)]"
"I have been here a few times for dinner, once for brunch and twice for lunch.","[('times', None)]"
We went to Ino for Valentines.,[]
"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.","[('kicker', None), ('menu', None)]"
"It was good, but was not what I thought it would be.",[]
The music is the best among all the Indian restaurants I have visited.,"[('restaurants', None)]"
"The bread and lamb chops I had before the meal were quite good, however.","[('meal', None)]"
"He always says, I don't have customers.","[('customers', None)]"
Rao's has the best service and atmosphere in NYC.,[]
instead ordered an ice cold beer which to me works with indian.,"[('beer', None)]"
Good for dates or with friends.,"[('friends', None), ('dates', None)]"
"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.","[('noodles', None), ('requests', None)]"
one of the best Chicken Tikka Masala.,[]
"Excellent dumplings served amid clean, chic decor.","[('decor', None), ('dumplings', None)]"
"The kitchen however, is almost always slow.","[('kitchen', None)]"
"The corned beef and pastrami are excellent, much less fatty than those big tourist places around Times Square.","[('pastrami', None), ('tourist places', None), ('beef', None)]"
"Cute place, nice wait staff but would never go there again.","[('wait staff', None), ('place', None)]"
We had a good time.,"[('time', None)]"
"Also, the hostess called me today to thank us for coming and mentioned how she hoped that my girlfriend enjoyed her birthday - unexpected, but a truly above and beyond thing to do...","[('hostess', None)]"
people are rude bit again it's new york!,"[('people', None), ('bit', None), ('york', None)]"
We all felt it was worth it.,[]
"The plain slice is great and if you get toppings, the whole slice is topped with them, not sparsely sprinkled on like some places.","[('slice', None)]"
Service was also horrible and the ambience is not that great.,"[('ambience', None), ('service', None)]"
"Service is great, takeout is good too.","[('takeout', None), ('service', None)]"
"Based on the reviews on here, it appears that the restaurant is overwhelmed after the 7 PM.","[('restaurant', None), ('pm', None)]"
The pizza is overpriced and soggy.,"[('pizza', None)]"
"Everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city.","[('menu', None)]"
"You'll pay at least double at any other Italian restaurant in the city, and most still don't compare.",[]
"For the quality of food, a little too expensive.","[('quality', None)]"
Came looking for this place because I heard good things.,"[('things', None)]"
I live on the street this place is on.,[]
Horrible.,[]
Here's to the fake fish tanks too...,"[('fish tanks', None)]"
Its worth the wait though.,"[('wait', None)]"
I've never had bad service and the fish is fresh and delicious.,"[('fish', None), ('service', None)]"
"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.","[('time', None), ('jazz band', None), ('atmosphere', None)]"
we decided to eat in tea room which was small and cute.,"[('tea room', None)]"
What an amazing meal and experience!,"[('experience', None), ('meal', None)]"
Unique apppetizers.,"[('apppetizers', None)]"
"The staff has always been attentive and kind, and I've always been amazed at how they've handled all the various different group sizes that come in.","[('staff', None), ('group', None)]"
IT is the best deal in town for a Monday night dinner at a fine restaurant.,"[('restaurant', None)]"
Nothing special about this place.,"[('place', None)]"
"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.","[('sandwiches', None)]"
and never strayed.,[]
"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.","[('chinatown', None), ('sum atmosphere', None), ('alternative', None), ('tables', None)]"
Leave the kids at home!,"[('kids', None), ('home', None)]"
"This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.","[('amount', None), ('food', None), ('money', None), ('potential', None), ('spending', None)]"
"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.","[('decor', None), ('service', None)]"
And all of that won't break your bank!,"[('bank', None)]"
The Thai food is good.,"[('food', None)]"
Just moved to the neighborhood and we've been trying all the West Village Sushi restaurants.,[]
"Great selection of wine, and seafood.","[('seafood', None), ('selection', None), ('wine', None)]"
delicious.,[]
Acceptable prices.,"[('prices', None)]"
Big thumbs up!,"[('thumbs', None)]"
we were seated at the sushi bar in front of yasuda.,[]
We have lived in Chelsea for two years and have never noticed this restaurant.,[]
"As I made the title, it's an affordable restaurant for great taste.","[('restaurant', None), ('taste', None)]"
They even scoop it out nice (for those on a diet) not too much not to little.,[]
Definitely not worth the price!,"[('price', None)]"
"Orsay, is a very pleasnt throw back to traditional French food, and French service as well.","[('throw', None), ('food', None), ('orsay', None), ('service', None)]"
It's easy to get a table for a large group and you don't get hustled out.,"[('table', None), ('group', None)]"
Great food at reasonable prices.,"[('prices', None), ('food', None)]"
Salads are a delicious way to begin the meal.,"[('way', None), ('meal', None), ('salads', None)]"
"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.","[('ways', None), ('flavors', None)]"
That's why you have to pay more for that.,[]
If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,"[('chart house', None)]"
I loved it.,[]
"They're are better Taiwanese restaurants and they are located in Flushing, Queens.","[('restaurants', None)]"
The prices are about $9 for an entree for dinner and even less for lunch.,[]
and you can't beat the prices.,"[('prices', None)]"
but I wouldn't wanna live there.,[]
Arigato Gozimas Yuka!,[]
Should you happen to be impressed by the cuisine definitely try it.,[]
"I had the black cod with yuzu sauce, which was wonderful.","[('yuzu sauce', None), ('cod', None)]"
Prices too high for this cramped and unappealing resturant.,"[('resturant', None), ('prices', None)]"
Tuk Tuk is one of the rare choices for me to go in Brooklyn.,"[('choices', None), ('brooklyn', None)]"
This quiet dark asian bistro is well worth the trip.,"[('trip', None), ('bistro', None)]"
I knew upon visiting NYC that I wanted to try an orginal deli.,"[('deli', None)]"
I would highly recommend this place!,"[('place', None)]"
Total hipster-wannabe attitude in an otherwise sweet spot.,"[('attitude', None), ('spot', None)]"
"Yes, there might be a wait if you have no reservations.","[('wait', None)]"
Thank You Emilio.,[]
First of all Dal Bukhara Rocks.,"[('dal bukhara rocks', None)]"
"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.","[('service', None), ('wait time', None), ('bread', None), ('salad', None), ('food', None)]"
- i asked for them spicy and they were delicious).,[]
"It is terrific, as is the value.","[('value', None)]"
The sicilian is my favorite it is moist not dry like most places but all their pizza is great!,"[('pizza', None), ('places', None)]"
Downstairs lounge is always a good attraction,[]
The menu prices are a bit expensive for what you get in quality and portion size.,"[('menu prices', None)]"
"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.","[('food', None), ('service', None)]"
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.","[('wine glasses', None), ('water', None), ('meal', None)]"
The takeout is great too since they give high quality tupperware as well.,"[('takeout', None), ('quality tupperware', None)]"
"The food was not fresh, the sauces were bland and very oily.","[('sauces', None), ('food', None)]"
"Off the beaten path, this jewel of a restaurant shines just one block away from the plethora of 6th street Indian restaurants.","[('plethora', None), ('street', None), ('restaurants', None), ('jewel', None)]"
Could be pricey without a prix fixe meal.,"[('prix fixe meal', None)]"
This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,"[('ambiance', None)]"
I would defiantly come back here again as one of my top choices.,"[('choices', None)]"
One of us actually liked the expresso - that's it.,[]
