text,pred
Connecting to my wireless router via built-in wireless took no time at all.,"[('router', None)]"
Its still going.,[]
This computer is exceptionally thin for it's screen size and processing power.,"[('computer', None)]"
There is NO way I will buy a LG product in the future.,"[('future', None), ('lg product', None)]"
I have not had a problem with the applications quitting or freezing.,[]
"Prior to this computer, I owned a PowerBook G4 for 6 years (quite a long time for a laptop).","[('time', None), ('laptop', None), ('computer', None)]"
"Maybe this is virus related, maybe not, but the computer has locked up many times, and on two occasions, the screen has simply gone black.","[('times', None), ('screen', None)]"
The advantages of owning 'a 'mac are numerous.,[]
I challenge anyone to show proof that through anywhere near normal use can get more than 2.5 hrs out of it.,"[('use', None), ('hrs', None), ('proof', None)]"
Using this machine is like a mild form of torture.,"[('form', None)]"
This wiped out several programs that were installed on the computer when it was bought.,"[('programs', None)]"
"On the twelfth day that I had the notebook, I decided to go to Dell's website and update it.","[('website', None)]"
The computer blinks it shuts off at will.,[]
Excellent product for the money.,"[('product', None), ('money', None)]"
"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.","[('starcraft ii', None), ('end', None), ('graphics', None), ('games', None)]"
"I have Vista, so I am unable to install and uninstall  some programs.","[('programs', None)]"
"The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.","[('screen', None), ('keyboard', None)]"
"I can do everything I could before, only faster and more efficiently.",[]
I called Toshiba and they want me to be without my laptop for about two weeks while they look at the problem.,[]
the mouse jumps around all the time and it clicks stuff i dont want it too.,[]
  i dont understand why i spent twice as much to get a laptop rather than a desktop when my lap top is completely immoble.,"[('laptop', None), ('desktop', None), ('lap top', None)]"
For those that care about noise this thing doesn't really make any;,"[('thing', None)]"
Here we are another year later and the computer is doing the same thing.,"[('thing', None)]"
"Despite the plethora of problems, I managed to use technological trickery to keep the machine operational for two years.","[('machine', None)]"
"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.",[]
Simply amazing computer!!,"[('computer', None)]"
"I first purchased this Dell model ""1764"" on April 6, 201",[]
The macbooks are small enough to be very portable yet hold tons of information and performance.,"[('macbooks', None)]"
Two times with in one month.,[]
The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,"[('price', None), ('mac', None), ('iwork', None)]"
"Waited on getting this computer, but it has been a great change.","[('change', None)]"
"For my burn thigh which has put a permanent mark on my skin (it happened 7 months ago) they offered me an ITouch 8Gig (you know it is a bit insulating when a company this rich, offer a loyal customer like me, a bottom of their product line as a gift for events like this).","[('thigh', None), ('company', None), ('customer', None), ('bottom', None), ('mark', None)]"
"Whenever tried to turn it on, it would restart as soon as the BIOS launched Windows (or Winblows, as I like ot call it).",[]
BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,"[('os x', None)]"
The mousepad is a huge pain in the arse!,"[('mousepad', None), ('arse', None)]"
"I hope to edit this in the next few hours, I am going to try to install my own copy of Windows 7.","[('copy', None)]"
"If it's not shipped on the next business day, called on a Friday they are closed on weekends, what was the next step.","[('step', None)]"
") I also purchased  Applecare  for $300, which is a three year extended warranty, since I ve never seen any laptop that lasted more than two.",[]
"I have had the netbook for 2 months and I love it, I read some reviews that say netbooks are slow but it does not seem any slower than the other computers I use.","[('netbooks', None), ('computers', None), ('reviews', None)]"
"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.","[('mac version', None)]"
"C'mon, LG.",[]
"Whenever I call Dell about an unrelated problem, they ask me if my laptop is running slowly and if I'd like to purchase more memory for $75.","[('laptop', None), ('memory', None)]"
  since then i have had minor problems with slow operation.,"[('operation', None)]"
"If you faintly come close to touching this thing while typing, all craziness may break loose.",[]
Registration/1st use is easy.,"[('1st use', None)]"
"I love this laptop, and use it everyday to do something, and never lets me down.",[]
Finally was able to reach a young lady in California and ordered the machine and was subsequently given a delivery date.,"[('lady', None), ('california', None)]"
I definitely will buy a Mac again if and when this computer ever fails.,"[('mac', None)]"
"The Toshiba Mini Notebook, Model NB 305-N410BL, is a great little computer.","[('computer', None), ('toshiba mini notebook', None)]"
Take your time and go through the tutorials patiently.,"[('tutorials', None), ('time', None)]"
So if anyones looking to buy a computer or laptop you should stay far far away from any that have the name TOSHIBA on it...,"[('laptop', None), ('computer', None)]"
"(I'm an excellent touch typist, and my hands are very sensitive, too.","[('hands', None), ('touch typist', None)]"
  This time the mouse pad and right click key wouldn't work!,"[('click key', None), ('mouse pad', None)]"
  EVENTUALLY we pushed hard enough to convince them that this was the MACHINE that was causing the problems.,[]
The first full charge of this battery got me only about 2 full hours.,"[('charge', None), ('battery', None)]"
"I bought a cordless mouse for it, but don't always take it out;","[('mouse', None)]"
"When I got it, I immediately noticed that it was quite heavy and thick and not really attractive.",[]
"It is sleek, smooth, and lightweight.",[]
"i am a huge computer person i love anykind of computer that works well, but when i got this one i was so happy with the way it works and how it runs its amazing.","[('computer person', None)]"
It took Toshiba tech support 4 calls and 4 different techs to correct the problem.,"[('toshiba tech support', None), ('calls', None), ('techs', None)]"
They only stay charged a little over an hour.,[]
Now they are believers in the product.,"[('product', None)]"
Had to have this computer repaired twice in the first 5 months after purchasing it.,[]
Hewlett Packard HP Pavillion DV6000 Laptop is the worst laptop we have ever bought.,[]
I had never owned a Mac before;,[]
"The 4 USB ports are nice, but the two on the side only work now and then.","[('usb ports', None)]"
  I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,"[('phone number', None), ('tech support', None), ('person', None), ('chat', None)]"
i try to use it today and I can't logon.,[]
Keyboard could use some trimming.,"[('trimming', None), ('keyboard', None)]"
The bottom-line is that this laptop just isn't worth it.,"[('laptop', None)]"
I returned the computer to HP and they kept it for 3 months.,[]
Its white color is stylish for college students and easy to take to carry and take to classes.,"[('classes', None), ('color', None), ('college students', None)]"
"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.","[('time', None)]"
"When I am next to my router on my HP I get full service, on my Eee PC I get 3 bars.","[('service', None), ('router', None), ('hp', None)]"
I got assurances from 2 different people that the remaining 10 months of my warranty would transfer to the new computer.,"[('warranty', None), ('people', None), ('computer', None)]"
Pretty disappointed about this product.,"[('product', None)]"
The letter A stopped working after the first week.,[]
"By the time I was finally able to get a work order to get it fixed I had been without my computer for almost a week while I was an Online College Student, so it was very inconvenient and I had to send it off and be without it while it was being fixed also.","[('time', None), ('order', None)]"
It out performs any other laptop on the market today.,"[('laptop', None)]"
This is what I call a good after sales service.,"[('sales service', None)]"
"Maybe it's Acer, maybe it's MSFT.",[]
"So if you want a good machine that does almost anything this is the one, if you want a low budget computer then look at the other great brands Best Buy sells.","[('machine', None), ('budget computer', None), ('brands best buy', None)]"
I took off a star because the machine has a lot of junk software on it.,[]
I would buy one of these for every person in my office if I could.,"[('person', None)]"
"With what I do know how to do, the computer works beautiful.",[]
"HAVING HAD EXPERIENCE WITH A TOSHIBA LAPTOP, I WAS DISAPPOINTED TO FIND THAT THE TOSHIBA NB305 LAPTOP HAS MAJOR PROBLEMS.",[]
Tried to make a recovey disk wouldnt get passed the first recovery disk.,[]
"Most everything is fine with this machine: speed, capacity, build.","[('machine', None), ('capacity', None), ('speed', None)]"
"I have never had it crash, randomly turn off,",[]
"For the same price, you get a lot more in the Asus....1920x1080 res.","[('price', None)]"
"I made a photo book as a gift, on my computer, pushed ""Buy"" and it drew from my iTunes account and sent the book to my house, the book was of perfect quality-exactly how I had created it and looked better than I had even imagined.","[('quality', None)]"
"I use this for my tutoring business, and since I'm always bouncing from student to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!).","[('portability', None), ('battery life', None)]"
It is in the best condition and has a really high quality.,"[('quality', None)]"
When it come time for warranty service to Toshiba you don't matter.,[]
  However the frozen screens kept happening.,"[('screens', None)]"
Ive owned Apple computers and laptops for as long as i could remember.,[]
At least those computers didn't just die on me like this one.,"[('computers', None), ('one', None)]"
It's A MAC!!,[]
  i had the bulk of problems with my lap top within the first six months.,[]
This is my first LG product.,"[('lg product', None)]"
"It is short on space, and downloads always had problems being completed, or were said to be 'corrupted'.","[('space', None)]"
3) Horrible customer support,"[('customer support', None)]"
The LED backlit display makes my pictures pop so much more.,"[('display', None), ('pictures', None)]"
very very slow laptop.,"[('laptop', None)]"
I'm going back to DELL.,"[('dell', None)]"
With what I paid for this computer it should have had everything on it.,[]
"Apple is always great about the aesthetics of things, they always come up with good looking products.","[('products', None), ('aesthetics', None), ('apple', None)]"
I went to my local Best Buy looking for a new laptop since mine broke.,"[('buy', None), ('laptop', None)]"
Runs smooth and quick.,[]
"Not a bad laptop, it's a bit slow, but gets the job done.",[]
"Honestly, I spent more time waiting for it to unfreeze then actually doing what I got on there for!",[]
This a starter notebook.,[]
No I am generous calling it slow.,[]
The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.,"[('screen size', None), ('netbook', None)]"
The graphics are great.,"[('graphics', None)]"
"All-in-all, I would definitely recommend this product for nearly everyone.","[('product', None)]"
in 5 months the connect quality got worse and worse.,"[('quality', None)]"
"The big screen allows you to enjoy watching movies , pictures and etc!","[('screen', None), ('movies', None), ('pictures', None)]"
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.","[('pad', None), ('jack', None), ('headphone', None), ('person', None)]"
For the [$] price (special offer) this is a great laptop.,"[('offer', None), ('laptop', None)]"
"I have had at least eight Toshiba laptops, and they have been outstanding, including this one.","[('one', None)]"
"I called back to ensure that received it, they had.",[]
the manufacturer's warranty only covers replacement/repair of parts.,"[('warranty', None)]"
What I'd like is for the laptop to run well without having to purchase additional memory.,"[('laptop', None), ('memory', None)]"
"If you can afford a new laptop, and are in the market for one, of course, then definitely go for this.","[('laptop', None)]"
Got the computer back a month later and it was still broken sent it out again and they repaired it.,[]
It works exactly like it did the day I took it out of the box.,[]
"Now, the next issue I had freaked me out.",[]
i love ths notebook.,[]
"It is fast booting up , shutting down, and connection with the internet.",[]
The battery life is great.,"[('battery life', None)]"
This is not a serious gaming laptop or a serious media machine;,"[('gaming laptop', None), ('media machine', None)]"
"Even if Apple replaces whatever needs replacing I wonder if, since I seem to be doubling the amount of time I get out of it each time it's ""like new,"" I might have 8 months next time.","[('apple', None)]"
I got this laptop on Black Friday.,[]
  They replaced my hard drive as well as my mother board.,"[('drive', None)]"
I fell in love with it.,[]
"It was just one problem after another for me, and that's reason we had forked out so much money was so we wouldn't have anything to worry about.","[('reason', None), ('money', None)]"
There is nothing to complain about the system.,"[('system', None)]"
and it comes with the new OSX that comes with new features that makes the use more easy.,"[('features', None), ('osx', None), ('use', None)]"
Maybe not the cutting edge (Satellite L455D) but it is a workhorse.,"[('workhorse', None), ('satellite l455d', None)]"
But the Macbook is the best!,[]
"Now the screen is going darker, darker, darker.","[('screen', None)]"
EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.,"[('keys', None), ('keyboard', None), ('computer', None)]"
I got the black MacBook two years ago and have never regretted it.,"[('macbook', None)]"
As a graphic arts a retired instructor I still love to play with the graphic with photos and clip art .....,"[('photos', None), ('clip art', None), ('arts', None)]"
My wife also has problems with her Asus - different model.,"[('wife', None), ('model', None)]"
"Features such as the Dashboard (allows you to view frequently used tools like a calculator, weather forecast, movie times, calendar, computer post its etc.","[('tools', None)]"
This computer is the ideal college companion.,"[('college companion', None), ('computer', None)]"
Both computers started acting extremely slow within the first year of owning them.,[]
The MacBook Pro is very sturdy and versatile.,"[('macbook pro', None)]"
when i called to have another one shipped or to get my money back they said the return policy is 23 twenty three days from the date of purchase.,"[('money', None)]"
"BOUGHT FROM WAL-MART, I BELIEVE THAT THIS LAPTOP WAS A REPAIRED ITEM.",[]
Couldnt not use it.,"[('couldnt', None)]"
"  I sent it back and found this time that the battery was faulty, so I got a new one and some other fixes they found.","[('one', None), ('fixes', None), ('battery', None)]"
I swear they design these things to go to crap after a year so you are stuck and have to buy a new one.,"[('one', None), ('things', None)]"
Great pick for portability and affordability.,"[('portability', None), ('affordability', None), ('pick', None)]"
"It's fast, it's easy easy easy to set up, easy to hook to my wireless network.","[('network', None)]"
"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.","[('heating issues', None), ('nvidia', None), ('specs', None)]"
They didn't even try to assist me or even offer a replacement.,"[('replacement', None)]"
We used PC products - it seemed simpler to continue with the same thing.,"[('thing', None)]"
The people there just changed for me on the spot and I got a new arm piece and they didn't even request for a receipt.,"[('receipt', None), ('arm piece', None)]"
"I love my Samsung TV and Galaxy S smartphone, but this Netbook was a very poor computer.","[('netbook', None), ('computer', None)]"
I made a perfect decision when I bought the Toshiba!,"[('decision', None)]"
I take it everywhere with me because it's so easy to carry.,[]
The only thing is that the battery won't last more than 1/2 an hour.,"[('battery', None), ('thing', None)]"
It still heats up like mad and I am unable to use it with the computer directly on my lap for more than five to ten minutes at a time.,"[('time', None), ('lap', None), ('computer', None)]"
The first fell apart right after the 1-year-warranty.,[]
I am finding my way around this laptop better than my last one.,"[('one', None)]"
"  They told me it was my loss even though it was the computer, not  what I've done.",[]
I would Highly recommend this MacBook.,"[('macbook', None)]"
"About 2 months ago i bought the 2011 macbook pro, which was an upgrade from my 2010 macbook pro.",[]
"Let's just get this out of the way, I love Apple!",[]
Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good.,"[('word processer', None), ('trial verion', None), ('wont', None), ('stuff', None), ('computer', None)]"
The keyboard has a wonderful nature feel.,"[('nature feel', None)]"
"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.","[('components', None), ('disk', None)]"
"*4 weeks after giving the computer for repair*-Annoyed at MacHouse Amsterdam, decided to send complaint email to Apple.","[('apple', None), ('repair', None), ('machouse amsterdam', None), ('email', None)]"
"While there are occasions that my computer will freeze or will need to be manually shut down, this occurs far less frequently than on PC computers and laptops that I've used.","[('pc computers', None), ('laptops', None)]"
Bought with a credit card.,[]
The battery doesn't last long but I'm sure an upgrade battery would solve that problem.,"[('upgrade battery', None)]"
"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.","[('features', None), ('performance specs', None)]"
I did a lot of research and ended up thinking this Toshiba was the best one for me.,[]
"""  I've had it now about 2 months and absolutely LOVE IT.",[]
I have no idea how this could have even gotten past quality control during production.,"[('production', None), ('quality control', None), ('idea', None)]"
"I bought this last week, and the very next day had to return it because it over heated and the touch-mouse stopped responding.",[]
I am so happy to have purchased this computer.,[]
"Oh yea, has no numeric pad on the side.","[('pad', None), ('side', None)]"
"The cover for the DVD drive soon came off, too--a mark of poor construction quality.","[('construction quality', None), ('cover', None)]"
I returned the 2nd laptop for a full refund.,"[('laptop', None)]"
really no problems with the hand me down computers I received from my children.,"[('hand', None)]"
I did not take the class and wish that I would have.,"[('class', None)]"
It would be a load on long trips where a lot of walking is required.,"[('trips', None)]"
But the arm velcro is torn after one use.,[]
Not good for a person who gets online daily.,"[('person', None)]"
The laptop was returned but audio issue was not fixed.,[]
"I can't even remember how I finally got it taken care of, but I was done with Sony after that!",[]
So it was only about 2 weeks ago.,[]
"I just love this lap top, I just wish it were all silver or they had all black.",[]
The software is amazing.,"[('software', None)]"
"We carry the netbook around here and there, hence it's kinda of irritating when the LCD just ""slide"" downwards.","[('lcd', None)]"
There is nothing better.,[]
I now own another Hewlitt Packard.,[]
"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.","[('slowdown', None), ('windows', None), ('programs', None), ('gb', None)]"
"The battery life is amazing, the versitility is outstanding.","[('versitility', None), ('battery life', None)]"
"It is known as Safari, and if you are doing any website work, you should know that many hosting companies do not support it.","[('companies', None)]"
Vista is a nightmare.,[]
i spent eight hundred dollars from a giant paper weight that looks good on a bus.,"[('paper weight', None)]"
  I have used a couple of others on the job as well.,[]
The program came with the computer and works beautifully.,[]
"Posted Nov 8, 2010 - Two weeks ago I bought this notebook.",[]
  Acer won't replace the laptop.,"[('laptop', None), ('acer', None)]"
I am also upset with CR for giving a good rating.,"[('rating', None)]"
"the hinge design forced you to place various connections all around the computer, left right and front.","[('hinge design', None), ('connections', None), ('computer', None)]"
I have owned macbook pros since 2005 and this is the best yet!,[]
"I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.","[('screen', None), ('display', None)]"
"Now I could get myself a cheap computer, that will probably work a whole lot better!","[('computer', None), ('lot', None)]"
I would definitely not go back to using a PC after using the mac.,[]
The So called laptop Runs to Slow and I hate it!,"[('laptop', None)]"
"This is the first laptop I've owned, althougth I used several at my previous job.","[('job', None), ('laptop', None)]"
"Those moments in thime where you want to throw something against the wall? Yeah, I wanted to throw that lap top out the window and light it on fire.","[('window', None), ('wall', None), ('lap top', None)]"
Charger seems large for this class of computer.,"[('class', None), ('charger', None)]"
I don't really have a complaint.,[]
I'm pretty sure it's not newegg's fault but when you turn on a computer you just bought you want it to at least get to desktop.,"[('desktop', None)]"
  Best Buy ended up junking the computer and giving me a replacement computer.,[]
I dislike the quality and the placement of the speakers.,[]
"The screen graphics and clarity, and sharpness are great.","[('screen graphics', None), ('sharpness', None)]"
If I have a problem with any of my apple items I make an appointment at one of my local stores and they work on correcting it right there.,"[('stores', None)]"
"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.","[('customer support', None), ('performance', None), ('message', None)]"
"I claim that this has no value to me, the laptop was new anyway.","[('laptop', None)]"
Enough said.,[]
Not working = bad,[]
i would really recommend to any person out there to get this laptop cause its really worth it.,"[('laptop', None), ('person', None)]"
Otherwise this little notebook has met all my expectations.,"[('notebook', None)]"
My son said it popped up and he clicked update.,[]
I lost two items I was working on until I figured out what was happening.,[]
The unibody design is edgy and durable.,"[('design', None)]"
STOPPED BOOTING UP less than a week after my one-year warranty was up.,[]
"But, for the cost this is a winner.",[]
"Let me tell you, this machine is great.","[('machine', None)]"
I have used a computer at work but having your own personal laptop is AWSOME!,"[('laptop', None)]"
Later it held zero charge and its replacement worked for less than three months.,[]
"  The second issue I had with it occured a month later and it kept overheating, even if on for less than an hour!",[]
"  Also, the battery does not last very long at all.","[('battery', None)]"
Good luck with your purchase options.,"[('purchase options', None)]"
"Buy this if you like being tortured, teased, frustrated and wasting twice as much time as you spent using your old Mac.","[('time', None), ('mac', None)]"
Very disappointed!,[]
They are asking me to ship the unit back to fix it at their site.,"[('unit', None), ('site', None)]"
"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....","[('software', None)]"
I looked around and based off my price/features comparison from a brand I trusted I landed here.,[]
  I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.,"[('laptop', None), ('services', None)]"
Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,"[('sense', None), ('requirements', None), ('performance', None), ('game', None), ('era', None), ('use', None), ('device', None), ('designers', None)]"
Unless you need the Bluetooth 3.,[]
I was sorly disapointed to discover that HP (what I thought was a reputable company) wouldn't honor the warrenty when the fan blade fell apart.,"[('company', None), ('warrenty', None), ('hp', None)]"
That is pretty sad when they name them specifically.,[]
"More times that not the screen pops up saying I have a bad internet connection, or the page can't be displayed.","[('internet connection', None)]"
No viruses.,[]
It is everything that I would want in a computer.,"[('computer', None)]"
Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.,"[('harddrives', None)]"
"However, If I sound enthusiastic about this, I am!",[]
You will fall in love with it in no time.,"[('time', None)]"
i give this laptop a five star review i love it and it has done chams for me.,[]
  They removed them and returned the computer to me.,[]
I don't understand why only Windows 7 Starter is included.,[]
"On 3 July 2004, I purcased this model at Best Buy for about $150",[]
I went with him and we picked this one.,[]
"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.","[('macs', None)]"
This is my second MACBOOK PRO and it's better than ever.,"[('macbook pro', None)]"
My macbook is so much better looking and so thin!,"[('macbook', None)]"
The notebook would not turn back on again.,"[('notebook', None)]"
The ease of use is wonderful.,"[('use', None)]"
This system came loaded with Windows 7 Starter.,[]
"-When battery life went to 4 hours or less, took it to the MacHouse Amsterdam for repair (26th of August).",[]
The battery gets so HOT it is scary.,[]
Best thing is I can use existing 32 bit old programs.,"[('programs', None), ('thing', None)]"
It's so nice to look at and the keys are easy to type with.,"[('keys', None)]"
The apple macbook pro nothing to say butprofessionally great and outstanding.,"[('apple macbook', None)]"
"It's also very energy efficient, running on a quarter of the power it takes to run a 60 Watt lightbulb.","[('watt lightbulb', None)]"
I am forever changed and will no longer buy a Windows based machine for personal use.,"[('machine', None), ('use', None)]"
"Mom, Dad, Brother, sister, You name it!",[]
but it came back in even worse shape.,[]
The only thing I would change about it is the mouse keys.,"[('thing', None)]"
"It is absolutely horrible to use, despite all its so called advanced features.","[('features', None)]"
"Before, I reloaded with Windows 7 Ultimate and used only the downloaded drivers from Acer's site.",[]
I have to keep turning it until it decides to lower and there is no mute.,[]
It's still beautiful and has better color reproduction than I could ever expect from a notebook.,"[('notebook', None)]"
After that I turned to email in my next vain help to get them to acknowledge that the warranty was still valid.,"[('warranty', None), ('help', None)]"
"So far, a great product.",[]
He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started.,"[('computers', None)]"
"u can do what u want in just few seconds, even to start up your computer takes few seconds.","[('computer', None)]"
It's the most wonderful thing in the entire world.,"[('world', None), ('thing', None)]"
"So I'd pop them off to see what the problem was, well guess what? The darn thing wouldn't go back on.","[('darn thing', None)]"
"Also, macbooks come with much more features which are so cool!","[('macbooks', None)]"
They sent out a Sony 'Certified' technician.,"[('technician', None)]"
They have developed excellent proprietary software for editing video and pictures and I'm looking forward to utilizing these tools on the regular.,"[('software', None), ('video', None), ('pictures', None)]"
Getting the Apple Care plan is a must.,[]
"I've saved a lot of time and headaches so far, using my new MacBook Pro.","[('macbook pro', None)]"
overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,"[('music', None), ('games', None)]"
-Apple offers to send replacement and after 10 days I send them the old computer.,"[('replacement', None), ('computer', None), ('apple', None)]"
"So far, I have no complaints.",[]
His was worth $36.,[]
NOW AM VERY APREHENSIVE ABOUT TOSHIBA LAPTOPS.,[]
"I spent 2200 dollars on a ""top of the line laptop"".",[]
I also own an HP notebook and it doesn't even come close.,[]
Our Apple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook and has become such an integral part of completing our daily needs and social networking.,"[('networking', None), ('needs', None), ('part', None)]"
"I am constantly trying to uninstall programs, clean cookies, and delete unused files.","[('files', None), ('programs', None), ('cookies', None)]"
"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.","[('processor', None), ('screen', None), ('quality web cam', None), ('memory', None), ('features', None), ('drive', None), ('computer', None)]"
The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,"[('battery', None)]"
The graphics on this computer are also stellar - very clear and vivid.,"[('graphics', None), ('computer', None)]"
"Aside from the trial software and the short battery life, lack of a webcam, its great.","[('trial software', None), ('battery life', None)]"
"As a die-hard Windows enthusiast, I shunned the idea of a Mac until this point.","[('windows enthusiast', None)]"
I think that if it is the motherboard again so soon that they should replace it.,[]
if this computer every breaks down on me i will most definatly get the same one again.,[]
"I had a MacBook Notebook, and it had absolutely no protection from viruses, spyware, malware, etc.","[('viruses', None), ('malware', None), ('spyware', None)]"
"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC.",[]
I made the right decision.,"[('decision', None)]"
"In the past few years, I've had terrible experiences with HP.","[('experiences', None), ('hp', None)]"
"Overall, it's ok.",[]
"Graphics are clean and sharp, internet interfaces are seamless.","[('graphics', None)]"
"The newer black keyboard took a little bit away from the previous gray one which looked really slick, but it is still a great notebook!","[('bit', None), ('keyboard', None), ('one', None)]"
Sony parts reliability and quality of service is recenlty the worst.,"[('sony parts reliability', None), ('quality', None)]"
I am very Happy!,[]
"As with any laptop not purchased with software options, it comes with a lot of what I consider useless applications.","[('applications', None)]"
"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.","[('money', None), ('office', None), ('features', None), ('mac programs', None), ('functioning', None)]"
I occassionaly use it for work via VPN and it has not given me any problems.,[]
I sent it back AND THEY LOST IT.,[]
It just works flawlessly!,[]
"Do you think I purposely ""destroy"" my netbook, so that I can demand a new set? Do you think it's fun to take public transport all the way to the service center and get a non-satisfactory solution? Or rather NO solution.","[('transport', None), ('way', None), ('solution', None), ('set', None), ('netbook', None)]"
I'm having the laptop returned unrepaired since paying $176 every 3  months just isn't worth it (that's about how long the port seems to  last).,"[('laptop', None)]"
Ok first.,[]
"So if you move laptop a lot, it might get loose, however it sits pretty tightly.",[]
another satisfied customer.,"[('customer', None)]"
  also the battery is completely shot.,[]
Highly recommended!,[]
/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,"[('screen', None), ('cooling system', None)]"
The biggest problem is that the box had no instructions in it.,[]
"But after using it a couple of weeks, the overall operation is poor.","[('operation', None)]"
"Will not buy another Toshiba, this is my second, not happy w/ either.","[('w', None), ('toshiba', None)]"
"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.","[('machine', None), ('value', None), ('box', None)]"
"The cool thing about the Mac Book was that I went on my honeymoon and shot a bunch of pictures and movies with my iPhone, then I came back and put them onto my Macbook and made a pretty good DVD movie with all the pictures and videos from my trip.","[('mac book', None), ('macbook', None), ('dvd movie', None), ('thing', None)]"
"for two months, when YOU GUESSED IT.",[]
This was my first MacBook purchase ever.,"[('macbook purchase', None)]"
Screen is crystal clear and the system is very responsive.,"[('screen', None), ('system', None)]"
I will stack it up against laptops that cost twice as much any day.,"[('laptops', None)]"
Quite simply this is the best laptop I have ever owned.,[]
Or the cursor would show up some place else.,"[('place', None), ('cursor', None)]"
The newer MacBook that I have purchased is one of the best computers.,[]
I have had some excellent computer and have found I had no idea what to do with them,"[('computer', None)]"
"As it turns out, I just didn't know any better.",[]
I've had friends with Acers who seem to have had similar or exact same problems.,[]
What can I say.,[]
It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,"[('laptops', None), ('rolls royce', None)]"
What's also interesting is this survey changed my ratings the first time I submitted it in case it doesn't keep what I put here are my aratings,"[('time', None)]"
"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.","[('disk image', None), ('drive', None), ('windows', None)]"
I had a toshiba for 10 years.,[]
"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!","[('things', None), ('thinking apple', None), ('fingers', None)]"
"  Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.","[('geek squad', None)]"
"First, you ll discover that the word processing program known as  Appleworks  rarely translates perfectly on anyone else s computer, if it translates at all.",[]
she can't tell the difference between it and her regular desktop system.,"[('desktop system', None), ('difference', None)]"
With in weeks of purchasing my computer is began to slow down.,[]
It doesn't bother me though.,[]
I've had this laptop for about a month now.,[]
I already have a HP laptop I bought last year that's standard size.,"[('size', None)]"
It was okay for over a week before the blue screens started occuring again.,"[('screens', None)]"
  English must have been his third or fourth language.,[]
Battery is not upgradable to a longer life battery.,"[('life battery', None)]"
I am just ONE of the million customers.,[]
it has times were it freezes for 10 seconds and then starts again.,[]
apple has a reputation and is well known for its easy usage.,"[('usage', None)]"
