text,terms,lab_sim
it is in the best condition and has a really high quality.,"[('quality', None), ('condition', None)]",0.3792911
when it come time for warranty service to toshiba you don't matter.,"[('toshiba', None)]",0.54073924
at least those computers didn't just die on me like this one.,"[('computers', None)]",0.52071095
it's a mac!!,"[('mac', None)]",0.5223806
this is my first lg product.,"[('lg product', None)]",0.36109367
"it is short on space, and downloads always had problems being completed, or were said to be 'corrupted'.","[('space', None), ('downloads', None)]",0.35509592
3) horrible customer support,"[('customer support', None)]",0.32869184
the led backlit display makes my pictures pop so much more.,"[('led backlit display', None)]",0.4006458
very very slow laptop.,"[('slow laptop', None)]",0.5439364
i'm going back to dell.,"[('dell', None)]",0.61857545
"apple is always great about the aesthetics of things, they always come up with good looking products.","[('aesthetics', None), ('product', None)]",0.43910277
runs smooth and quick.,"[('runs', None)]",0.35186845
the downside to this netbook is pretty much the same for any netbook: screen size is not something i'd stare at for the entire 10-11 hours of battery life five days a week.,"[('screen size', None)]",0.61943066
the graphics are great.,"[('graphics', None)]",0.43099868
"all-in-all, i would definitely recommend this product for nearly everyone.","[('product', None)]",0.2311776
in 5 months the connect quality got worse and worse.,"[('connect quality', None)]",0.38261992
"the big screen allows you to enjoy watching movies , pictures and etc!","[('big screen', None)]",0.3968126
for the [$] price (special offer) this is a great laptop.,"[('laptop', None), ('price', None)]",0.723517
"i have had at least eight toshiba laptops, and they have been outstanding, including this one.","[('toshiba laptops', None)]",0.63142943
the manufacturer's warranty only covers replacement/repair of parts.,"[('warranty', None)]",0.19273658
what i'd like is for the laptop to run well without having to purchase additional memory.,"[('memory', None), ('run', None)]",0.5096672
it works exactly like it did the day i took it out of the box.,"[('works', None)]",0.32825896
"it is fast booting up , shutting down, and connection with the internet.","[('connection', None)]",0.48418716
the battery life is great.,"[('battery life', None)]",0.54324114
there is nothing to complain about the system.,"[('system', None)]",0.32341856
maybe not the cutting edge (satellite l455d) but it is a workhorse.,"[('workhorse', None)]",0.32569572
but the macbook is the best!,"[('macbook', None)]",0.74506974
"now the screen is going darker, darker, darker.","[('screen', None)]",0.33112264
either the computer is too slow to detect the keys typed (this is unlikely as i am a slow typist) or the keyboard simply does not detect the keys being typed.,"[('keys', None), ('keyboard', None)]",0.24134758
i got the black macbook two years ago and have never regretted it.,"[('macbook', None)]",0.62751114
"features such as the dashboard (allows you to view frequently used tools like a calculator, weather forecast, movie times, calendar, computer post its etc.","[('features', None), ('dashboard', None)]",0.34444764
this computer is the ideal college companion.,"[('computer', None)]",0.59442383
the macbook pro is very sturdy and versatile.,"[('macbook pro', None)]",0.62068546
when i called to have another one shipped or to get my money back they said the return policy is 23 twenty three days from the date of purchase.,"[('return policy', None)]",0.17225555
i swear they design these things to go to crap after a year so you are stuck and have to buy a new one.,"[('design', None)]",0.48945272
great pick for portability and affordability.,"[('affordability', None), ('portability', None)]",0.40651318
"it's fast, it's easy easy easy to set up, easy to hook to my wireless network.","[('set up', None), ('hook', None)]",0.38491094
"i previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (if i am not mistaken) and it had major heating issues.","[('nvidia 9800', None)]",0.4604306
we used pc products - it seemed simpler to continue with the same thing.,"[('pc products', None)]",0.5389852
"i love my samsung tv and galaxy s smartphone, but this netbook was a very poor computer.","[('netbook', None), ('samsung tv', None)]",0.66693294
i made a perfect decision when i bought the toshiba!,"[('toshiba', None)]",0.6758938
the only thing is that the battery won't last more than 1/2 an hour.,"[('battery', None)]",0.46208444
it still heats up like mad and i am unable to use it with the computer directly on my lap for more than five to ten minutes at a time.,"[('heats up', None)]",0.47496042
i would highly recommend this macbook.,"[('macbook', None)]",0.74178606
"let's just get this out of the way, i love apple!","[('apple', None)]",0.49353737
the keyboard has a wonderful nature feel.,"[('nature feel', None), ('keyboard', None)]",0.5319584
the battery doesn't last long but i'm sure an upgrade battery would solve that problem.,"[('battery', None)]",0.33895782
"i was looking too closely at the other performance specs and while comparing, i took it for granted that these features were standard.","[('features', None)]",0.40149412
i did a lot of research and ended up thinking this toshiba was the best one for me.,"[('toshiba', None)]",0.6989806
i have no idea how this could have even gotten past quality control during production.,"[('quality control', None)]",0.30656934
"i bought this last week, and the very next day had to return it because it over heated and the touch-mouse stopped responding.","[('touch-mouse', None)]",0.49049145
i am so happy to have purchased this computer.,"[('computer', None)]",0.6847862
"oh yea, has no numeric pad on the side.","[('numeric pad', None)]",0.2239019
"the cover for the dvd drive soon came off, too--a mark of poor construction quality.","[('quality', None), ('dvd drive', None), ('cover', None)]",0.38455856
but the arm velcro is torn after one use.,"[('arm velcro', None)]",0.21689437
the laptop was returned but audio issue was not fixed.,"[('audio issue', None)]",0.45813113
"i just love this lap top, i just wish it were all silver or they had all black.","[('lap top', None)]",0.40614438
the software is amazing.,"[('software', None)]",0.51629126
"we carry the netbook around here and there, hence it's kinda of irritating when the lcd just ""slide"" downwards.","[('lcd', None)]",0.52105796
i now own another hewlitt packard.,"[('hewlitt packard', None)]",0.56460756
"the 2 gb of ram is plenty, able to run windows 7 and at least 2 or 3 other programs with next to no slowdown.","[('windows 7', None)]",0.42662847
"the battery life is amazing, the versitility is outstanding.","[('versitility', None), ('battery life', None)]",0.5464719
vista is a nightmare.,"[('vista', None)]",0.47440353
the program came with the computer and works beautifully.,"[('works', None)]",0.40222916
acer won't replace the laptop.,"[('acer', None)]",0.4874026
"the hinge design forced you to place various connections all around the computer, left right and front.","[('hinge design', None)]",0.37628978
i have owned macbook pros since 2005 and this is the best yet!,"[('macbook pros', None)]",0.7162194
"i was loving this netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime i booted it.","[('display', None), ('screen', None)]",0.61582965
"now i could get myself a cheap computer, that will probably work a whole lot better!","[('work', None)]",0.58918494
i would definitely not go back to using a pc after using the mac.,"[('pc', None)]",0.54570764
charger seems large for this class of computer.,"[('charger', None)]",0.4557597
i dislike the quality and the placement of the speakers.,"[('speakers', None), ('placement', None)]",0.3952037
"the screen graphics and clarity, and sharpness are great.","[('clarity', None), ('sharpness', None), ('screen graphics', None)]",0.5615674
"i claim that this has no value to me, the laptop was new anyway.","[('laptop', None), ('value', None)]",0.5841466
not working = bad,"[('working', None)]",0.32303423
i would really recommend to any person out there to get this laptop cause its really worth it.,"[('laptop', None)]",0.6764165
otherwise this little notebook has met all my expectations.,"[('notebook', None)]",0.609954
the unibody design is edgy and durable.,"[('unibody design', None)]",0.3094493
"but, for the cost this is a winner.","[('cost', None)]",0.24476492
"let me tell you, this machine is great.","[('machine', None)]",0.48559076
"also, the battery does not last very long at all.","[('battery', None)]",0.5161887
"i bought it from hsn because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....","[('software', None)]",0.49430227
i looked around and based off my price/features comparison from a brand i trusted i landed here.,"[('features', None), ('price', None)]",0.48791656
strong performance in this device makes use of fun and a strong sense of the era of speed this device serves all modern requirements is a very strong game and is very useful for designers.,"[('device', None), ('performance', None)]",0.43037787
i was sorly disapointed to discover that hp (what i thought was a reputable company) wouldn't honor the warrenty when the fan blade fell apart.,"[('hp', None)]",0.42308336
"more times that not the screen pops up saying i have a bad internet connection, or the page can't be displayed.","[('screen', None), ('internet connection', None)]",0.34716365
i don't understand why only windows 7 starter is included.,"[('windows 7', None)]",0.37763044
"while most people say that pcs hold functionality and value and macs are just pretty to look at, i think there's something to be said about the simplicity of macs.","[('pcs', None), ('value', None)]",0.54560655
this is my second macbook pro and it's better than ever.,"[('macbook', None)]",0.7357623
my macbook is so much better looking and so thin!,"[('macbook', None)]",0.5660527
the notebook would not turn back on again.,"[('turn back on', None)]",0.40369013
the ease of use is wonderful.,"[('use', None)]",0.45939952
this system came loaded with windows 7 starter.,"[('windows 7', None)]",0.41915563
"-when battery life went to 4 hours or less, took it to the machouse amsterdam for repair (26th of august).","[('battery life', None)]",0.3469562
the battery gets so hot it is scary.,"[('battery', None)]",0.43358406
it's so nice to look at and the keys are easy to type with.,"[('keys', None)]",0.480331
the apple macbook pro nothing to say butprofessionally great and outstanding.,"[('apple macbook', None)]",0.71986383
"it's also very energy efficient, running on a quarter of the power it takes to run a 60 watt lightbulb.","[('running', None), ('power efficient', None)]",0.24062121
i am forever changed and will no longer buy a windows based machine for personal use.,"[('windows', None)]",0.6301784
but it came back in even worse shape.,"[('shape', None)]",0.2257831
the only thing i would change about it is the mouse keys.,"[('mouse keys', None)]",0.533861
"it is absolutely horrible to use, despite all its so called advanced features.","[('use', None), ('advanced features', None)]",0.515836
"before, i reloaded with windows 7 ultimate and used only the downloaded drivers from acer's site.","[('windows 7', None)]",0.3873783
it's still beautiful and has better color reproduction than i could ever expect from a notebook.,"[('color reproduction', None)]",0.57437915
"so far, a great product.","[('product', None)]",0.35043666
he loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started.,"[('use', None)]",0.46247312
"also, macbooks come with much more features which are so cool!","[('features', None), ('macbooks', None)]",0.67636013
they sent out a sony 'certified' technician.,"[('sony', None)]",0.34994143
they have developed excellent proprietary software for editing video and pictures and i'm looking forward to utilizing these tools on the regular.,"[('video', None), ('pictures', None), ('software', None)]",0.30750754
overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,"[('cd drive', None)]",0.4410958
now am very aprehensive about toshiba laptops.,"[('toshiba laptops', None)]",0.6365778
i also own an hp notebook and it doesn't even come close.,"[('hp notebook', None)]",0.66700274
our apple 13.3 macbook pro notebook computer (z0j80001) notebook and has become such an integral part of completing our daily needs and social networking.,"[('apple 13.3 macbook pro notebook computer', None)]",0.5388501
the only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,"[('battery', None)]",0.51127803
the graphics on this computer are also stellar - very clear and vivid.,"[('computer', None), ('graphics', None)]",0.52878433
"aside from the trial software and the short battery life, lack of a webcam, its great.","[('webcam', None), ('battery life', None)]",0.62608105
"as a die-hard windows enthusiast, i shunned the idea of a mac until this point.","[('windows', None)]",0.6377084
if this computer every breaks down on me i will most definatly get the same one again.,"[('computer', None)]",0.604878
"i had a macbook notebook, and it had absolutely no protection from viruses, spyware, malware, etc.","[('viruses', None), ('spyware', None), ('protection', None), ('malware', None)]",0.60403246
"in the past few years, i've had terrible experiences with hp.","[('hp', None)]",0.54664505
"graphics are clean and sharp, internet interfaces are seamless.","[('internet interfaces', None), ('graphics', None)]",0.51774615
sony parts reliability and quality of service is recenlty the worst.,"[('quality', None), ('service', None), ('parts reliability', None)]",0.46269545
"its office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.","[('features', None), ('functions', None)]",0.41416672
it just works flawlessly!,"[('works', None)]",0.4027372
also the battery is completely shot.,"[('battery', None)]",0.4409839
/ awesome cooling system/ much better grafics card (ati 5870) / 8gb ram/ led backlit screen...,"[('cooling system', None), ('graphics card', None)]",0.53369814
the biggest problem is that the box had no instructions in it.,"[('instructions', None)]",0.3659037
"but after using it a couple of weeks, the overall operation is poor.","[('operation', None)]",0.41296488
"will not buy another toshiba, this is my second, not happy w/ either.","[('toshiba', None)]",0.65975124
"compared to similarly spec'd pcs, this machine is good value, well built and works easily right out of the box.","[('machine', None), ('works', None), ('value', None), ('built', None)]",0.6057714
this was my first macbook purchase ever.,"[('macbook', None)]",0.6978389
screen is crystal clear and the system is very responsive.,"[('system', None), ('screen', None)]",0.47421432
i will stack it up against laptops that cost twice as much any day.,"[('cost', None)]",0.53771627
quite simply this is the best laptop i have ever owned.,"[('laptop', None)]",0.7648219
or the cursor would show up some place else.,"[('cursor', None)]",0.3063008
the newer macbook that i have purchased is one of the best computers.,"[('macbook', None)]",0.6986366
i have had some excellent computer and have found i had no idea what to do with them,"[('computer', None)]",0.50721234
i've had friends with acers who seem to have had similar or exact same problems.,"[('acers', None)]",0.51974434
it is easy to operate and i have already ordered more software and gadgets for my new rolls royce of laptops.,"[('operating', None), ('gadgets', None), ('software', None)]",0.58676773
"it might be something deep within windows, for i was unable to create a disk image on my hard drive.","[('windows', None)]",0.21065834
i had a toshiba for 10 years.,"[('toshiba', None)]",0.69830185
"the track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking apple!","[('track pad', None)]",0.29771933
"first, you ll discover that the word processing program known as appleworks rarely translates perfectly on anyone else s computer, if it translates at all.","[('word processing program', None)]",0.2919699
i already have a hp laptop i bought last year that's standard size.,"[('hp laptop', None)]",0.5165896
apple has a reputation and is well known for its easy usage.,"[('apple', None), ('use', None)]",0.51127285
"i just plug this into my 22"" monitor and the speedy macosx performs just as well on this dual-core that my dell did with windows 7 with a quad-core.","[('windows 7', None)]",0.3359337
"love the graphics, awesome programs (including garageband), and really cool default background.","[('programs', None), ('default background', None), ('graphics', None)]",0.4360818
"screen, keyboard, and mouse: if you cant see yourself spending the extra money to jump up to a mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.","[('mouse', None), ('screen', None), ('keyboard', None)]",0.5661287
the macbook is way too overpriced for something so simple and chaotic.,"[('macbook', None)]",0.69037
the os takes some getting used to especially after being a windows user for so long but the learning curve is so worth it!,"[('windows', None)]",0.5868486
it quit working within a weeks time.,"[('working', None)]",0.42109674
"i also purchased iwork to go with it which has programs for word processing, spreadsheets, and presentations (similar to microsoft office).","[('iwork', None)]",0.4288077
when i got the computer back and realizwed it still was not correct hp told me it was out of warranty and now it was my problem.,"[('hp', None)]",0.45330158
it also came with a built it web cam which is great because i can see an communicate with my family members back home.,"[('built it web cam', None)]",0.3730899
good monitor and performed well.,"[('performed', None), ('monitor', None)]",0.50652003
"although my model was listed as recalled, hp denied my claim.","[('hp', None)]",0.32486683
it was secure and easy to navigate.,"[('navigate', None)]",0.3745627
i am loyal to apple.,"[('apple', None)]",0.47691077
"the video card is great for media, and above average for gaming, but not a gamers first choice.","[('media', None), ('gaming', None), ('video card', None)]",0.46209267
this is the third macbook pro in our family.,"[('macbook pro', None)]",0.63800794
apple continues to shine and provide a much more enjoyable computer experience!,"[('apple', None)]",0.6445658
took several hours with customer support before i could even start the pc out of the box.,"[('pc', None)]",0.49718377
asus facial recognition doesn't work and windows logon isn't either.,"[('windows logon', None)]",0.3029276
windows vista makes this computer almost unusable for online service.,"[('windows vista', None)]",0.55638206
"i contacted acer and they are giving me free recovery dvds, so don't go and pay for them, just ask for them and they should give them to you.","[('acer', None)]",0.34040275
can listen to my music and watch my videos with ease and with a great display.,"[('music', None), ('display', None)]",0.48979804
the performance is awesome.,"[('performance', None)]",0.40117204
i love my new computer!,"[('computer', None)]",0.5584771
i'm new - just switched from years of pc frustration.,"[('pc', None)]",0.44823468
so i got another netbook which i love!,"[('netbook', None)]",0.58696556
the display is beyond horrible.,"[('display', None)]",0.50564194
"he left me, instructions on what to do when this comes up, or that comes up......","[('instructions', None)]",0.0572025
there is hardly any memory on the computer's hard drive.,"[(""computer's hard drive"", None), ('memory', None)]",0.37434313
"actually, i had noticed the one on the sales floor also didn't have sound!","[('sound', None)]",0.28969207
"next, most acer laptop fans are on the bottom which is right on your laptop.","[('acer laptop fans', None)]",0.3220882
the laptop preformed pretty well.,"[('preformed', None)]",0.63344926
this one has had the same effect.,"[('effect', None)]",0.20465362
and if you are a game player it works with world of warcraft wonderfully.,"[('works', None)]",0.2734659
this computer is absolutely amazing!!!,"[('computer', None)]",0.6280625
so buyer beware when buying toshiba,"[('toshiba', None)]",0.6080596
i love the apple products.,"[('apple products', None)]",0.49086538
i loved the netbook (minus the fact that it was windows os) until this started happening.,"[('windows os', None)]",0.6592242
"the minute you fire it up it's all good, very easy user interface.","[('user interface', None)]",0.48706436
"i have had two toshiba satellite computers and while they are okay, they are in no way comparable to the mac.","[('toshiba satellite computers', None)]",0.56808233
i actually contact toshiba before i started having problem and was given run around after i supplied serial number in order to delay me sending in laptop until after warrenty expired.,"[('toshiba', None)]",0.35370457
"theres also idvd, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.","[('idvd', None)]",0.24787325
"his language was so bad i swore i was taking the turing test, and it was failing.","[('turing', None)]",0.18542
after replacing the hard drive the battery stopped working (3 months of use) which was frustrating.,"[('hard drive battery', None), ('working', None)]",0.50209516
was this product worth my time and money to ever want to purchase another products that is toshiba or relating to toshiba? probably not ever again.,"[('product', None)]",0.5898079
"i love the easy to see screen, and it works well for work, persoal or just play.","[('works', None)]",0.5317009
the mouse pad and buttons are the worst i've ever seen.,"[('mouse pad', None), ('buttons', None)]",0.52138066
awesome graphics!,"[('graphics', None)]",0.27980253
it really is perfect for work and play.,"[('play', None), ('work', None)]",0.4020696
"the pro is a great product, i wish that the 13 inch models came with the intel i processors and had a more comfortable edge (the edges hurt my wrists).","[('edges', None), ('product', None)]",0.44858652
the apple macbook is the best investment that i have ever made.,"[('apple macbook', None)]",0.7123304
my sister is the electronics manager at wal mart and she says that hp is the best.,"[('hp', None)]",0.53704834
one drawback i noticed was sound quality via usb.,"[('sound quality', None)]",0.53298366
"the battery life sucked the juice from my laptop and when the extended life battery went out we were sol there to, so much for that warranty covering all the products we purchased.","[('battery life', None)]",0.53402954
if you have the money i suggest going for the i7.,"[('i7', None)]",0.5173625
"that's very possible, but since they don't make windows xp drivers for the sound card in this machine, i was stuck until windows 7 came out.","[('windows 7', None)]",0.2329321
"it is, however, very heavy.","[('weight', None)]",0.1875802
"well, i started using google chrome, which is a little better, but it freezes too sometimes.","[('google chrome', None)]",0.3814216
"also the speakers are not very loud, but it is a netbook.","[('speakers', None)]",0.38211122
love this laptop wonderful price for what you get!,"[('laptop', None), ('price', None)]",0.6566948
all you have to do is turn it on and it works.,"[('works', None)]",0.30400953
a key contributor that led me to mac is the art aspect.,"[('art aspect', None)]",0.44344437
save your money and go for a better device.,"[('device', None)]",0.54818773
"i have been a pc user since middle school, but in my mid twenties i decided to convert to the dark side, or should i say the brighter side of life.","[('pc user', None)]",0.3350221
"accordingly, i have decided to never purchase another hp product (my five year old compaq) lasted 5-years before the hard drive crashed.","[('hp product', None)]",0.592733
"i saw this one, and i have the most difficult time trying to use them, they've made great dust collectors, i hate putting this computer down","[('dust collectors', None)]",0.47491717
"i am not going to sit here and complain about it not having a cd drive and what not because it is a netbook, it is made to be compact and if you want all the other stuff get a laptop.","[('netbook', None), ('cd drive', None)]",0.5713369
i absolutely love my mac!,"[('mac', None)]",0.6063203
from the second you open the box you will fall in love with this computer!,"[('computer', None)]",0.5559284
hp is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,"[('hp', None)]",0.5198591
it would not let me connect to my wifi system where i lived.,"[('connect', None)]",0.30815357
system is loosing about 20% of performance because of that.,"[('system', None)]",0.39703086
"it is easy to use, good quality and good price.","[('quality', None), ('use', None), ('price', None)]",0.3851976
it is also extremely pleasing to the eyes without looking too much like an alienware gaming machine.,"[('looks', None)]",0.60270077
"the hard drive crashed as well, and i had to buy a new power cord.","[('power cord', None)]",0.44027963
"but, mac makes the switch from pc to mac easy.","[('switch', None)]",0.4402633
another issue i have with it is the battery.,"[('battery', None)]",0.5340597
"after 2 months of complaints, asus finally sent the right power supply to my techies.","[('power supply', None)]",0.46321207
"my macbook pro works like a dream, it has never overheated, or even been slightly warm for that matter.","[('macbook', None)]",0.4655505
pc users use the powerpoint program for slide-show presentation and mac users utilize keynote.,"[('pc users use powerpoint program', None), ('pc users', None), ('slide-show presentation', None)]",0.34630033
"i get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, i can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.","[('size computer', None)]",0.55300784
"i went from bestbuy to dell, windows to apple.","[('windows', None)]",0.5179086
*3 weeks after giving the computer for repair*-visited machouse amsterdam.,"[('repair', None)]",0.4144893
"they don't seem to be susceptible to viruses, which is one less big thing to worry about when it comes to computers.","[('viruses', None)]",0.46529943
asked the customer service rep.,"[('customer service', None)]",0.3051797
i cannot even imaging going back to a pc after using this wonderful computer.,"[('computer', None)]",0.41461888
i fell in love with the hp pavillion and that was my replacement and now i could not imagine going back to an acer at all.,"[('hp pavillion', None)]",0.5622663
it turns out that this hp pc had been preciously sold by wal mart.,"[('hp pc', None)]",0.5681336
"needs power and mouse cable to plug in back instead of side, in the way of operating a mouse in small area.","[('mouse', None), ('mouse cable', None), ('power', None)]",0.36499906
i agree with the previous comment that asus tech support is horrible which is a con in my opinion.,"[('tech support', None)]",0.552702
"the mouse on the pad, the left button always sticks.","[('left button', None)]",0.261507
"i would recommend this computer to anyone searching for the perfect laptop, and the battery life is amazing.","[('battery life', None), ('computer', None)]",0.701217
"we use the built in tools often, itunes is open nearly every day and works great with my iphone.","[('works', None)]",0.33451524
but my blog is read by my friends and search engine visitors.,"[('search engine', None)]",0.15527236
"anyone who is considering buying an acer computer of any sort, i seriously suggest you look into buying a different brand.","[('acer computer', None)]",0.6309795
the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.,"[('size', None)]",0.17322855
we are addicted to the mac.,"[('mac', None)]",0.5065147
because it is a defective product.,"[('product', None)]",0.28903458
true quality at a great price!,"[('quality', None), ('price', None)]",0.3652196
not easy to carry.,"[('carry', None)]",0.2506324
the programs that come standard with the leopard running system are enough for the average person to run all the basics.,"[('programs', None), ('leopard running system', None)]",0.4247259
"so what am i supposed to do? the lg service center cannot provide me the ""service"" when it is called the ""service center"".","[('lg service center', None)]",0.14556916
the material this pro is made out of seems a lot nicer than any pc specs: like i said this performs a lot better than any computer i've had in the past.,"[('material', None), ('performs', None)]",0.5114566
"after doing extensive research, macconnection had the lowest price on the 15"" mbp i5.","[('mbp i5', None), ('price', None)]",0.5161774
i am addicted to photo booth!,"[('photo booth', None)]",0.28983498
"the operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.","[('operating system', None), ('user interface', None)]",0.5737434
all in all great item highly recommend it.,"[('item', None)]",0.32018667
it is extremely portable and easily connects to wifi at the library and elsewhere.,"[('connects', None)]",0.3984791
"first things first, macbook pro has many applications to make life easier, unlike the windows computers.","[('windows computers', None)]",0.5773586
and the screen on this thing is absolutely amazing for high quality videos and movies and gaming.,"[('movies', None), ('screen', None), ('quality video', None), ('quality', None), ('video', None), ('quality videos', None)]",0.6302212
"fast, fast and fast, the web pages just fly by.","[('web pages', None)]",0.37000015
"i considered i may have too much on the computer, but after looking, there was plenty of space and that is not the issue.","[('space', None)]",0.46532258
i don't use my laptop in a way though that needs a long battery life so it's perfect for me.,"[('battery life', None)]",0.6117726
guess i'll stay away from hp.,"[('hp', None)]",0.4465922
"it is made better, thicker, and all out tough!","[('thicker', None)]",0.26483116
so far so good with this laptop.,"[('laptop', None)]",0.70193195
avoid this model.,"[('model', None)]",0.41760615
"summary: i've had this laptop for 2 months, out of the blue the power adapter stops working.","[('power adapter', None)]",0.47441512
the local computer repair shops send out ads that say along the lines of we can fix almost any problem or computer usually even the trouble some toshiba satellite.,"[('toshiba satellite', None)]",0.44629675
this computer is good for 10 days then it sucks for the rest of your life.,"[('computer', None)]",0.6004655
"of course, for a student, weight is always an issue.","[('weight', None)]",0.21185549
"now mainboard is broken, have to wait for a new one.","[('mainboard', None)]",0.34647486
"the speed difference is next to nothing for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.","[('speed difference', None)]",0.3640652
2.the wireless card is low quality.,"[('quality', None), ('wireless card', None)]",0.36447257
this little netboook is helping me get work done!,"[('netboook', None)]",0.27294728
they are about the same size keys.,"[('size keys', None)]",0.12933074
i wasn't really as concerned about portability (it's a very large laptop) but it's not hard to move around or take on a trip which was a pleasant surprise.,"[('laptop', None), ('portability', None)]",0.5491976
"the people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.","[('people', None), ('accessories', None), ('product', None)]",0.4185911
"they offer the best warranty in the business, and don't 3rd party it out like toshiba.","[('warranty', None)]",0.57054526
maybe three or four months ago it started blinking all of the sudden.,"[('blinking', None)]",0.28886548
the only problems are the sound isnt very loud i have to wear headphones.,"[('sound', None)]",0.4184332
again- windows based machines were not giving me anything to work with!,"[('windows based machines', None)]",0.41972953
"i should have kept my big, old hp.","[('hp', None)]",0.34833065
i love the size of the computer since i play games on it.,"[('computer', None), ('size', None)]",0.5849677
i'm all for saving money but dell needs to step it up.,"[('dell', None)]",0.5888285
there are no viruses or spyware to worry about like on a windows computer.,"[('windows computer', None)]",0.36521265
great machine if you want to drop the cash for one.,"[('machine', None)]",0.44935572
"i also love the small, convenient size of my laptop, making it a perfect tool for my academic studies.","[('laptop', None), ('size', None)]",0.68789834
"i love its solid build, light wt and excellent battery life (for now).","[('light wt', None), ('build', None), ('battery life', None)]",0.47954422
"while about 8 years ago, i hope that the quality has changed.","[('quality', None)]",0.33142966
no more lenovo for me.,"[('lenovo', None)]",0.62198794
i highly recommend that you buy this product.,"[('product', None)]",0.35444176
it was old but it was not till we bought the dell did we realize how great it was.,"[('dell', None)]",0.5155902
"the battery holds up well, it's built very solidly, and runs fast.","[('stands up', None), ('battery', None)]",0.33436698
sound card is limited though.,"[('sound card', None)]",0.3972208
"i initially purchased my macbook pro 13"" in april, and i loved it.","[('macbook', None)]",0.6193089
this is a nicely sized laptop with lots of processing power and long battery life.,"[('processor power', None), ('battery life', None)]",0.6601646
"so, you can imagine how unhappy i am with this item.","[('item', None)]",0.4064953
"but let me tell you, the mac book pro is so professional.","[('mac book pro', None)]",0.5877219
the only thing i can imagine is that sony jumped on early specifications for vista requirements from microsoft and designed it to those inadequate requirements.,"[('vista requirements', None)]",0.4738783
i highly recommend this computer for students looking for a solid machine to get them through college.,"[('computer', None)]",0.5743645
"the keyboard, which generally felt okay even for someone used to a desktop keyboard, now looks terrible.","[('keyboard', None)]",0.55945235
the display is awesome.,"[('display', None)]",0.50815827
perfect trifecta!,"[('trifecta', None)]",0.08803359
the keyboard is like no other laptop keyboard.,"[('keyboard', None)]",0.5399481
-computer crashed frequently and battery life decreased very quickly.,"[('battery life', None)]",0.5134512
it was a tough choice.,"[('choice', None)]",0.1624535
i called their repair depot as was told they would send me a new box to return the computer to the repair depot.,"[('repair depot', None)]",0.3278023
it's also fairly easy to use the operating system.,"[('use', None)]",0.61695856
"but, i would recommend this product.","[('product', None)]",0.36177728
"i know that asus is known for making motherboards, but this is the worst computer experience that i have ever had.","[('computer experience', None)]",0.5662224
this is a great machine!,"[('machine', None)]",0.39088035
this is my first personal satellite purchase but had very good experience through previous satellite work issued laptops.,"[('experience', None)]",0.55503714
we figure that after everything his pc actually ended up costing $350 more than my original mac.,"[('pc', None)]",0.5479433
so having the ac plug go out on me and get lose or i could actually here it inside my computer on two of the three times is not good.,"[('ac plug', None)]",0.46644202
peformance is good for the price.,"[('peformance', None), ('price', None)]",0.35604456
the computer is currently in west verginia doe to the method of shipping choosen by toshiba.,"[('toshiba', None)]",0.4586114
i'm really frustrated by this experience.,"[('experience', None)]",0.22182271
and toshiba is totally unconcerned.,"[('toshiba', None)]",0.53536147
summary: hp knew they were shipping out bad bios and did nothing proactive to resolve it.,"[('hp', None)]",0.36486253
i had 3 months when the ports started going out.,"[('ports', None)]",0.34328786
"the improvements to the os have been relatively gradual, but substantive.","[('os', None)]",0.3928817
this laptop does everything i need it to very well.,"[('laptop', None)]",0.6464846
it is super easy to use.,"[('use', None)]",0.42510608
ease of use is just one of the benefits i love about my mac.,"[('use', None)]",0.67878103
"the 13"" macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product.","[('shipping', None), ('price', None), ('product', None)]",0.5024745
"it took me a while top get away from the land of pcs, but now that i have, i can't see myself going back to it.","[('pcs', None)]",0.29598448
they discovered the manufacturer's defect and sent it in for repair.,"[('repair', None)]",0.3416014
