text,labs,lab_sim
i wish toshiba would allow their customers to select an option that only boots the os at setup and removes all the unnecessary stuff.,[],0.3933445
i am a college student and it has been very useful.,[],0.39330378
i had meant to purchase the nb205 and bought this one by accident (long story).,[],0.3929147
it does not even have the software to play a dvd now.,[],0.39226282
i also travel with it and it never gives me any problems.,[],0.3920065
my children won't even use it for their school work.,[],0.39179763
i got assurances from 2 different people that the remaining 10 months of my warranty would transfer to the new computer.,[],0.39176267
they had to replace the motherboard in april,[],0.39170557
no viruses!,[],0.39146727
microsoft word was not on it andi had to buy it seperately.,[],0.39127982
being virus-resistant is a huge plus.,[],0.3901255
it quit working within a weeks time.,[],0.3900976
it is as good as new.,[],0.39005554
you can even run a parallels type program easily and run any leftover pc software that you absolutely cannot be without.,[],0.39001113
and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself.,[],0.3898716
"i am able to organize my pics, music and files easily.",[],0.389332
it also does not have bluetooth.,[],0.38862106
"even so, i like playing online games, so it was wonderful that there is a feature where i can dualboot windows.",[],0.3883556
"they said that my computer was covered on an extended warranty, and that products with extended warranties are taken care of through third parties and not sony itself anymore.",[],0.38741258
they said it was a computer error on this type of computer.,[],0.3872318
if you check you will find the same notebook with the above missing ports and a dual core amd or intel processor.,[],0.38683397
this was purchased for my daughter and i was pleasantly surprised.,[],0.3867863
i worked in it retail sales before.,[],0.38580862
but sony said we could send it back and be charged for adding the bluetooth an additional seventy something dollars.,[],0.3857163
the i3 processor doesn't seem to run hot and the fan rarely turns on.,[],0.38570422
"not super fancy, but not super expensive either.",[],0.38547152
i homeschool my kids and with this netbook next to my desk we get to teaching and illustrating without skipping a beat.,[],0.38498893
"it crashes, and when it goes flat, it just dies (like a pc, maybe worse) and i loose all my open documents!",[],0.3849373
the notebook would not turn back on again.,[],0.38453257
getting the apple care plan is a must.,[],0.3845107
it's just as fast with one program open as it is with sixteen open.,[],0.38446942
"even set at the highest level, the computer sacrifices its queen every time.",[],0.38437584
i will not buy another one.,[],0.3842696
again- windows based machines were not giving me anything to work with!,[],0.38420323
i was sorly disapointed to discover that hp (what i thought was a reputable company) wouldn't honor the warrenty when the fan blade fell apart.,[],0.38411453
"and, if you are going to deal with hp be careful.",[],0.38399178
it was secure and easy to navigate.,[],0.3839381
they sent it off and within 2 weeks i had it back good as new.,[],0.38386506
overall for the money this is a good deal.,[],0.38344353
best buy rocks!,[],0.38343042
i would have to say that overall its great!,[],0.3832056
even out of warranty!,[],0.3830318
*3 weeks after giving the computer for repair*-visited machouse amsterdam.,[],0.38294142
you won't have to spend gobs of money on some inefficient virus program that needs to be updated every month and that constantly drains your wallet.,[],0.3827724
much of which hp ended up paying for.,[],0.38195938
( the ibook backup also uses a firewire connection).,[],0.3819356
the computer was two weeks late in delivery because hp forgot to complete the required import paperwork.,[],0.38176498
bought this gateway m-50 or 150 early 2007.,[],0.3816889
which i still use and have hooked up to my tv.,[],0.38149458
i've never had problems with viruses.,[],0.3810072
has met or exceeded my needs for a compact travel device.,[],0.38060328
"i have other computers that get strong signals that don't drop in places that this ""net""book loses its signal.",[],0.38056856
"i can render avchd movies with little effort, which was a problem for most pc's unless you had a quad core i7.",[],0.3800846
when i am at starbucks between clients i get full bars on my hp and 1 bar on my eee pc.,[],0.3799873
i had purchased it from a major electronics store and took it to their service department to find out what the problem was.,[],0.37997985
and i babyed the heck out of it just one day when i opened it turned it on went to click and it was broke.,[],0.3790446
"the other lock-up problems are from a myriad of causes, the most common being a corrupted version of appleworks which can render the browser useless.",[],0.3788184
no tutorials on the display.,[],0.37879083
hp didn't fix it.,[],0.37871858
"it is so great, i can hardly ever take my hands off it!",[],0.37850547
"i already own an iphone, and so the move just made more sense.",[],0.37662795
"there is no need to purchase virus protection for mac, which saves me a lot of time and money.",[],0.3761184
"i go to purchase it on line, and i find out that the device will not be available until almost two months later!",[],0.37535
"it is a big big, but since it has a 18.4"" screen what would you expect!",[],0.37464178
"do you think i purposely ""destroy"" my netbook, so that i can demand a new set? do you think it's fun to take public transport all the way to the service center and get a non-satisfactory solution? or rather no solution.",[],0.374623
"once you go mac, you can't go back!",[],0.3741648
it had some kind of pre installed software update that completely shut the computer down when you clicked it.,[],0.37362885
"i don't have that additional money right now, and therefore wouldn't have purchased it at this time.",[],0.37343192
"i do everything on this computer - check email, facebook, shop, check blogs, write papers, listen to music, and we even watch all of our movies on it since we do not have a tv.",[],0.37293777
"this notebook restarts every time there is a new update, so if you don't save your files and information, everything will be lost.",[],0.37291554
my sister has the same mac as me and she is in a band and uses garageband to record and edit.,[],0.37247914
i had less problems.,[],0.3722941
"okay, let's just start out by saying i am in no way a computer techy.",[],0.37226573
", applications respond immediately (not like the tired ms applications).",[],0.3721831
"so a couple of years later, i was a dumb college girl and had to have the wireless internet.",[],0.3716617
from the moment i opened the box to the present it has been a great joy.,[],0.37145713
i took it back for a full refund.,[],0.371095
but i am glad to have gotten mine right before they stopped making it.,[],0.3705568
2) blue screen first month,[],0.37034738
many of my classmates computers hard drives crashed.,[],0.3702505
"they informed me that i had around 7 ""policies"" or viruses on it.",[],0.37022156
"if you already own a 2009, 2010, or early 2011 model, you should wait until the next update.",[],0.36963367
"after numerous calls to applecare tech support, i was directed to send in my computer;",[],0.36924386
"i like it so much, i bought another just for my wife.",[],0.3685371
ive had to call tech support many times.,[],0.36832002
unless you need the bluetooth 3.,[],0.3677891
"i am not one to throw things like this around but it is a laptop so carrying it around does seem to mean it will be jerked possibly a little, while driving a car and carrying it into where ever you are using it.",[],0.36701298
they also use two totally different operating systems.,[],0.3664983
"luckly i had a student task force able to help, or else it would have crashed within the first year.",[],0.3659163
"but enough about that, i am an apple convert for life.",[],0.3658371
"wireless has not been a issue for me, like some others have meantioned.",[],0.36560482
you can do it all on this bad boy but the main thing this netbook was desinged for was surfing the web and boy o boy does it ever.,[],0.36529306
"externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",[],0.36527446
that being said after 2 weeks of owning every time i start it up now it gives me a black screen for 5-8 seconds stating pxe-e61 media test error check cable.,[],0.36527094
the one thing i wish it had was a detailed hardcopy manuel.,[],0.3652563
they sent it back with a huge crack in it and it still didn't work.,[],0.36511672
i will never go back to windows!,[],0.36506173
"my friend just had to replace his entire motherboard, so did my wife, and it looks like i will have to as well.",[],0.36433023
"i run dreamweaver, final cut pro 7, photoshop, safari, firefox, msn messenger and a few other applications constantly at the same time.",[],0.36431828
-they reported that the computer is in their headquarters.,[],0.3641564
the place we bought it from said that after they send it out to gateway 4 times they would give us a new one.,[],0.36413977
anyways i bought this two months ago and when i first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone.,[],0.3640328
"while there are occasions that my computer will freeze or will need to be manually shut down, this occurs far less frequently than on pc computers and laptops that i've used.",[],0.36401075
i respond that i do not have the old computer and this way i would lose the data on my hard drive.,[],0.36395702
the first fell apart right after the 1-year-warranty.,[],0.36394805
sent unit back and it's been two months.,[],0.3637717
not good for a person who gets online daily.,[],0.36344504
"i did a review on it, its awesome.",[],0.36339265
"i'm a professional consultant, and a client needed work on her machine.",[],0.36331314
"acer has set me up with free recovery discs, when they are available since i asked.",[],0.363232
returned it to walmart.,[],0.36313078
"mine came at $1,700 w/o a dvd burner (!).",[],0.3628084
""" then i proceed to tell her that i checked out other retail stores that carry the netbook and it wasn't like that.",[],0.36221406
"also, i issued a replacement rma for a few dead pixels in the upper zone of the screen, which is noticable to me.",[],0.36204955
i took it to friend who temporarily fixed it and i finally paid about 1500 for the extended warranty.,[],0.3617477
emachines says they're waiting for a part and refuses to replace entire unit.,[],0.3614476
"well, i had completed the presentation in powerpoint the night before on my pc, but took the apple to the conference.",[],0.36068285
"in the shop, these macbooks are encased in a soft rubber enclosure - so you will never know about the razor edge until you buy it, get it home, break the seal and use it (very clever con).",[],0.36053756
"then, within 5 months, the charger crapped out on me.",[],0.3600587
i have loved this since i took it out of the box.,[],0.35965705
"it is very durable, i am pretty rough when it comes to electronics and it has taken it all with no reprecutions yet.",[],0.35950717
even though i had the receipt in front of me proving it still had 2 months left on the warranty.,[],0.35873246
i would say if you want to buy one of these machines be careful.,[],0.35864368
it seems they could have updated xp and done without creating vista.,[],0.3582791
there are no viruses or spyware to worry about like on a windows computer.,[],0.35785916
"i was originally concerned that i couldn't view work i had done in college on my mac because of the pc formatting, but i was even more thrilled to learn of programs like ilife and iwork that allow you to convert your pc documents into readable files on macs.",[],0.35776624
"when the computer has been on for several minutes, it will occasionaly just go off by itself.",[],0.3575018
"just keep in mind the graphics is not dedicated so loading the movie almost took a minute, but it ran fairly smooth for a non-dedicated graphics card.",[],0.35744536
"upon giving them the serial number the first thing i was told, was that it was out of warranty and i could pay to have it repaired.",[],0.35740516
) and printing from either word processor is an adventure.,[],0.3565861
good luck with your purchase options.,[],0.35603344
i would buy one of these for every person in my office if i could.,[],0.3553801
"i acually believe the issue is with the nvidia grafics card, but still requires a return.",[],0.35472178
"needs power and mouse cable to plug in back instead of side, in the way of operating a mouse in small area.",[],0.35446358
it is meant to be portable.,[],0.35440817
it took several weeks just to get them to acknowledge that i owned the warranty.,[],0.3543206
oh and if thats not bad enough it doesn't come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $25 for two cds.,[],0.35383072
"in fact, somehow (and i never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",[],0.35320184
i had read online that some users were having sound problems.,[],0.35309967
oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all i use the old word processer which works good.,[],0.35305426
i have not had a problem with the applications quitting or freezing.,[],0.35295284
i needed one to be able to carry to work everyday and this one seems to fit all of the criteria.,[],0.35288435
we haven't had any problems with it at all.,[],0.35284817
"pc users work in word, while mac users work in pages.",[],0.3515426
"mac computers automatically ""defrag"" each time you start your computer.",[],0.35129237
few viruses to catch;,[],0.3509681
"features such as the dashboard (allows you to view frequently used tools like a calculator, weather forecast, movie times, calendar, computer post its etc.",[],0.35067865
another satisfied customer.,[],0.35060242
ilife is easily compatible with microsoft office so you can send and receive files from a pc.,[],0.35058066
it seems to be incompatible with everything else.,[],0.35050836
i was getting extrememly frustrated when i would want to do these simple taks that i would have to wait and wait and wait for things to download or virus that would clog up my pc.,[],0.35029128
"its not just slow on the internet, its slow in general.",[],0.35024294
this is my first lg product.,[],0.3501875
"i can throw anything at it (and i do), pictures, video editing, schoolwork.",[],0.34995213
i occassionaly use it for work via vpn and it has not given me any problems.,[],0.34988573
of course my warranty runs out next month.,[],0.3493579
we were pc users.,[],0.34897488
hard disk - the new editions gives you more hard disk space (500gb instead of 320gb) but time has taught me never to trust an internal hard disk.,[],0.3487321
i bought mine from apple store the day it was released as amazon didn't have it yet.,[],0.34833774
"some days it's just blurry, some days it appears that it's raining on my nice desktop background of a lake and mountains.",[],0.34807682
"i used to build my own desktops from the component parts, and recently my 7 year old pentium 4 with ht 1 gb ram sata desktop stopped working (this was a rock star 7 years ago).",[],0.34803975
"very dissappointed becase i have had toshibas for years, and never a issue.",[],0.34795305
"once again, i was told it was the suspicious power supply problem.",[],0.34762448
i fell in love with it.,[],0.34741795
the computer blinks it shuts off at will.,[],0.34698924
very fast and efficient!,[],0.34687722
my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.,[],0.34684137
at 16 months it started shutting off after only 5 or 10 minutes.,[],0.34630272
seriously why haven't they just replaced it by now.,[],0.34627882
i have not have any problems.,[],0.34621552
he has replaced his hard drive twice and (of course) has had to pay for antivirus software every year.,[],0.34606707
"the processor went on me, the fan went and the motherboard went.",[],0.3459548
sure hope best buy will replace it asap.,[],0.34559536
now 17 months later they want (would not say exact amount) $165.00 to $400 to fix the machine.,[],0.345317
if you are a pc user looking to convert i would highly recommend it!,[],0.34527323
"*2 weeks after giving the computer for repair*-called headquarters, they report that they have not looked at it yet but it is ""on the top of the stack"".",[],0.3452671
they had me send in the machine last april returned it to me in may with no documentation on what was done it anything.,[],0.34427935
i'm going back to pc.,[],0.344004
"but we had paid for bluetooth, and there was none.",[],0.34357676
maybe not the cutting edge (satellite l455d) but it is a workhorse.,[],0.3434319
i can't even turn it off.,[],0.3431132
you can't even get a satellite card which is why i bought to begin with.,[],0.34282532
not even safe mode boots.,[],0.3424595
"for my burn thigh which has put a permanent mark on my skin (it happened 7 months ago) they offered me an itouch 8gig (you know it is a bit insulating when a company this rich, offer a loyal customer like me, a bottom of their product line as a gift for events like this).",[],0.34229383
i find myself using the 10-key more than i thought i would.,[],0.34223914
"they sent out the box right away for me to send in my computer, they paid postage and whatnot, but when i got my computer back it still wasn't running right, and now my cd drive wasn't reading anything!",[],0.3416659
apple care included.,[],0.3414002
in my opinion it was not as user friendly as i expected either.,[],0.34125343
nightly my computer defrags itself and runs a virus scan.,[],0.34102088
"i can do everything i could before, only faster and more efficiently.",[],0.34082443
my mac has gone from being a trusted friend to an adversary.,[],0.34005648
but if you are in the computer field you probably wouldn't be here.,[],0.33982638
it has times were it freezes for 10 seconds and then starts again.,[],0.33932444
unable to boot up this brand new laptop.,[],0.33906552
however the frozen screens kept happening.,[],0.338673
"so, i paid a visit to lg notebook service center at alexandra road, hoping they can make the hinge tighter.",[],0.3384933
i would never tell anyone to buy one either.,[],0.3380658
"i edit and burn to dvd a lot of video, so i obviously could not live with a non-functioning drive.",[],0.33801246
that is my only complaint!,[],0.337876
thinking about returning it,[],0.3372021
it was an all around waste of money for me.,[],0.33668977
i bought it during the recent comex it show.,[],0.33661565
"i had to adjust my mousepad sensitivity, because it is very sensitive.",[],0.3364105
to be honest i think it was faulty equipment or something but idk.,[],0.33640987
the first programm i switched on was a game for my children.,[],0.33629745
it was a great deal after all.,[],0.3360345
it's outstanding too.,[],0.33589426
if you shop around in the current market you can find a much better deal.,[],0.3358865
i love to use it it is esay and light.,[],0.33582494
"now i had not tried to use this since the disc drive had been replaced and after taking it back to the geek squad i found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",[],0.33573958
"it is short on space, and downloads always had problems being completed, or were said to be 'corrupted'.",[],0.33507586
highly recommend for daily use.,[],0.3350381
pc users use the powerpoint program for slide-show presentation and mac users utilize keynote.,[],0.33427536
learning all of the keyboard shortcuts only took a few minutes to get used to as some of the shortcuts are the same on windows machines.,[],0.3331643
"the first one i had was a 2006 model, not the pro.",[],0.33302894
returned it.,[],0.3329189
best thing is i can use existing 32 bit old programs.,[],0.3328863
will certainly use macconnection again.,[],0.3327335
"the most recent being that my safari internet browser is freaking out on me, but i have just been using firefox instead.",[],0.33231962
"-when battery life went to 4 hours or less, took it to the machouse amsterdam for repair (26th of august).",[],0.33214724
other thoughts: received replacement 16 days later.,[],0.33207554
"fully charged, the macbook pro can last about five hours unplugged.",[],0.33194447
i would like to use a different operating system altogether.,[],0.33166584
i am just one of the million customers.,[],0.33134797
you will not regret buying such a great thing like this!,[],0.33114168
"sorry, newegg.",[],0.33104596
for being so small it is amazing that it is as fast as it is.,[],0.33051822
do you ever think hp would do that? never!,[],0.33039388
there are a few flaws as well that i noticed.,[],0.33003443
microsoft seems to be unable to keep up with repairs for the multitude of windows problems.,[],0.32957077
"so then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back, but of course you are taking a chance of them testing it out to see what has happened, and they tell you that it was not on their side , then you are stuck paying for the repair (the price of a new one).",[],0.32892454
its hard to encounter a problem on a mac that would require such abrupt action.,[],0.3285908
i'll wait and save up for a new one.,[],0.32849622
"i have been a pc user since middle school, but in my mid twenties i decided to convert to the dark side, or should i say the brighter side of life.",[],0.32837257
"i have never really been big on downloading anything so i wasn't too worried about getting a virus, plus i thought i was protected by norton.",[],0.3275282
"startup in about 30 seconds, shutdown in 2-4 seconds, resume from sleep in 0-2 seconds.",[],0.32695246
the aspire wont even boot past the acer screen with a droid (i have tried both motorola and htc) plugged into the usb port.,[],0.32678017
"we have had numerous problems with vista, such as adobe flash player just quits and has to be uninstalled and then reinsalled, internet explore just quits and you lose whatever you were working on, also, the same windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",[],0.3265031
my hp is very heavy.,[],0.32550067
it is quiet and a real joy to watch work.,[],0.32540846
"i have had to call with a few questions or issues and they have helped me for free, even without the warranty.",[],0.32439283
all of them were windows machines.,[],0.32438394
but after i got used to it i love it.,[],0.3240404
i sent it to them to fix in perfect condition but for what was wrong with it.,[],0.32401982
i actually contact toshiba before i started having problem and was given run around after i supplied serial number in order to delay me sending in laptop until after warrenty expired.,[],0.32371294
bought it to use mostly for oline classes.,[],0.32279417
-got it back 3 months later,[],0.32264203
"1st hand experience is very important, especially for a new customer.",[],0.322642
"(if you ever see the spinning beachball come up when you think it shouldn't, check the ""activity monitor"" app to see if the disk throughput has temporarily dropped to zero.",[],0.32241514
after that the said it was under warranty.,[],0.32234454
"while about 8 years ago, i hope that the quality has changed.",[],0.3222696
-estimated time to fix it: 10 working days or less.,[],0.32218373
"it's fun to take to a bookstore, sit in the coffee shop area, sign in to wifi and look up book reviews of books i might buy.",[],0.32195976
the mouse jumps around all the time and it clicks stuff i dont want it too.,[],0.3218897
summary: hp knew they were shipping out bad bios and did nothing proactive to resolve it.,[],0.32148933
"they went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",[],0.32141158
"summary: after doing some investigation on the web, i have found that toshiba nb205s are not chronically not booting.",[],0.31992435
"it bluescreened on me without any warning, running simply basic chrome.",[],0.31965712
"also, i have alot of trouble with it getting very hot, and not even sitting on anything to make it hot.",[],0.3192387
"i bought a cordless mouse for it, but don't always take it out;",[],0.31921697
hopefully amazon will take this back.,[],0.31921554
not working = bad,[],0.31911248
everything else just install and go.,[],0.31901944
"second, it gets scratches easily and when it gets old some thing may operated",[],0.31884137
"though the picture, video, and music software is nowhere close to professional grade software im used to (cs5) but does the job for beginner and even intermediate media designers.",[],0.31827733
it is easy to go from one keyboard to another.,[],0.31826976
""" this isn't a big deal, i haven't noticed the issue with dvds or other media, only through usb output.",[],0.3181728
it is easily portable and i take it everywhere i go and might require internet access.,[],0.31792745
"in short, you could say your mac could become your best friend (no intention of replacing rover your dog).",[],0.31775513
couldnt not use it.,[],0.3170413
if i have a problem with any of my apple items i make an appointment at one of my local stores and they work on correcting it right there.,[],0.3169946
i tried to upgrade it to a newer version a couple of months ago and i still have the same problem.,[],0.31676826
i shopped around before buying.,[],0.31656665
"it was about six months later when the overheating problem started again, to the point it felt like fire on the bottom of the machine!",[],0.31656083
pay attention to the specs if you want these options.,[],0.316065
they sent out a sony 'certified' technician.,[],0.31603506
the start menu is not the easiest thing to navigate due to the stacking.,[],0.31580925
"with all the goodies inside this machine, it is a value.",[],0.31569985
"the best thing is even while doing almost ten or twenty things at once, it never slows down.",[],0.31560227
"first of all, they had no record of me having the 3 year warranty i'd paid almost $400 for, and i had to call in, spend hours on their online chat service, and fax in multiple documents.",[],0.31559345
"it gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.",[],0.31556165
"if a website ever freezes (which is rare), its really easy to force quit.",[],0.31527317
"from the start, when you open the box you see a completely different class of machine.",[],0.31526023
"even with virus protection, it always turned off when updates were needed and installed.",[],0.31520718
"when i got my laptop back after this first instance it worked okay for a little bit then i started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.",[],0.31515884
"without a big ol' clunky machine in my backpack, i feel like i can do programming homework anywhere.",[],0.31510088
"i contacted hp about this situation and was given excuses, without results.",[],0.31474373
"that included the extra sony sonic stage software, the speakers and the subwoofer i got (that was worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the docking port.",[],0.31473133
summary: they played games with me for the warranty period.,[],0.31462142
"i should have kept my big, old hp.",[],0.3145146
"cosmetically, the only thing they changed was 2 of the function keys at the top.",[],0.31448865
it has spent more time in repair shops than i can possibly recount here.,[],0.3143299
money and time well spent!,[],0.31419665
i have had it 9 months and it is already a $250 loss.,[],0.31380787
"the computer loads in about a 1/10th of the time that my pc did, and i have all of the programs that were on my pc.",[],0.3128478
didn't expect to repair it at once!,[],0.31282845
"no temporary replacement, they are out of replacements because ""many computers had problems with the nvidia chipset""-inquired status of repair.",[],0.312488
"so, buyers beware!",[],0.31246465
the cool thing about this is anyone can use it.,[],0.31238425
games being the main issue.,[],0.3119924
"it is a real touchpad, not the toy i saw in other brands.",[],0.3119471
"it's not a wear-and-tear issue, not due to user carelessness and most importantly, they can't guarantee the problem will be solved if it is sent for service and i have to accept the outcome.",[],0.31187552
(the sata controller is the motherboard chip that lets the cpu talk to the hard drive.),[],0.31170163
"i contacted acer and they are giving me free recovery dvds, so don't go and pay for them, just ask for them and they should give them to you.",[],0.31161118
taking it back less than 24 hours of purchase,[],0.31143102
"then just the other day, my left ""mouse"" button snapped!",[],0.31134155
i had 3 months when the ports started going out.,[],0.3107726
hmmm - that high failure rate sure isn't reflected in the retail price.,[],0.31046942
i need graphic power to run my adobe creative apps efficiently.,[],0.3102966
""" i've had it now about 2 months and absolutely love it.",[],0.30997857
i can have both osx and windows xp running at the same time!,[],0.30965477
"next, most acer laptop fans are on the bottom which is right on your laptop.",[],0.30954862
you'll need to upgrade and pay a little more for them.,[],0.30937767
so far it has been five months since the last problem was fixed and i am praying it has finally stopped.,[],0.30899274
it was always getting froze up.,[],0.30813843
"they would repair one thing, send it back and it would still have the same problem.",[],0.30773795
once again apple stands alone at the top of the charts.,[],0.30700177
i use it now more than i even thought i would.,[],0.30585796
took it back as it was defective.,[],0.30575642
"also, you won't have to worry about them going onlne a getting a virus.",[],0.3054971
my laptop now has no battery.,[],0.30448818
"there are several programs for school or office use (pages, numbers, keynote, etc.), music (garageband), photo management (photo booth, iphoto), video-editing or movie-making (imovie), etc.",[],0.304003
"otherwise, all other features are a 1",[],0.30323985
"overall, it's ok.",[],0.30263102
having someone give you a quick tour of how to's is the best.,[],0.3026074
"also consider the ms office apps are all trial versions, hope you have your own copies.",[],0.30259967
this is great if you have several lectures back to back and don't have a chance to charge during one of the lectures.,[],0.30220363
"my toshiba did not have sound on everything, just certain things.",[],0.30211312
i am going to go back and return at store i bought from!,[],0.3012479
"yet, hp won't do anything about the problem.",[],0.30107078
"and if you do a lot of writing, editing is a problem since there is no forward delete key.",[],0.30061495
i am really heartbroken to have to post a terrible review.,[],0.30008224
it can't get any better.,[],0.29973125
we upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed.,[],0.29955867
plus stylish.,[],0.29924735
it seems to have some opions that are intalled but do not work like i thought they would.,[],0.29907373
"after sending out documents via email and having recipients tell me they could not open the documents or they came through as gibberish, i broke down and spent another $100 to get microsoft word for mac.",[],0.29890966
they discovered the manufacturer's defect and sent it in for repair.,[],0.298867
there was a little difficulty doing the migration as the firewire cable system can't be used with the ibook.,[],0.29846734
"i am not sure if it was the drive itself, however;",[],0.2978606
"those moments in thime where you want to throw something against the wall? yeah, i wanted to throw that lap top out the window and light it on fire.",[],0.29757807
i am however pleased that it is still hanging in there.,[],0.29755613
"to those thinking about switching, do it and do not look back!",[],0.29754424
"the lesson learned here is: it does not pay to by this loyal to any brand, since all of them are there to simply to make as much money as possible, as fast as they can, and in this day and age, the customer no longer is right all the times.",[],0.2974342
every driver on the drivers/applications dvd is everything you will need for a reload.,[],0.29700822
"small enough to use on a long flight, light enough to carry through airports and powerful enough to replace my desktop while on long business trips.",[],0.29700783
my main reason to convert was the imovie program.,[],0.29666358
:) in the past four years i've had it i have never once gotten a virus.,[],0.29644105
i work with kids and they love making short videos on there.,[],0.29644033
i will have to purchase spy ware or nortell for privacy protection.,[],0.2963541
but you must get the 15 inch.,[],0.2960787
"i don't have stupid pop up windows (even when i have pop ups blocked), i don't have to wait 5 minutes for a webpage to download, and best of all i can run all the web programming software i need to use all at once without slowing me down.",[],0.29595158
was a great deal i will give that.,[],0.29585406
"they don t translate from a mac, even on word, resulting in a ton of run-on sentences.",[],0.29538363
"laptop is advertised as a 15"" but the casing looks like that of a 17"".",[],0.2952903
i reinstalled windows through the recovery discs and everything seemed good again.,[],0.29521602
i spent eight hundred dollars from a giant paper weight that looks good on a bus.,[],0.29486063
"(for those old enough to remember, it is similar to beta versus vhs.",[],0.29448417
"with all the programs that came with it, such as ilife and iwork, i was set from the very beginning.",[],0.29432935
"if you faintly come close to touching this thing while typing, all craziness may break loose.",[],0.2938474
"but when i received my replacement, i made both recovery dvds (4), and a driver/application dvd.",[],0.29300332
"they're easy, fun, powerful and will last a long time.",[],0.29221016
"the brand of itunes has just become ingrained in our lexicon now, but keep in mind that apple started it all.",[],0.29217878
this unit is not.,[],0.29189542
the computer could have been shipped by priority mail through the usps for the same cost and arrived by noon on tue.,[],0.2917828
it took a little over 2 weeks until i got it back.,[],0.29156426
"in my line of work, i often have to take work home, and this makes it so easy.",[],0.29156238
this is what i call a good after sales service.,[],0.29152578
i eventually did the migration from my imac backup disc which uses usb.,[],0.29110223
i don't really have a complaint.,[],0.29091394
one bad thing is it gets hot.,[],0.2906455
i decided to get this pile of crap on a whim and totally freaking regret it.,[],0.2904255
i know what 7 hrs of battery looks like.,[],0.29042393
it has everything you need to get the job done.,[],0.2904102
"i run windows via bootcamp for the couple programs i do not want to buy a mac version of, like my cad programs.",[],0.29026094
adjust the sensitivity since it's not that responsive to begin with.,[],0.29019868
"she brought out 2 other identical netbooks and still insist that ""it is like that one"".",[],0.2900744
there is no number pad to the right of the keyboard which is a bummer.,[],0.2900604
or the cursor would show up some place else.,[],0.28981316
and if you have a iphone or ipod touch you can connect and download songs to it at high speed.,[],0.28959632
i have full control at all times of what is going on - there is no control+alt+delete business anymore.,[],0.28954908
instead it is sitting in west verginia waiting for ups to take two days to send me a box and two days for them to ship the computer some 691 miles by air? to louisville ky.,[],0.2895179
pc never worked right even after bios fixed.,[],0.28941813
"i burned my leg, after lifting it from my desk, and for less than 5 second putting it on my lap to clean my coffee table, so i can place it there.",[],0.28929585
can't wait until i go on vacation and take it with me.,[],0.28917706
for me i was lucky and a local store was selling them for $2000 off and best buy matched their price so i was able to buy one for under $1000,[],0.289164
"they were great in handling this problem, and i'm looking forward in purchasing additonal products from them in the future.",[],0.2891007
returning this as soon as i get out of work,[],0.28897554
other than that i don't have one complaint in the world!,[],0.28896415
"the ""abuse"" is that i pushed the power plug in too hard.",[],0.288826
i am addicted to photo booth!,[],0.2887528
"setting would change for some reason, the screen size would change on it's own, like the pixel sizes and whatnot.",[],0.28842223
"then i've fixed the dc jack (inside the unit), rewired the dc jack to the outside of the laptop, replaced the power brick.",[],0.2883296
received the product promptly and without any issues.,[],0.288219
"first, you ll discover that the word processing program known as appleworks rarely translates perfectly on anyone else s computer, if it translates at all.",[],0.28800735
do not buy it!,[],0.28800422
1.you can not change your desktop background (window's 7 starter does not support that function).,[],0.28707832
it is trash!,[],0.28705746
i have no idea how this could have even gotten past quality control during production.,[],0.2864749
eventually we pushed hard enough to convince them that this was the machine that was causing the problems.,[],0.2863229
"the other day i had a presentation to do for a seminar at a large conference in town- lots of people, little time to prep and have to set up a computer to a projector, etc.",[],0.286241
i have a friend who has the other model and we put them side by side with the same dvd in (battle of the smithsonian) after on hour mine was at 53% life left and his was at 69% life left.,[],0.2862349
very satisfied.,[],0.28607634
"my parents bought it for me as a graduation gift, and i'm totally (almost kind of maybe definitely) obsessed with it.",[],0.28580928
"the bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",[],0.28543985
better stick with another brand.,[],0.28518152
"for example, when my husband turns the light out while i'm on the computer.",[],0.28486872
"with today's company fighting over marketshare, its a shame that asus can get away with the inept staff answering thephone.",[],0.28460097
i was even able to uninstall mcaffe and install one of my symantec licenses with a no issues whatsoever.,[],0.28425562
