text,aspect_term,polarity,gold_polarity
"shockingly easy to throw a group dinner here: simple contract, deposit only to hold the date the entire 2nd fl mezz for our grp of 20.",group dinner,positive,neutral
the thai ice tea was amazingly smooth and yummy!,thai ice tea,positive,positive
we've never had any problems with the staff but maybe we've been lucky?,staff,positive,positive
drinks way over priced.,drinks,negative,negative
drinks way over priced.,priced,negative,negative
the main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,noise level,negative,negative
the main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,guy,negative,negative
what i didn't like was how the food came right after it was ordered.,food,negative,negative
moderate prices.,prices,positive,neutral
i think i've had some the best meals of my life at minnow.,meals,positive,positive
"most importantly, food is excellent.",food,positive,positive
"great roofdeck, nice group of 30 somethings, but no music, kind of quiet.",roofdeck,positive,positive
"great roofdeck, nice group of 30 somethings, but no music, kind of quiet.",music,negative,negative
"the best part of the experience was knowing that the manager (a bubbly, friendly young woman with a great smile) truly cared about how we were doing.",manager,positive,positive
"however, service was as plain as sesame crusted salmon i had.",service,negative,neutral
"however, service was as plain as sesame crusted salmon i had.",sesame crusted salmon,negative,neutral
it's great to go for a quick lunch either alone or with a friend.,lunch,positive,positive
the food was mediocre at best but it was the horrible service that made me vow never to go back.,food,negative,neutral
the food was mediocre at best but it was the horrible service that made me vow never to go back.,service,negative,negative
so some of the reviews here are accurate about the crowd and noise.,crowd,negative,negative
so some of the reviews here are accurate about the crowd and noise.,noise,negative,negative
"you get what you pay for and with that logic in mind, spice is a great place to grab some cheap eats and drinks in a beautiful setting.",eats,neutral,positive
"you get what you pay for and with that logic in mind, spice is a great place to grab some cheap eats and drinks in a beautiful setting.",drinks,neutral,positive
"you get what you pay for and with that logic in mind, spice is a great place to grab some cheap eats and drinks in a beautiful setting.",setting,neutral,positive
"the service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",service,negative,negative
"the service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",served,negative,negative
"other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!",atmosphere,positive,positive
"other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!",people,positive,positive
"other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!",food,positive,positive
"we only ordered desserts and drinks, but no refills were offered.",desserts,neutral,neutral
"we only ordered desserts and drinks, but no refills were offered.",drinks,neutral,neutral
"i have been here a few times for dinner, once for brunch and twice for lunch.",dinner,neutral,neutral
"i have been here a few times for dinner, once for brunch and twice for lunch.",brunch,neutral,neutral
"i have been here a few times for dinner, once for brunch and twice for lunch.",lunch,neutral,neutral
"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.",menu,positive,neutral
"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.",beef cubes,positive,positive
"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.",chicken with chili and lemon grass,positive,positive
the music is the best among all the indian restaurants i have visited.,music,positive,positive
"the bread and lamb chops i had before the meal were quite good, however.",bread,positive,positive
"the bread and lamb chops i had before the meal were quite good, however.",lamb chops,neutral,positive
"the bread and lamb chops i had before the meal were quite good, however.",meal,neutral,neutral
rao's has the best service and atmosphere in nyc.,service,positive,positive
rao's has the best service and atmosphere in nyc.,atmosphere,positive,positive
instead ordered an ice cold beer which to me works with indian.,beer,neutral,positive
"they never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",noodles,negative,negative
"they never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",sugar,negative,negative
"they never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",dishes,negative,negative
one of the best chicken tikka masala.,chicken tikka masala,positive,positive
"excellent dumplings served amid clean, chic decor.",dumplings,positive,positive
"excellent dumplings served amid clean, chic decor.",decor,positive,positive
"the kitchen however, is almost always slow.",kitchen,negative,negative
"the corned beef and pastrami are excellent, much less fatty than those big tourist places around times square.",corned beef,positive,positive
"the corned beef and pastrami are excellent, much less fatty than those big tourist places around times square.",pastrami,positive,positive
"cute place, nice wait staff but would never go there again.",wait staff,negative,positive
"cute place, nice wait staff but would never go there again.",place,negative,positive
"also, the hostess called me today to thank us for coming and mentioned how she hoped that my girlfriend enjoyed her birthday - unexpected, but a truly above and beyond thing to do...",hostess,positive,positive
people are rude bit again it's new york!,people,negative,negative
"the plain slice is great and if you get toppings, the whole slice is topped with them, not sparsely sprinkled on like some places.",plain slice,positive,positive
"the plain slice is great and if you get toppings, the whole slice is topped with them, not sparsely sprinkled on like some places.",toppings,positive,positive
service was also horrible and the ambience is not that great.,service,negative,negative
service was also horrible and the ambience is not that great.,ambience,negative,negative
"service is great, takeout is good too.",service,positive,positive
"service is great, takeout is good too.",takeout,positive,positive
the pizza is overpriced and soggy.,pizza,negative,negative
"everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city.",menu,positive,positive
"everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city.",view,positive,positive
"for the quality of food, a little too expensive.",quality of food,negative,negative
here's to the fake fish tanks too...,fish tanks,negative,negative
i've never had bad service and the fish is fresh and delicious.,service,positive,positive
i've never had bad service and the fish is fresh and delicious.,fish,positive,positive
"the first time i went, and was completely taken by the live jazz band and atmosphere, i ordered the lobster cobb salad.",live jazz band,positive,positive
"the first time i went, and was completely taken by the live jazz band and atmosphere, i ordered the lobster cobb salad.",atmosphere,positive,positive
"the first time i went, and was completely taken by the live jazz band and atmosphere, i ordered the lobster cobb salad.",lobster cobb salad,positive,neutral
we decided to eat in tea room which was small and cute.,tea room,positive,positive
what an amazing meal and experience!,meal,positive,positive
unique apppetizers.,apppetizers,positive,positive
"the staff has always been attentive and kind, and i've always been amazed at how they've handled all the various different group sizes that come in.",staff,positive,positive
it is the best deal in town for a monday night dinner at a fine restaurant.,dinner,positive,positive
"also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",sandwiches,positive,negative
"also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",chips,neutral,neutral
"also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",side,neutral,neutral
"the wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for chinatown) alternative.",wait,negative,negative
"the wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for chinatown) alternative.",dim sum,negative,neutral
"the wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for chinatown) alternative.",dim sum atmosphere,negative,neutral
"the wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for chinatown) alternative.",tables,negative,positive
"this place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.",money,negative,negative
"this place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.",indian food,neutral,neutral
"everything is always cooked to perfection, the service is excellent, the decor cool and understated.",service,positive,positive
"everything is always cooked to perfection, the service is excellent, the decor cool and understated.",decor,positive,positive
the thai food is good.,thai food,positive,positive
"great selection of wine, and seafood.",selection of wine,positive,positive
"great selection of wine, and seafood.",seafood,positive,positive
acceptable prices.,prices,positive,positive
we were seated at the sushi bar in front of yasuda.,sushi bar,neutral,neutral
"as i made the title, it's an affordable restaurant for great taste.",taste,positive,positive
definitely not worth the price!,price,negative,negative
"orsay, is a very pleasnt throw back to traditional french food, and french service as well.",french food,positive,positive
"orsay, is a very pleasnt throw back to traditional french food, and french service as well.",service,positive,positive
it's easy to get a table for a large group and you don't get hustled out.,table,positive,positive
great food at reasonable prices.,food,positive,positive
great food at reasonable prices.,prices,positive,positive
salads are a delicious way to begin the meal.,salads,positive,positive
salads are a delicious way to begin the meal.,meal,positive,positive
"i ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked thai flavors in unexpected ways.",tamarind duck,positive,positive
"i ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked thai flavors in unexpected ways.",noodles with ground beef,positive,positive
"i ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked thai flavors in unexpected ways.",dishes,positive,positive
"i ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked thai flavors in unexpected ways.",thai flavors,positive,positive
if you've ever been along the river in weehawken you have an idea of the top of view the chart house has to offer.,view,positive,positive
the prices are about $9 for an entree for dinner and even less for lunch.,prices,positive,positive
the prices are about $9 for an entree for dinner and even less for lunch.,entree,positive,positive
the prices are about $9 for an entree for dinner and even less for lunch.,dinner,positive,neutral
the prices are about $9 for an entree for dinner and even less for lunch.,lunch,positive,positive
and you can't beat the prices.,prices,positive,positive
should you happen to be impressed by the cuisine definitely try it.,cuisine,positive,positive
"i had the black cod with yuzu sauce, which was wonderful.",black cod with yuzu sauce,positive,positive
prices too high for this cramped and unappealing resturant.,prices,negative,negative
total hipster-wannabe attitude in an otherwise sweet spot.,spot,neutral,positive
"yes, there might be a wait if you have no reservations.",wait,negative,negative
"yes, there might be a wait if you have no reservations.",reservations,negative,neutral
"everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",bread,negative,negative
"everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",salad,negative,negative
"everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",service,negative,negative
"everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",food,negative,negative
"everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",wait,negative,negative
the sicilian is my favorite it is moist not dry like most places but all their pizza is great!,pizza,positive,positive
the sicilian is my favorite it is moist not dry like most places but all their pizza is great!,sicilian,positive,positive
downstairs lounge is always a good attraction,downstairs lounge,positive,positive
the menu prices are a bit expensive for what you get in quality and portion size.,menu prices,negative,negative
the menu prices are a bit expensive for what you get in quality and portion size.,quality,positive,negative
the menu prices are a bit expensive for what you get in quality and portion size.,portion size,positive,negative
"the food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",food,positive,positive
"the food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",service,positive,positive
"(food was delivered by a busboy, not waiter) we got no cheese offered for the pasta, our water and wine glasses remained empty our entire meal, when we would have easily spent another $20 on wine.",food,negative,neutral
"(food was delivered by a busboy, not waiter) we got no cheese offered for the pasta, our water and wine glasses remained empty our entire meal, when we would have easily spent another $20 on wine.",busboy,negative,negative
"(food was delivered by a busboy, not waiter) we got no cheese offered for the pasta, our water and wine glasses remained empty our entire meal, when we would have easily spent another $20 on wine.",waiter,negative,negative
"(food was delivered by a busboy, not waiter) we got no cheese offered for the pasta, our water and wine glasses remained empty our entire meal, when we would have easily spent another $20 on wine.",cheese,negative,negative
"(food was delivered by a busboy, not waiter) we got no cheese offered for the pasta, our water and wine glasses remained empty our entire meal, when we would have easily spent another $20 on wine.",pasta,negative,negative
"(food was delivered by a busboy, not waiter) we got no cheese offered for the pasta, our water and wine glasses remained empty our entire meal, when we would have easily spent another $20 on wine.",water and wine glasses,negative,negative
"(food was delivered by a busboy, not waiter) we got no cheese offered for the pasta, our water and wine glasses remained empty our entire meal, when we would have easily spent another $20 on wine.",wine,negative,neutral
"(food was delivered by a busboy, not waiter) we got no cheese offered for the pasta, our water and wine glasses remained empty our entire meal, when we would have easily spent another $20 on wine.",meal,negative,neutral
the takeout is great too since they give high quality tupperware as well.,takeout,positive,positive
"the food was not fresh, the sauces were bland and very oily.",food,negative,negative
"the food was not fresh, the sauces were bland and very oily.",sauces,negative,negative
could be pricey without a prix fixe meal.,prix fixe meal,positive,negative
this is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,ambiance,positive,positive
this is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,night scene,positive,positive
this is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,spot,positive,positive
one of us actually liked the expresso - that's it.,expresso,positive,positive
"again, the waitress was awesome.",waitress,positive,positive
i loved everythig about it-especially the shows and actors.,shows,positive,positive
i loved everythig about it-especially the shows and actors.,actors,positive,positive
the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,service,positive,positive
the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,food,positive,positive
the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,hot sauce,positive,positive
the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,meals,positive,neutral
"the food was just ok, i would never go back.",food,negative,neutral
zero ambiance to boot.,ambiance,negative,negative
scalina fedeli reminded me why service is so integral to fine dining.,service,positive,positive
scalina fedeli reminded me why service is so integral to fine dining.,dining,positive,positive
i recommend the thai popcorn :),thai popcorn,positive,positive
"everything looks great, the drinks, the decor, the food, even the people.",drinks,positive,positive
"everything looks great, the drinks, the decor, the food, even the people.",decor,positive,positive
"everything looks great, the drinks, the decor, the food, even the people.",food,positive,positive
as soon as my father lifted his pen from the check a chef appeared to usher us out.,chef,neutral,negative
as soon as my father lifted his pen from the check a chef appeared to usher us out.,check,negative,neutral
the parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,parathas,positive,positive
the parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,kebabs,positive,positive
the tuna and wasabe potatoes are excellent.,tuna,positive,positive
the tuna and wasabe potatoes are excellent.,wasabe potatoes,positive,positive
the only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,coat check girls,negative,negative
the only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,coat check girls,negative,negative
my fiance took me to scopa last week for my birthday and i couldn't believe the food.,food,positive,positive
ummm...the beer was cold.,beer,negative,positive
"we had great desserts (including the best cannoli i've ever had) and then they offered an after dinner drink, on the house.",desserts,positive,positive
"we had great desserts (including the best cannoli i've ever had) and then they offered an after dinner drink, on the house.",cannoli,positive,positive
"we had great desserts (including the best cannoli i've ever had) and then they offered an after dinner drink, on the house.",after dinner drink,positive,positive
"good crowd, good outdoor seating, with a hip japanese vibe.",outdoor seating,positive,positive
"good crowd, good outdoor seating, with a hip japanese vibe.",vibe,positive,positive
"we asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.",room,negative,neutral
"we asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.",area,negative,negative
"good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.",owners,positive,positive
"however, their popularity has yet to slow down, and i still find myself drawn to their ambiance and delectable reputation.",ambiance,positive,positive
"where tanks in other chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",tanks,neutral,negative
"where tanks in other chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",tanks,neutral,positive
"where tanks in other chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",dim sum,neutral,neutral
"where tanks in other chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",brunch,neutral,neutral
"the halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.",halibut,negative,negative
"the halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.",dessert,negative,neutral
"the halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.",service,negative,negative
"the view is spectacular, and the food is great.",view,positive,positive
"the view is spectacular, and the food is great.",food,positive,positive
"the place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and i got our food, the line reached the door.",food,positive,neutral
good bagels and good cream cheese.,bagels,positive,positive
good bagels and good cream cheese.,cream cheese,positive,positive
"the food is wonderful, tasty and filling, and the service is professional and friendly.",food,positive,positive
"the food is wonderful, tasty and filling, and the service is professional and friendly.",service,positive,positive
it is also extremely well priced.,priced,positive,positive
always great service!,service,positive,positive
i am happy i did the food was awsome.,food,positive,positive
"we ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",chicken casserole,negative,negative
"we ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",chicken,negative,negative
"we ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",meat,negative,negative
a bit breezy up there on the mezzanine from the wind coming from the tracks.,mezzanine,neutral,negative
i went to df for valentines day dinner.,valentines day dinner,neutral,neutral
"i recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",jelly fish,positive,positive
"i recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",drunken chicken,positive,positive
"i recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",soupy dumplings,positive,positive
"i recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",stir fry blue crab,positive,positive
i loved the shows.,shows,positive,positive
we could have made a meal of the yummy dumplings from the dumpling menu.,dumplings,positive,positive
we could have made a meal of the yummy dumplings from the dumpling menu.,meal,positive,positive
we could have made a meal of the yummy dumplings from the dumpling menu.,dumpling menu,positive,positive
the aesthetics of this place are like an airport lounge.,aesthetics,negative,negative
the aesthetics of this place are like an airport lounge.,place,positive,negative
"then, get ripped on free box wine.",box wine,negative,positive
my wife and i ate here earlier this week and have not stopped ranting and raving about the food.,food,negative,positive
"if you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",fish,negative,negative
"if you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",staff,negative,negative
"if you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",sushi chef,negative,negative
the food itself was just ok - nothing spectacular - but the service was awful.,food,negative,neutral
the food itself was just ok - nothing spectacular - but the service was awful.,service,negative,negative
the pizza is yummy and i like the atmoshpere.,pizza,positive,positive
the pizza is yummy and i like the atmoshpere.,atmoshpere,positive,positive
"as there were so many to choose from we wandered up and down the street looking in the windows and such noticicing many empty seats ,except at taj mahal.",seats,neutral,negative
"also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",roll,negative,negative
"also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",menu,negative,negative
good food.,food,positive,positive
"those rolls were big, but not good and sashimi wasn't fresh.",sashimi,negative,negative
"the pesto pizza was excellent, thin-crust pizza with a nice amount of spicy italian cheese that i'd never heard of before.",pesto pizza,positive,positive
"the pesto pizza was excellent, thin-crust pizza with a nice amount of spicy italian cheese that i'd never heard of before.",italian chees,positive,positive
"the pesto pizza was excellent, thin-crust pizza with a nice amount of spicy italian cheese that i'd never heard of before.",thin-crust pizza,positive,positive
"try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.",shrimp appetizer,neutral,positive
"try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.",lamb vindaloo,positive,positive
"however, go for the ambience, and consider the food just a companion for a trip across the world!",ambience,positive,positive
"however, go for the ambience, and consider the food just a companion for a trip across the world!",food,positive,negative
food was good not great not worth the wait or another visit,wait,negative,negative
"i have had so many dinners here and it's always been perfect - on a date with my husband, with my mom, with girlfriends and larger groups.",dinners,positive,positive
"when you want a piece of beef, head on over.",beef,positive,positive
"delicate spices, onions, eggs and a kick-ass roti.",spices,neutral,positive
"delicate spices, onions, eggs and a kick-ass roti.",onions,neutral,positive
"delicate spices, onions, eggs and a kick-ass roti.",eggs,neutral,positive
"delicate spices, onions, eggs and a kick-ass roti.",roti,neutral,positive
incredible food at a very agreable price brings me back just about every other day to this authentic thai restaurant.,food,positive,positive
incredible food at a very agreable price brings me back just about every other day to this authentic thai restaurant.,price,positive,positive
"also, if you don't want to sit at a certain table, you don't have to!",table,neutral,positive
the menu has lots of options: i hope to go back to try those potato pancakes.,menu,positive,positive
the menu has lots of options: i hope to go back to try those potato pancakes.,potato pancakes,positive,positive
as soon as i wake up on a saturday or sunday it is the first thing on my mind is when and how i will be getting to fried dumpling.,fried dumpling,neutral,positive
"the staff isn't the friendliest or most competent, and i am stickler for service, but everything else about this place makes up for it.",staff,negative,negative
"the staff isn't the friendliest or most competent, and i am stickler for service, but everything else about this place makes up for it.",service,negative,negative
"my wife and i will usually only order one primi and one secondi and split them, as they tend to offer large portions.",primi,positive,positive
"my wife and i will usually only order one primi and one secondi and split them, as they tend to offer large portions.",secondi,positive,positive
"my wife and i will usually only order one primi and one secondi and split them, as they tend to offer large portions.",portions,negative,positive
i've overheard comments from him to his employees that should not have been delivered in the dining area and i've been sitting there while he lectured another customer.,employees,negative,negative
i've overheard comments from him to his employees that should not have been delivered in the dining area and i've been sitting there while he lectured another customer.,dining area,negative,neutral
delicious crab cakes too.,crab cakes,positive,positive
this was the worst dining experience i've ever had.,dining experience,negative,negative
i have been coming here for years and have nothing but good things to say about the service and the great staff at la lanterna.,service,positive,positive
i have been coming here for years and have nothing but good things to say about the service and the great staff at la lanterna.,staff,positive,positive
just bring someone who speaks cantonese because waiter may not understand you.,waiter,negative,negative
the bruschetta and panini's are so yummy!,bruschetta,positive,positive
the bruschetta and panini's are so yummy!,panini,positive,positive
"food was okay, nothing great.",food,negative,neutral
every waitress and customer who passed by me bumped into my chair.,waitress,negative,neutral
"always popular, always full, always a wait.",wait,negative,negative
it is run by the same sichuan chef who started the chain in chinatown.,sichuan chef,positive,neutral
"if the omakase is to showcase technique and variety, serving almost 40% of items bbq-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",spicy tuna roll,negative,negative
"if the omakase is to showcase technique and variety, serving almost 40% of items bbq-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",serving,negative,neutral
"if the omakase is to showcase technique and variety, serving almost 40% of items bbq-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",nori,negative,negative
"i can't wait for summer, when they serve outside on their gigantic patio.",patio,positive,positive
best pastrami i ever had and great portion without being ridiculous.,pastrami,positive,positive
best pastrami i ever had and great portion without being ridiculous.,portion,positive,positive
"if you are someone who appreciates the same things but hope to have food to spare or share, kai may not be the best option.",food,neutral,neutral
go here for the drinks!,drinks,positive,positive
"the first 2 courses were very good, but the chocolate sampler was too rich for me and the dessert wine far too sweet.",courses,positive,positive
"the first 2 courses were very good, but the chocolate sampler was too rich for me and the dessert wine far too sweet.",chocolate sampler,negative,negative
"the first 2 courses were very good, but the chocolate sampler was too rich for me and the dessert wine far too sweet.",dessert wine,negative,negative
"butter was melted, white wine warm, cheese oozing everywhere.",butter,negative,negative
"butter was melted, white wine warm, cheese oozing everywhere.",white wine,neutral,negative
"butter was melted, white wine warm, cheese oozing everywhere.",cheese,negative,negative
we had a party in their private room and they made it truly memorable and were very helpful in the planning.,private room,positive,neutral
"it cannot be the ambience, because the place is very cramped and some guests have to sit in an aisle.",ambience,negative,negative
"it cannot be the ambience, because the place is very cramped and some guests have to sit in an aisle.",place,negative,negative
"it cannot be the ambience, because the place is very cramped and some guests have to sit in an aisle.",aisle,negative,negative
we were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte.,pre-fixe menu,negative,negative
we were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte.,choices per course,negative,neutral
we were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte.,ordering a la carte,negative,negative
authentic pakistani food.,pakistani food,positive,positive
"the staff has always been friendly without seeming grating, and the chef has greeted us on a couple of occasions.",staff,positive,positive
"the staff has always been friendly without seeming grating, and the chef has greeted us on a couple of occasions.",chef,positive,positive
"the eggplant parmesan is also great, and my friend who grew up in manhattan claims that no one serves a better baked ziti with meatsauce.",eggplant parmesan,positive,positive
"the eggplant parmesan is also great, and my friend who grew up in manhattan claims that no one serves a better baked ziti with meatsauce.",baked ziti with meatsauce,positive,positive
"the eggplant parmesan is also great, and my friend who grew up in manhattan claims that no one serves a better baked ziti with meatsauce.",serves,positive,positive
"quality ingredients preparation all around, and a very fair price for nyc.",ingredients,positive,positive
"quality ingredients preparation all around, and a very fair price for nyc.",price,positive,positive
"service was very good - prompt, attentive and non-intrusive.",service,positive,positive
"my entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",hot pot with seafood,negative,negative
"my entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",shrimp,negative,negative
"my entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",squid,negative,negative
"my entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",entree,negative,positive
"my entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",crabmeat,negative,negative
we began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,cheese fondue,positive,neutral
we began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,kielbasa,neutral,neutral
we began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,apples,neutral,neutral
"in such a crappy part of town to find a good value for lunch, this place is great.",value,positive,positive
"in such a crappy part of town to find a good value for lunch, this place is great.",lunch,positive,positive
"its not curry in a slurry crap, and regular run of the mill food.",curry,neutral,neutral
"its not curry in a slurry crap, and regular run of the mill food.",food,positive,neutral
"in fact, while leaving the place we saw two people looking at the menu, and i couldn't help telling them that the food was horrible.",food,negative,negative
"in fact, while leaving the place we saw two people looking at the menu, and i couldn't help telling them that the food was horrible.",menu,negative,neutral
"even though the restaurant was packed, we were seated promptly and even asked for a table upstairs with no problems.",table,positive,positive
"even though the restaurant was packed, we were seated promptly and even asked for a table upstairs with no problems.",seated,positive,positive
"if you want americanized chinese food with your usual watery, generic white sauce, this is your place.",white sauce,negative,negative
"if you want americanized chinese food with your usual watery, generic white sauce, this is your place.",chinese food,negative,neutral
"the bread is the soft paratha bread (unlike the plain bread they use in calcutta), and the stuffing is tandoori styled and very flavorful.",bread,positive,positive
"the bread is the soft paratha bread (unlike the plain bread they use in calcutta), and the stuffing is tandoori styled and very flavorful.",paratha bread,positive,positive
"the bread is the soft paratha bread (unlike the plain bread they use in calcutta), and the stuffing is tandoori styled and very flavorful.",bread,positive,negative
"the bread is the soft paratha bread (unlike the plain bread they use in calcutta), and the stuffing is tandoori styled and very flavorful.",stuffing,positive,positive
"the bread is the soft paratha bread (unlike the plain bread they use in calcutta), and the stuffing is tandoori styled and very flavorful.",tandoori,positive,positive
"service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, i'm willing to overlook it.",service,positive,positive
"service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, i'm willing to overlook it.",prices,positive,positive
"service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, i'm willing to overlook it.",delivery time,negative,negative
"service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, i'm willing to overlook it.",pizza,positive,positive
the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,positive,positive
the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,price,positive,positive
