text,aspect_term,polarity,gold_polarity
"also, macbooks come with much more features which are so cool!",features,positive,positive
they sent out a sony 'certified' technician.,sony 'certified' technician,positive,neutral
they have developed excellent proprietary software for editing video and pictures and i'm looking forward to utilizing these tools on the regular.,proprietary software,positive,positive
getting the apple care plan is a must.,apple care plan,positive,positive
overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,cd drive,positive,neutral
overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,video games,positive,neutral
"i am constantly trying to uninstall programs, clean cookies, and delete unused files.",programs,negative,neutral
"the dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",processor,positive,positive
"the dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",memory,positive,positive
"the dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",hard drive,positive,positive
"the dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",web cam,positive,positive
"the dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",screen,positive,positive
"the dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",features,positive,positive
the only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,battery,negative,negative
the graphics on this computer are also stellar - very clear and vivid.,graphics,positive,positive
"aside from the trial software and the short battery life, lack of a webcam, its great.",trial software,positive,negative
"aside from the trial software and the short battery life, lack of a webcam, its great.",battery life,positive,negative
"aside from the trial software and the short battery life, lack of a webcam, its great.",webcam,negative,negative
"as a die-hard windows enthusiast, i shunned the idea of a mac until this point.",windows,neutral,positive
i think that if it is the motherboard again so soon that they should replace it.,motherboard,negative,negative
"the computer loads in about a 1/10th of the time that my pc did, and i have all of the programs that were on my pc.",programs,neutral,positive
"the computer loads in about a 1/10th of the time that my pc did, and i have all of the programs that were on my pc.",loads,negative,positive
"graphics are clean and sharp, internet interfaces are seamless.",graphics,positive,positive
"graphics are clean and sharp, internet interfaces are seamless.",internet interfaces,positive,positive
"the newer black keyboard took a little bit away from the previous gray one which looked really slick, but it is still a great notebook!",black keyboard,positive,negative
sony parts reliability and quality of service is recenlty the worst.,service,negative,negative
"as with any laptop not purchased with software options, it comes with a lot of what i consider useless applications.",software options,negative,negative
"as with any laptop not purchased with software options, it comes with a lot of what i consider useless applications.",applications,negative,negative
"its office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",features,positive,neutral
"its office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",functioning,positive,neutral
"its office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",programs,positive,neutral
"its office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",office,positive,positive
it just works flawlessly!,works,positive,positive
"do you think i purposely ""destroy"" my netbook, so that i can demand a new set? do you think it's fun to take public transport all the way to the service center and get a non-satisfactory solution? or rather no solution.",service center,neutral,negative
i'm having the laptop returned unrepaired since paying $176 every 3  months just isn't worth it (that's about how long the port seems to  last).,port,negative,negative
  also the battery is completely shot.,battery,negative,negative
/ awesome cooling system/ much better grafics card (ati 5870) / 8gb ram/ led backlit screen...,cooling system,positive,positive
/ awesome cooling system/ much better grafics card (ati 5870) / 8gb ram/ led backlit screen...,grafics card,positive,positive
/ awesome cooling system/ much better grafics card (ati 5870) / 8gb ram/ led backlit screen...,led backlit screen.,positive,positive
/ awesome cooling system/ much better grafics card (ati 5870) / 8gb ram/ led backlit screen...,8gb ram,positive,positive
the biggest problem is that the box had no instructions in it.,instructions,negative,negative
"but after using it a couple of weeks, the overall operation is poor.",operation,negative,negative
"compared to similarly spec'd pcs, this machine is good value, well built and works easily right out of the box.",value,positive,positive
"compared to similarly spec'd pcs, this machine is good value, well built and works easily right out of the box.",built,positive,positive
"compared to similarly spec'd pcs, this machine is good value, well built and works easily right out of the box.",works,positive,positive
screen is crystal clear and the system is very responsive.,screen,positive,positive
screen is crystal clear and the system is very responsive.,system,positive,positive
or the cursor would show up some place else.,cursor,negative,negative
it is easy to operate and i have already ordered more software and gadgets for my new rolls royce of laptops.,software,positive,neutral
it is easy to operate and i have already ordered more software and gadgets for my new rolls royce of laptops.,operate,positive,positive
it is easy to operate and i have already ordered more software and gadgets for my new rolls royce of laptops.,gadgets,positive,neutral
"it might be something deep within windows, for i was unable to create a disk image on my hard drive.",windows,neutral,negative
"it might be something deep within windows, for i was unable to create a disk image on my hard drive.",hard drive,negative,negative
"it might be something deep within windows, for i was unable to create a disk image on my hard drive.",disk image,negative,negative
"the track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking apple!",track pad,positive,positive
"the track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking apple!",track pad,positive,positive
"  now i had not tried to use this since the disc drive had been replaced and after taking it back to the geek squad i found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",disc drive,negative,negative
"  now i had not tried to use this since the disc drive had been replaced and after taking it back to the geek squad i found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",drive,negative,negative
"  now i had not tried to use this since the disc drive had been replaced and after taking it back to the geek squad i found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",drive,negative,neutral
"first, you ll discover that the word processing program known as  appleworks  rarely translates perfectly on anyone else s computer, if it translates at all.",appleworks,neutral,negative
"first, you ll discover that the word processing program known as  appleworks  rarely translates perfectly on anyone else s computer, if it translates at all.",word processing program,neutral,negative
i already have a hp laptop i bought last year that's standard size.,size,neutral,neutral
battery is not upgradable to a longer life battery.,battery,negative,negative
battery is not upgradable to a longer life battery.,battery,negative,negative
apple has a reputation and is well known for its easy usage.,usage,positive,positive
returned laptop for a 3rd repair and it came back with previous problems fixed (except for speaker grill) but the unit started locking up during use and eventually would not operate at all.,speaker grill,negative,negative
"i just plug this into my 22"" monitor and the speedy macosx performs just as well on this dual-core that my dell did with windows 7 with a quad-core.",macosx,positive,positive
"i just plug this into my 22"" monitor and the speedy macosx performs just as well on this dual-core that my dell did with windows 7 with a quad-core.",windows 7,positive,positive
"i just plug this into my 22"" monitor and the speedy macosx performs just as well on this dual-core that my dell did with windows 7 with a quad-core.",dual-core,positive,neutral
"i just plug this into my 22"" monitor and the speedy macosx performs just as well on this dual-core that my dell did with windows 7 with a quad-core.",quad-core,positive,neutral
"i just plug this into my 22"" monitor and the speedy macosx performs just as well on this dual-core that my dell did with windows 7 with a quad-core.","22"" monitor",positive,neutral
"love the graphics, awesome programs (including garageband), and really cool default background.",graphics,positive,positive
"love the graphics, awesome programs (including garageband), and really cool default background.",programs,positive,positive
"love the graphics, awesome programs (including garageband), and really cool default background.",garageband,positive,positive
"love the graphics, awesome programs (including garageband), and really cool default background.",default background,positive,positive
"screen, keyboard, and mouse: if you cant see yourself spending the extra money to jump up to a mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",screen,positive,neutral
"screen, keyboard, and mouse: if you cant see yourself spending the extra money to jump up to a mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",keyboard,positive,neutral
"screen, keyboard, and mouse: if you cant see yourself spending the extra money to jump up to a mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",screen,positive,positive
"screen, keyboard, and mouse: if you cant see yourself spending the extra money to jump up to a mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",island backlit keyboard,positive,positive
"screen, keyboard, and mouse: if you cant see yourself spending the extra money to jump up to a mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",multi-touch mouse,positive,positive
"screen, keyboard, and mouse: if you cant see yourself spending the extra money to jump up to a mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",mouse,positive,neutral
the macbook is way too overpriced for something so simple and chaotic.,overpriced,negative,negative
the os takes some getting used to especially after being a windows user for so long but the learning curve is so worth it!,windows,neutral,neutral
"i also purchased iwork to go with it which has programs for word processing, spreadsheets, and presentations (similar to microsoft office).",iwork,neutral,neutral
"i also purchased iwork to go with it which has programs for word processing, spreadsheets, and presentations (similar to microsoft office).",programs,neutral,neutral
"i also purchased iwork to go with it which has programs for word processing, spreadsheets, and presentations (similar to microsoft office).",microsoft office,neutral,neutral
"i also purchased iwork to go with it which has programs for word processing, spreadsheets, and presentations (similar to microsoft office).",word processing,neutral,neutral
"i also purchased iwork to go with it which has programs for word processing, spreadsheets, and presentations (similar to microsoft office).",spreadsheets,neutral,neutral
"i also purchased iwork to go with it which has programs for word processing, spreadsheets, and presentations (similar to microsoft office).",presentations,neutral,neutral
"overall, i experienced a huge change in that my mac runs pretty fast compared to my old pc.",runs,positive,positive
when i got the computer back and realizwed it still was not correct hp told me it was out of warranty and now it was my problem.,warranty,negative,neutral
it also came with a built it web cam which is great because i can see an communicate with my family members back home.,built it web cam,positive,positive
good monitor and performed well.,monitor,positive,positive
good monitor and performed well.,performed,positive,positive
it was secure and easy to navigate.,navigate,positive,positive
"i was a little weary at purchasing another 13"" macbook almost 2 years later but t looks like the newer macbooks have gotten its current line of graphics cards in order this time around.",graphics cards,neutral,positive
the machine has a bluray player the book has no mention of it or how to connect it to your hdtv.,bluray player,neutral,neutral
the machine has a bluray player the book has no mention of it or how to connect it to your hdtv.,book,neutral,negative
they are by far the easiest systems to actually learn about computers with.,systems,positive,positive
this apple navigates you thru the unexplored world of the internet.,internet,neutral,neutral
"the video card is great for media, and above average for gaming, but not a gamers first choice.",gaming,positive,positive
"the video card is great for media, and above average for gaming, but not a gamers first choice.",media,positive,positive
"i had of course bought a 3 year warranty, so i sent it in to be replaced and (almost 2 months later) the dv4 is what the sent me as a replacement.","3 year warranty,",negative,neutral
"apparently there is a manufacturing defect, something with the amount of thermal paste.",thermal paste,negative,negative
despite the claims of the apple apologists (a vice of which i am recently myself reformed) the internals of mac laptops are no different from pcs' at this point.,internals,neutral,negative
took several hours with customer support before i could even start the pc out of the box.,customer support,negative,negative
asus facial recognition doesn't work and windows logon isn't either.,facial recognition,negative,negative
asus facial recognition doesn't work and windows logon isn't either.,windows logon,negative,negative
windows vista makes this computer almost unusable for online service.,windows vista,positive,negative
windows vista makes this computer almost unusable for online service.,online service,negative,negative
"i contacted acer and they are giving me free recovery dvds, so don't go and pay for them, just ask for them and they should give them to you.",recovery dvds,neutral,positive
now when i order i did not go full scale for the webcam or full keyboard i wanted something for basics of being easy to carry when i use crutchs or wheelchair and with a backpack laptop bag.,webcam,neutral,neutral
now when i order i did not go full scale for the webcam or full keyboard i wanted something for basics of being easy to carry when i use crutchs or wheelchair and with a backpack laptop bag.,keyboard,positive,neutral
now when i order i did not go full scale for the webcam or full keyboard i wanted something for basics of being easy to carry when i use crutchs or wheelchair and with a backpack laptop bag.,carry,positive,positive
can listen to my music and watch my videos with ease and with a great display.,display,positive,positive
"otherwise, all other features are a 1",features,negative,neutral
the performance is awesome.,performance,positive,positive
the display is beyond horrible.,display,negative,negative
there is hardly any memory on the computer's hard drive.,memory,positive,negative
there is hardly any memory on the computer's hard drive.,hard drive,positive,negative
"actually, i had noticed the one on the sales floor also didn't have sound!",sound,negative,negative
"next, most acer laptop fans are on the bottom which is right on your laptop.",fans,positive,neutral
the laptop preformed pretty well.,preformed,positive,positive
i got my macbook pro because i wanted to do all the stuff i need to do without worrying about the system quitting on me or freezing for a few minutes.,system,negative,neutral
i loved the netbook (minus the fact that it was windows os) until this started happening.,windows os,neutral,negative
"the minute you fire it up it's all good, very easy user interface.",user interface,positive,positive
  i actually contact toshiba before i started having problem and was given run around after i supplied serial number in order to delay me sending in laptop until after warrenty expired.,warrenty,negative,negative
"theres also idvd, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",idvd,neutral,positive
"theres also idvd, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",program,neutral,positive
"theres also idvd, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",program,neutral,positive
after replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,hard drive,negative,neutral
after replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,battery,negative,negative
"i love the easy to see screen, and it works well for work, persoal or just play.",screen,positive,positive
"i love the easy to see screen, and it works well for work, persoal or just play.",works,positive,positive
"if what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",word processing,positive,neutral
"if what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",surfing,positive,neutral
the mouse pad and buttons are the worst i've ever seen.,mouse pad,negative,negative
the mouse pad and buttons are the worst i've ever seen.,buttons,negative,negative
awesome graphics!,graphics,positive,positive
it really is perfect for work and play.,play,positive,positive
it really is perfect for work and play.,work,positive,positive
"the pro is a great product, i wish that the 13 inch models came with the intel i processors and had a more comfortable edge (the edges hurt my wrists).",intel i processors,positive,negative
"the pro is a great product, i wish that the 13 inch models came with the intel i processors and had a more comfortable edge (the edges hurt my wrists).",edge,negative,negative
"the pro is a great product, i wish that the 13 inch models came with the intel i processors and had a more comfortable edge (the edges hurt my wrists).",edges,negative,negative
one drawback i noticed was sound quality via usb.,sound quality via usb,negative,negative
"the battery life sucked the juice from my laptop and when the extended life battery went out we were sol there to, so much for that warranty covering all the products we purchased.",battery life,negative,negative
"the battery life sucked the juice from my laptop and when the extended life battery went out we were sol there to, so much for that warranty covering all the products we purchased.",warranty,negative,negative
"i have had another mac, but it got slow due to an older operating system.",operating system,negative,negative
"that's very possible, but since they don't make windows xp drivers for the sound card in this machine, i was stuck until windows 7 came out.",windows xp drivers,neutral,negative
"that's very possible, but since they don't make windows xp drivers for the sound card in this machine, i was stuck until windows 7 came out.",sound card,negative,negative
"that's very possible, but since they don't make windows xp drivers for the sound card in this machine, i was stuck until windows 7 came out.",windows 7,neutral,positive
"i'ts nice to have the higher-end laptops, but this fits my budget and the features i need.",features,positive,positive
"i'ts nice to have the higher-end laptops, but this fits my budget and the features i need.",budget,positive,positive
"was disappointed to find out that the model had been discontinued, apparently because of known motherboard problems.",motherboard,negative,negative
"also the speakers are not very loud, but it is a netbook.",speakers,negative,negative
love this laptop wonderful price for what you get!,price,positive,positive
just a black screen!,screen,negative,negative
a key contributor that led me to mac is the art aspect.,art aspect,positive,positive
"eventually my battery wouldn't charge, so unless i had it plugged in it wouldn't even power on.",battery,negative,negative
"purchased for development purposes, but it has turned into my everyday laptop as well for surfing, e-mail, etc.",surfing,positive,positive
my first problem was with the pre-loaded norton firewall/security program.,pre-loaded norton firewall/security program,negative,negative
"i had a usb connect but, i can't use it because it is not compatible.",usb connect,negative,negative
"accordingly, i have decided to never purchase another hp product (my five year old compaq) lasted 5-years before the hard drive crashed.",hard drive,negative,negative
"i know that everyone thinks macs are overpriced and overrated, but once you get past the initial expense you'll find that they're worth every penny (besides, there's always the financing plan that best buy offers).",expense,positive,negative
i love the multi-touch trackpad.,multi-touch trackpad,positive,positive
hp is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,extended warranties,neutral,negative
hp is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,cost,negative,negative
"not too much ""junk"" software to remove.",software,neutral,positive
system is loosing about 20% of performance because of that.,performance,negative,negative
system is loosing about 20% of performance because of that.,system,negative,negative
"it is easy to use, good quality and good price.",quality,positive,positive
"it is easy to use, good quality and good price.",price,positive,positive
"it is easy to use, good quality and good price.",use,positive,positive
"the difference in the apple keyboard from a pc's keyboard took a bit of tim to get used to, but overall it's worth it!",apple keyboard,positive,neutral
"the difference in the apple keyboard from a pc's keyboard took a bit of tim to get used to, but overall it's worth it!",pc's keyboard,neutral,neutral
the extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu.,extended warranty,positive,neutral
"only issue is that it is a little slow, and i'm fixing that by adding more ram.",ram,positive,neutral
"  the hard drive crashed as well, and i had to buy a new  power cord.",hard drive,negative,negative
"  the hard drive crashed as well, and i had to buy a new  power cord.",power cord,negative,negative
another issue i have with it is the battery.,battery,negative,negative
"after 2 months of complaints, asus finally sent the right power supply to my techies.",power supply,positive,neutral
"after 2 months of complaints, asus finally sent the right power supply to my techies.",techies,positive,neutral
"that included the extra sony sonic stage software, the speakers and the subwoofer i got (that was worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the docking port.",sony sonic stage software,positive,neutral
"that included the extra sony sonic stage software, the speakers and the subwoofer i got (that was worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the docking port.",speakers,positive,positive
"that included the extra sony sonic stage software, the speakers and the subwoofer i got (that was worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the docking port.",subwoofer,positive,positive
"that included the extra sony sonic stage software, the speakers and the subwoofer i got (that was worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the docking port.",extended life battery,positive,neutral
"that included the extra sony sonic stage software, the speakers and the subwoofer i got (that was worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the docking port.",docking port,positive,neutral
"that included the extra sony sonic stage software, the speakers and the subwoofer i got (that was worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the docking port.",bluetooth mouse,positive,neutral
"that included the extra sony sonic stage software, the speakers and the subwoofer i got (that was worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the docking port.",bluetooth enabled,positive,negative
"my macbook pro works like a dream, it has never overheated, or even been slightly warm for that matter.",works,positive,positive
pc users use the powerpoint program for slide-show presentation and mac users utilize keynote.,keynote,neutral,neutral
pc users use the powerpoint program for slide-show presentation and mac users utilize keynote.,powerpoint program,neutral,neutral
"i get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, i can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.",size,positive,positive
"i get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, i can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.",size,positive,positive
"it takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works.",browser,negative,neutral
"easy to carry, can be taken anywhere, can be hooked up to printers,headsets.",carry,positive,positive
also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,keyboard,positive,negative
also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,keyboard,positive,negative
"when i got my laptop back after this first instance it worked okay for a little bit then i started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.",programs,negative,negative
"when i got my laptop back after this first instance it worked okay for a little bit then i started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.",drivers,negative,negative
love that it doesn't take up space like a regular computer.,space,positive,positive
asked the customer service rep.,customer service rep,neutral,neutral
"so, i took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",genius bar staff),negative,negative
"so, i took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",fan,negative,neutral
"so, i took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",boot up,negative,neutral
"needs power and mouse cable to plug in back instead of side, in the way of operating a mouse in small area.",mouse cable,negative,negative
"needs power and mouse cable to plug in back instead of side, in the way of operating a mouse in small area.",mouse,negative,negative
"-4 ram slots, 2 hdd bays*, 16gb ram support -no wireless issues, at least for me.",ram slots,positive,neutral
"-4 ram slots, 2 hdd bays*, 16gb ram support -no wireless issues, at least for me.",hdd bays,positive,neutral
"-4 ram slots, 2 hdd bays*, 16gb ram support -no wireless issues, at least for me.",16gb ram support,positive,neutral
"-4 ram slots, 2 hdd bays*, 16gb ram support -no wireless issues, at least for me.",wireless,positive,positive
i agree with the previous comment that asus tech support is horrible which is a con in my opinion.,asus tech support,negative,negative
"in fact, somehow (and i never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",screen,negative,negative
"in fact, somehow (and i never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",screen,negative,negative
"in fact, somehow (and i never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",display,negative,negative
"the mouse on the pad, the left button always sticks.",mouse on the pad,positive,neutral
"the mouse on the pad, the left button always sticks.",left button,positive,negative
  i have tried to charge on different batteries with no luck.,batteries,negative,negative
"i would recommend this computer to anyone searching for the perfect laptop, and the battery life is amazing.",battery life,positive,positive
"we use the built in tools often, itunes is open nearly every day and works great with my iphone.",built in tools,positive,neutral
"we use the built in tools often, itunes is open nearly every day and works great with my iphone.",itunes,positive,positive
the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.,size,positive,positive
true quality at a great price!,quality,positive,positive
true quality at a great price!,price,positive,positive
not easy to carry.,carry,negative,negative
the programs that come standard with the leopard running system are enough for the average person to run all the basics.,programs,positive,positive
the programs that come standard with the leopard running system are enough for the average person to run all the basics.,leopard running system,positive,neutral
"so what am i supposed to do?  the lg service center cannot provide me the ""service"" when it is called the ""service center"".",lg service center,negative,negative
"so what am i supposed to do?  the lg service center cannot provide me the ""service"" when it is called the ""service center"".",service center,neutral,negative
"so what am i supposed to do?  the lg service center cannot provide me the ""service"" when it is called the ""service center"".",service,neutral,negative
the material this pro is made out of seems a lot nicer than any pc  specs: like i said this performs a lot better than any computer i've had in the past.,material,positive,positive
the material this pro is made out of seems a lot nicer than any pc  specs: like i said this performs a lot better than any computer i've had in the past.,specs,positive,negative
the material this pro is made out of seems a lot nicer than any pc  specs: like i said this performs a lot better than any computer i've had in the past.,performs,positive,positive
"after doing extensive research, macconnection had the lowest price on the 15"" mbp i5.",price,positive,positive
i am addicted to photo booth!,photo booth,positive,positive
"the operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",operating system,positive,positive
"the operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",user interface,positive,positive
"the operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",multi-touch track pad,positive,positive
hard disk - the new editions gives you more hard disk space (500gb instead of 320gb) but time has taught me never to trust an internal hard disk.,hard disk,positive,neutral
hard disk - the new editions gives you more hard disk space (500gb instead of 320gb) but time has taught me never to trust an internal hard disk.,hard disk space,positive,positive
hard disk - the new editions gives you more hard disk space (500gb instead of 320gb) but time has taught me never to trust an internal hard disk.,internal hard disk,negative,neutral
it is extremely portable and easily connects to wifi at the library and elsewhere.,connects to wifi,positive,positive
"first things first, macbook pro has many applications to make life easier, unlike the windows computers.",applications,positive,positive
"first things first, macbook pro has many applications to make life easier, unlike the windows computers.",windows,neutral,negative
and the screen on this thing is absolutely amazing for high quality videos and movies and gaming.,screen,positive,positive
and the screen on this thing is absolutely amazing for high quality videos and movies and gaming.,gaming,positive,positive
"  i considered i may have too much on the computer, but after looking, there was plenty of space and that is not the issue.",space,positive,positive
  i must keep it plugged in at all times because it will not keep a charge for longer than four minutes.,charge,negative,negative
"summary: i've had this laptop for 2 months, out of the blue the power adapter stops working.",power adapter,negative,negative
"i saw walmart had the same computer for about $650 but still knowing what i know now,i would not buy it at that price.",price,neutral,negative
"of course, for a student, weight is always an issue.",weight,negative,neutral
"now mainboard is broken, have to wait for a new one.",mainboard,negative,negative
"the speed difference is next to nothing for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",speed,positive,negative
"the speed difference is next to nothing for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",hard drive,positive,neutral
"the speed difference is next to nothing for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",500gb external hard drive,neutral,neutral
2.the wireless card is low quality.,wireless card,negative,negative
they also use two totally different operating systems.,operating systems,neutral,neutral
they are about the same size keys.,keys,positive,neutral
"the people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.",accessories,negative,negative
"they offer the best warranty in the business, and don't 3rd party it out like toshiba.",warranty,positive,positive
the only problems are the sound isnt very loud i have to wear headphones.,sound,negative,negative
again- windows based machines were not giving me anything to work with!,windows,negative,negative
"everything about a mac is wonderful, it takes a little used to learning and getting used to the new system, but you will learn fast and its all worth it.",system,positive,neutral
i love the size of the computer since i play games on it.,size,positive,positive
i love the size of the computer since i play games on it.,games,positive,neutral
"you know, using the computer should be fun, not aggrevation, especially when you are playing games or working with photos.",playing games,neutral,neutral
there are no viruses or spyware to worry about like on a windows computer.,windows,positive,negative
to be honest i think it was faulty equipment or something but idk.,equipment,negative,negative
"i also love the small, convenient size of my laptop, making it a perfect tool for my academic studies.",size,positive,positive
"i love its solid build, light wt and excellent battery life (for now).",build,positive,positive
"i love its solid build, light wt and excellent battery life (for now).",wt,positive,positive
"i love its solid build, light wt and excellent battery life (for now).",battery life,positive,positive
"while about 8 years ago, i hope that the quality has changed.",quality,negative,negative
"the difference is it's a whole lot of fun using the laptop now, still learning the apple navigation, but is fun and comes with a lot of cool apps.",apple navigation,neutral,neutral
"the difference is it's a whole lot of fun using the laptop now, still learning the apple navigation, but is fun and comes with a lot of cool apps.",apps,positive,positive
-i propose that i can just swap the hard drives.,hard drives,negative,neutral
"the battery holds up well, it's built very solidly, and runs fast.",battery,positive,positive
"the battery holds up well, it's built very solidly, and runs fast.",built,positive,positive
"the battery holds up well, it's built very solidly, and runs fast.",runs,positive,positive
sound card is limited though.,sound card,negative,negative
this is a nicely sized laptop with lots of processing power and long battery life.,processing power,positive,positive
this is a nicely sized laptop with lots of processing power and long battery life.,battery life,positive,positive
this is a nicely sized laptop with lots of processing power and long battery life.,sized,positive,positive
  the only thing i can imagine is that sony jumped on early specifications for vista requirements from microsoft and designed it to those inadequate requirements.,vista,neutral,negative
"the keyboard, which generally felt okay even for someone used to a desktop keyboard, now looks terrible.",desktop keyboard,negative,neutral
the display is awesome.,display,positive,positive
it took several weeks just to get them to acknowledge that i owned the warranty.,warranty,negative,negative
the keyboard is like no other laptop keyboard.,keyboard,positive,neutral
the keyboard is like no other laptop keyboard.,keyboard,positive,neutral
-computer crashed frequently and battery life decreased very quickly.,battery life,negative,negative
-i propose that they can just swap the hard drives.,hard drives,negative,neutral
every driver on the drivers/applications dvd is everything you will need for a reload.,driver,positive,positive
every driver on the drivers/applications dvd is everything you will need for a reload.,drivers/applications dvd,positive,positive
i called their repair depot as was told they would send me a new box to return the computer to the repair depot.,repair depot,negative,neutral
i called their repair depot as was told they would send me a new box to return the computer to the repair depot.,repair depot,negative,neutral
it's also fairly easy to use the operating system.,operating system,positive,positive
we figure that after everything his pc actually ended up costing $350 more than my original mac.,costing,negative,negative
so having the ac plug go out on me and get lose or i could actually here it inside my computer on two of the three times is not good.,ac plug,negative,negative
peformance is good for the price.,peformance,positive,positive
peformance is good for the price.,price,positive,positive
the computer is currently in west verginia doe to the method of shipping choosen by toshiba.,shipping,neutral,negative
summary: hp knew they were shipping out bad bios and did nothing proactive to resolve it.,bios,negative,negative
i had 3 months when the ports started going out.,ports,negative,negative
"the improvements to the os have been relatively gradual, but substantive.",o,positive,positive
it is super easy to use.,use,positive,positive
many of my classmates computers hard drives crashed.,hard drives,negative,negative
ease of use is just one of the benefits i love about my mac.,use,positive,positive
