text,predictions
there is nothing to complain about the system.,"[('system', None), ('food', None)]"
and it comes with the new osx that comes with new features that makes the use more easy.,"[('new osx', None), ('new features', None)]"
maybe not the cutting edge (satellite l455d) but it is a workhorse.,"[('l455d', None), ('cutting edge', None)]"
but the macbook is the best!,"[('macbook', None)]"
"now the screen is going darker, darker, darker.","[('screen', None), ('time', None)]"
either the computer is too slow to detect the keys typed (this is unlikely as i am a slow typist) or the keyboard simply does not detect the keys being typed.,"[('keyboard', None), ('keys', None)]"
i got the black macbook two years ago and have never regretted it.,"[('black macbook', None), ('regret', None)]"
as a graphic arts a retired instructor i still love to play with the graphic with photos and clip art .....,"[('clip art', None), ('graphic', None)]"
my wife also has problems with her asus - different model.,"[('model', None), ('asus', None)]"
"features such as the dashboard (allows you to view frequently used tools like a calculator, weather forecast, movie times, calendar, computer post its etc.","[('weather forecast', None), ('calendar', None), ('dashboard', None)]"
this computer is the ideal college companion.,"[('companion', None), ('computer', None)]"
both computers started acting extremely slow within the first year of owning them.,"[('computers', None), ('time', None)]"
the macbook pro is very sturdy and versatile.,"[('macbook', None), ('versatile', None)]"
when i called to have another one shipped or to get my money back they said the return policy is 23 twenty three days from the date of purchase.,"[('return policy', None), ('money', None)]"
"bought from wal-mart, i believe that this laptop was a repaired item.","[('wal-mart', None), ('laptop', None)]"
couldnt not use it.,[]
"i sent it back and found this time that the battery was faulty, so i got a new one and some other fixes they found.","[('new one', None), ('battery', None)]"
i swear they design these things to go to crap after a year so you are stuck and have to buy a new one.,"[('stuff', None), ('new one', None)]"
great pick for portability and affordability.,"[('portability', None), ('affordability', None)]"
"it's fast, it's easy easy easy to set up, easy to hook to my wireless network.","[('ethernet', None), ('set', None)]"
"i previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (if i am not mistaken) and it had major heating issues.","[('macbook', None), ('heating', None)]"
they didn't even try to assist me or even offer a replacement.,"[('replacement', None)]"
we used pc products - it seemed simpler to continue with the same thing.,"[('pc', None), ('s', None)]"
the people there just changed for me on the spot and i got a new arm piece and they didn't even request for a receipt.,"[('receipt', None), ('spot', None)]"
"i love my samsung tv and galaxy s smartphone, but this netbook was a very poor computer.","[('samsung tv', None), ('netbook', None)]"
i made a perfect decision when i bought the toshiba!,"[('toshiba', None), ('decision', None)]"
i take it everywhere with me because it's so easy to carry.,[]
the only thing is that the battery won't last more than 1/2 an hour.,"[('battery', None), ('hour', None)]"
it still heats up like mad and i am unable to use it with the computer directly on my lap for more than five to ten minutes at a time.,"[('computer', None), ('lap', None)]"
the first fell apart right after the 1-year-warranty.,"[('first', None), ('warranty', None)]"
i am finding my way around this laptop better than my last one.,"[('laptop', None), ('way', None)]"
"they told me it was my loss even though it was the computer, not what i've done.","[('computer', None), ('loss', None)]"
i would highly recommend this macbook.,"[('macbook', None)]"
"about 2 months ago i bought the 2011 macbook pro, which was an upgrade from my 2010 macbook pro.","[('macbook', None), ('2011 macbook', None)]"
"let's just get this out of the way, i love apple!","[('apple', None), ('food', None)]"
oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all i use the old word processer which works good.,"[('word processer', None), ('product key', None)]"
the keyboard has a wonderful nature feel.,"[('feel', None), ('keyboard', None)]"
"they went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.","[('phone', None), ('battery', None)]"
"*4 weeks after giving the computer for repair*-annoyed at machouse amsterdam, decided to send complaint email to apple.","[('apple', None), ('computer', None)]"
"while there are occasions that my computer will freeze or will need to be manually shut down, this occurs far less frequently than on pc computers and laptops that i've used.","[('pc', None), ('shut down', None)]"
bought with a credit card.,"[('credit card', None), ('buy', None)]"
the battery doesn't last long but i'm sure an upgrade battery would solve that problem.,"[('battery', None), ('upgrade', None)]"
"i was looking too closely at the other performance specs and while comparing, i took it for granted that these features were standard.","[('performance', None), ('features', None)]"
i did a lot of research and ended up thinking this toshiba was the best one for me.,"[('toshiba', None), ('experience', None)]"
""" i've had it now about 2 months and absolutely love it.","[('i', None), ('a', None)]"
i have no idea how this could have even gotten past quality control during production.,"[('quality', None), ('production', None)]"
"i bought this last week, and the very next day had to return it because it over heated and the touch-mouse stopped responding.","[('touch-mouse', None), ('response', None)]"
i am so happy to have purchased this computer.,"[('computer', None)]"
"oh yea, has no numeric pad on the side.","[('pad', None), ('side', None)]"
"the cover for the dvd drive soon came off, too--a mark of poor construction quality.","[('quality', None), ('dvd drive', None)]"
i returned the 2nd laptop for a full refund.,"[('i', None), ('laptop', None)]"
really no problems with the hand me down computers i received from my children.,"[('computers', None), ('hand', None)]"
i did not take the class and wish that i would have.,"[('class', None), ('take', None)]"
it would be a load on long trips where a lot of walking is required.,"[('a lot', None), ('walking', None)]"
but the arm velcro is torn after one use.,"[('arm velcro', None), ('one', None)]"
not good for a person who gets online daily.,"[('daily', None), ('e-mail', None)]"
the laptop was returned but audio issue was not fixed.,"[('laptop', None), ('audio', None)]"
"i can't even remember how i finally got it taken care of, but i was done with sony after that!","[('sony', None), ('care', None)]"
so it was only about 2 weeks ago.,"[('time', None), ('past', None)]"
"i just love this lap top, i just wish it were all silver or they had all black.","[('lap top', None), ('black', None)]"
the software is amazing.,"[('software', None)]"
"we carry the netbook around here and there, hence it's kinda of irritating when the lcd just ""slide"" downwards.","[('lcd', None), ('netbook', None)]"
there is nothing better.,[]
i now own another hewlitt packard.,"[('hewlitt packard', None)]"
"the 2 gb of ram is plenty, able to run windows 7 and at least 2 or 3 other programs with next to no slowdown.","[('ram', None), ('windows 7', None)]"
"the battery life is amazing, the versitility is outstanding.","[('versitility', None), ('battery', None)]"
"it is known as safari, and if you are doing any website work, you should know that many hosting companies do not support it.","[('safari', None), ('host', None)]"
vista is a nightmare.,"[('vista', None), ('nightmare', None)]"
i spent eight hundred dollars from a giant paper weight that looks good on a bus.,"[('paper', None), ('bus', None)]"
i have used a couple of others on the job as well.,"[('job', None), ('others', None)]"
the program came with the computer and works beautifully.,"[('computer', None), ('program', None)]"
"posted nov 8, 2010 - two weeks ago i bought this notebook.","[('notebook', None), ('nov 8', None)]"
acer won't replace the laptop.,"[('acer', None), ('laptop', None)]"
i am also upset with cr for giving a good rating.,"[('rating', None), ('c', None)]"
"the hinge design forced you to place various connections all around the computer, left right and front.","[('hinge design', None), ('computer', None)]"
i have owned macbook pros since 2005 and this is the best yet!,"[('macbook pros', None)]"
"i was loving this netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime i booted it.","[('display', None), ('new browsers', None)]"
"now i could get myself a cheap computer, that will probably work a whole lot better!","[('computer', None), ('price', None)]"
i would definitely not go back to using a pc after using the mac.,"[('mac', None), ('pc', None)]"
the so called laptop runs to slow and i hate it!,"[('so called laptop', None)]"
"this is the first laptop i've owned, althougth i used several at my previous job.","[('job', None), ('laptop', None)]"
"those moments in thime where you want to throw something against the wall? yeah, i wanted to throw that lap top out the window and light it on fire.","[('window', None), ('lap top', None)]"
charger seems large for this class of computer.,"[('charger', None), ('computer', None)]"
i don't really have a complaint.,"[('complaint', None), ('food', None)]"
i'm pretty sure it's not newegg's fault but when you turn on a computer you just bought you want it to at least get to desktop.,"[('newegg', None), ('desktop', None)]"
best buy ended up junking the computer and giving me a replacement computer.,"[('replacement computer', None), ('buy', None)]"
i dislike the quality and the placement of the speakers.,"[('quality', None), ('speakers', None)]"
"the screen graphics and clarity, and sharpness are great.","[('screen', None), ('clarity', None)]"
if i have a problem with any of my apple items i make an appointment at one of my local stores and they work on correcting it right there.,"[('apple items', None), ('apple', None)]"
"so i called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, i just chose to hide the message.","[('message', None), ('customer', None)]"
"i claim that this has no value to me, the laptop was new anyway.","[('laptop', None), ('value', None)]"
enough said.,[]
not working = bad,[]
i would really recommend to any person out there to get this laptop cause its really worth it.,"[('laptop', None), ('price', None)]"
otherwise this little notebook has met all my expectations.,"[('expectations', None), ('notebook', None)]"
my son said it popped up and he clicked update.,"[('update', None), ('s', None)]"
i lost two items i was working on until i figured out what was happening.,"[('items', None)]"
the unibody design is edgy and durable.,"[('design', None), ('unibody', None)]"
stopped booting up less than a week after my one-year warranty was up.,"[('warranty', None), ('computer', None)]"
"but, for the cost this is a winner.","[('cost', None), ('winner', None)]"
"let me tell you, this machine is great.","[('machine', None), ('food', None)]"
i have used a computer at work but having your own personal laptop is awsome!,"[('personal laptop', None), ('computer', None)]"
later it held zero charge and its replacement worked for less than three months.,"[('replacement', None), ('charge', None)]"
"the second issue i had with it occured a month later and it kept overheating, even if on for less than an hour!","[('ice', None), ('heating', None)]"
"also, the battery does not last very long at all.","[('battery', None), ('time', None)]"
good luck with your purchase options.,"[('options', None), ('purchase', None)]"
"buy this if you like being tortured, teased, frustrated and wasting twice as much time as you spent using your old mac.","[('mac', None), ('time', None)]"
very disappointed!,[]
they are asking me to ship the unit back to fix it at their site.,"[('unit', None), ('site', None)]"
"i bought it from hsn because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....","[('extra software', None), ('hsn', None)]"
i looked around and based off my price/features comparison from a brand i trusted i landed here.,"[('price/features', None), ('brand', None)]"
i constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.,"[('service', None), ('laptop', None)]"
strong performance in this device makes use of fun and a strong sense of the era of speed this device serves all modern requirements is a very strong game and is very useful for designers.,"[('performance', None), ('game', None)]"
unless you need the bluetooth 3.,"[('bluetooth 3', None)]"
i was sorly disapointed to discover that hp (what i thought was a reputable company) wouldn't honor the warrenty when the fan blade fell apart.,"[('fan blade', None), ('hp', None)]"
that is pretty sad when they name them specifically.,"[('name', None)]"
"more times that not the screen pops up saying i have a bad internet connection, or the page can't be displayed.","[('screen', None), ('page', None)]"
no viruses.,"[('viruses', None)]"
it is everything that i would want in a computer.,"[('computer', None)]"
do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.,"[('external harddrives', None), ('laptop', None)]"
"however, if i sound enthusiastic about this, i am!",[]
you will fall in love with it in no time.,"[('time', None), ('a', None)]"
i give this laptop a five star review i love it and it has done chams for me.,"[('laptop', None), ('chams', None)]"
they removed them and returned the computer to me.,"[('computer', None), ('removed', None)]"
i don't understand why only windows 7 starter is included.,"[('windows 7 starter', None), ('list', None)]"
"on 3 july 2004, i purcased this model at best buy for about $150","[('model', None), ('price', None)]"
i went with him and we picked this one.,"[('he', None), ('one', None)]"
"while most people say that pcs hold functionality and value and macs are just pretty to look at, i think there's something to be said about the simplicity of macs.","[('pcs', None), ('value', None)]"
this is my second macbook pro and it's better than ever.,"[('macbook', None), ('ever', None)]"
my macbook is so much better looking and so thin!,"[('macbook', None), ('thin', None)]"
the notebook would not turn back on again.,"[('notebook', None), ('turn', None)]"
the ease of use is wonderful.,"[('ease of use', None), ('food', None)]"
this system came loaded with windows 7 starter.,"[('windows 7 starter', None), ('system', None)]"
"-when battery life went to 4 hours or less, took it to the machouse amsterdam for repair (26th of august).","[('machouse', None), ('battery', None)]"
the battery gets so hot it is scary.,"[('battery', None), ('hot', None)]"
best thing is i can use existing 32 bit old programs.,"[('programs', None), ('old', None)]"
it's so nice to look at and the keys are easy to type with.,"[('keys', None), ('look', None)]"
the apple macbook pro nothing to say butprofessionally great and outstanding.,"[('apple macbook', None), ('outstanding', None)]"
"it's also very energy efficient, running on a quarter of the power it takes to run a 60 watt lightbulb.","[('lightbulb', None), ('energy', None)]"
i am forever changed and will no longer buy a windows based machine for personal use.,"[('machine', None), ('windows', None)]"
"mom, dad, brother, sister, you name it!","[('dad', None), ('sister', None), ('mom', None)]"
but it came back in even worse shape.,"[('shape', None), ('food', None)]"
the only thing i would change about it is the mouse keys.,"[('mouse keys', None), ('change', None)]"
"it is absolutely horrible to use, despite all its so called advanced features.","[('features', None), ('app', None)]"
"before, i reloaded with windows 7 ultimate and used only the downloaded drivers from acer's site.","[('windows 7 ultimate', None), ('drivers', None)]"
i have to keep turning it until it decides to lower and there is no mute.,"[('mute', None), ('turn', None)]"
it's still beautiful and has better color reproduction than i could ever expect from a notebook.,"[('color reproduction', None), ('notebook', None)]"
after that i turned to email in my next vain help to get them to acknowledge that the warranty was still valid.,"[('warranty', None), ('email', None)]"
"so far, a great product.","[('product', None)]"
he loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started.,"[('schools', None), ('computers', None)]"
"u can do what u want in just few seconds, even to start up your computer takes few seconds.","[('computer', None), ('seconds', None)]"
it's the most wonderful thing in the entire world.,"[('world', None), ('thing', None)]"
"so i'd pop them off to see what the problem was, well guess what? the darn thing wouldn't go back on.","[('thing', None), ('darn', None)]"
"also, macbooks come with much more features which are so cool!","[('macbooks', None), ('features', None)]"
they sent out a sony 'certified' technician.,"[('technician', None)]"
they have developed excellent proprietary software for editing video and pictures and i'm looking forward to utilizing these tools on the regular.,"[('proprietary software', None), ('pictures', None)]"
getting the apple care plan is a must.,"[('apple care', None), ('plan', None)]"
"i've saved a lot of time and headaches so far, using my new macbook pro.","[('macbook', None), ('time', None)]"
overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,"[('cd drive', None), ('music', None)]"
-apple offers to send replacement and after 10 days i send them the old computer.,"[('replacement', None), ('apple', None)]"
"so far, i have no complaints.","[('complaints', None), ('s', None), ('food', None)]"
his was worth $36.,"[('he', None), ('value', None)]"
now am very aprehensive about toshiba laptops.,"[('toshiba laptops', None)]"
"i spent 2200 dollars on a ""top of the line laptop"".","[('line', None), ('laptop', None)]"
i also own an hp notebook and it doesn't even come close.,"[('hp notebook', None), ('n', None)]"
our apple 13.3 macbook pro notebook computer (z0j80001) notebook and has become such an integral part of completing our daily needs and social networking.,"[('apple', None), ('daily', None), ('macbook', None)]"
"i am constantly trying to uninstall programs, clean cookies, and delete unused files.","[('cookies', None), ('unused', None)]"
"the dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.","[('dv4', None), ('memory', None), ('quality webcam', None), ('hard drive', None)]"
the only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,"[('plugged in', None), ('battery', None)]"
the graphics on this computer are also stellar - very clear and vivid.,"[('graphics', None), ('computer', None)]"
"aside from the trial software and the short battery life, lack of a webcam, its great.","[('battery', None), ('webcam', None)]"
"as a die-hard windows enthusiast, i shunned the idea of a mac until this point.","[('windows', None), ('mac', None)]"
i think that if it is the motherboard again so soon that they should replace it.,"[('motherboard', None), ('replacement', None)]"
if this computer every breaks down on me i will most definatly get the same one again.,"[('computer', None), ('one', None)]"
"i had a macbook notebook, and it had absolutely no protection from viruses, spyware, malware, etc.","[('macbook', None), ('viruses', None), ('malware', None)]"
"the computer loads in about a 1/10th of the time that my pc did, and i have all of the programs that were on my pc.","[('time', None), ('computer', None)]"
i made the right decision.,"[('decision', None)]"
"in the past few years, i've had terrible experiences with hp.","[('hp', None), ('experiences', None)]"
"overall, it's ok.","[('ok', None), ('food', None)]"
"graphics are clean and sharp, internet interfaces are seamless.","[('interfaces', None), ('graphics', None)]"
"the newer black keyboard took a little bit away from the previous gray one which looked really slick, but it is still a great notebook!","[('newer black keyboard', None), ('gray one', None)]"
sony parts reliability and quality of service is recenlty the worst.,"[('service', None), ('quality of service', None)]"
i am very happy!,"[('i', None), ('a', None)]"
"as with any laptop not purchased with software options, it comes with a lot of what i consider useless applications.","[('software options', None), ('applications', None)]"
"its office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.","[('mac', None), ('features', None), ('office', None)]"
i occassionaly use it for work via vpn and it has not given me any problems.,"[('vpn', None), ('work', None)]"
i sent it back and they lost it.,"[('i', None), ('et', None)]"
it just works flawlessly!,[]
"do you think i purposely ""destroy"" my netbook, so that i can demand a new set? do you think it's fun to take public transport all the way to the service center and get a non-satisfactory solution? or rather no solution.","[('service', None), ('new set', None)]"
i'm having the laptop returned unrepaired since paying $176 every 3 months just isn't worth it (that's about how long the port seems to last).,"[('port', None), ('laptop', None)]"
ok first.,"[('ok', None), ('a', None)]"
"so if you move laptop a lot, it might get loose, however it sits pretty tightly.","[('laptop', None), ('mov', None)]"
another satisfied customer.,"[('customer', None)]"
also the battery is completely shot.,"[('battery', None), ('shot', None)]"
highly recommended!,"[('recommended', None), ('food', None)]"
/ awesome cooling system/ much better grafics card (ati 5870) / 8gb ram/ led backlit screen...,"[('ram', None), ('cooling', None)]"
the biggest problem is that the box had no instructions in it.,"[('box', None), ('instructions', None)]"
"but after using it a couple of weeks, the overall operation is poor.","[('operation', None), ('bottle', None)]"
"will not buy another toshiba, this is my second, not happy w/ either.","[('toshiba', None), ('w/', None)]"
"compared to similarly spec'd pcs, this machine is good value, well built and works easily right out of the box.","[('pcs', None), ('value', None)]"
"the cool thing about the mac book was that i went on my honeymoon and shot a bunch of pictures and movies with my iphone, then i came back and put them onto my macbook and made a pretty good dvd movie with all the pictures and videos from my trip.","[('mac book', None), ('videos', None)]"
"for two months, when you guessed it.","[('guessed', None), ('time', None)]"
this was my first macbook purchase ever.,"[('macbook', None), ('purchase', None)]"
screen is crystal clear and the system is very responsive.,"[('screen', None), ('system', None)]"
i will stack it up against laptops that cost twice as much any day.,"[('cost', None), ('laptops', None)]"
quite simply this is the best laptop i have ever owned.,"[('laptop', None)]"
or the cursor would show up some place else.,"[('cursor', None), ('place', None)]"
the newer macbook that i have purchased is one of the best computers.,"[('newer macbook', None), ('computers', None)]"
i have had some excellent computer and have found i had no idea what to do with them,"[('computer', None)]"
"as it turns out, i just didn't know any better.",[]
i've had friends with acers who seem to have had similar or exact same problems.,"[('acers', None), ('problems', None)]"
what can i say.,"[('i', None), ('place', None)]"
it is easy to operate and i have already ordered more software and gadgets for my new rolls royce of laptops.,"[('new rolls', None), ('gadgets', None)]"
what's also interesting is this survey changed my ratings the first time i submitted it in case it doesn't keep what i put here are my aratings,"[('ratings', None), ('survey', None)]"
"it might be something deep within windows, for i was unable to create a disk image on my hard drive.","[('disk', None), ('windows', None)]"
i had a toshiba for 10 years.,"[('toshiba', None)]"
"the track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking apple!","[('apple', None), ('track pad', None)]"
"now i had not tried to use this since the disc drive had been replaced and after taking it back to the geek squad i found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.","[('disc drive', None), ('geek', None)]"
"first, you ll discover that the word processing program known as appleworks rarely translates perfectly on anyone else s computer, if it translates at all.","[('word processing', None), ('appleworks', None)]"
she can't tell the difference between it and her regular desktop system.,"[('desktop', None), ('system', None)]"
with in weeks of purchasing my computer is began to slow down.,"[('computer', None), ('purchasing', None)]"
it doesn't bother me though.,[]
i've had this laptop for about a month now.,"[('laptop', None), ('time', None)]"
i already have a hp laptop i bought last year that's standard size.,"[('size', None), ('hp laptop', None)]"
it was okay for over a week before the blue screens started occuring again.,"[('blue screens', None), ('time', None)]"
english must have been his third or fourth language.,"[('lingua', None), ('language', None)]"
battery is not upgradable to a longer life battery.,"[('life', None), ('battery', None)]"
i am just one of the million customers.,"[('customers', None), ('customer', None)]"
it has times were it freezes for 10 seconds and then starts again.,"[('freeze', None), ('time', None)]"
apple has a reputation and is well known for its easy usage.,"[('apple', None), ('usage', None)]"
returned laptop for a 3rd repair and it came back with previous problems fixed (except for speaker grill) but the unit started locking up during use and eventually would not operate at all.,"[('unit', None), ('speaker grill', None)]"
"i just plug this into my 22"" monitor and the speedy macosx performs just as well on this dual-core that my dell did with windows 7 with a quad-core.","[('macosx', None), ('dual-core', None)]"
"love the graphics, awesome programs (including garageband), and really cool default background.","[('background', None), ('music', None)]"
"screen, keyboard, and mouse: if you cant see yourself spending the extra money to jump up to a mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.","[('multi-touch mouse', None), ('mac', None), ('island backlit keyboard', None)]"
i am taking back today.,"[('i', None), ('take', None)]"
"my parents bought it for me as a graduation gift, and i'm totally (almost kind of maybe definitely) obsessed with it.","[('parents', None), ('graduation', None)]"
the macbook is way too overpriced for something so simple and chaotic.,"[('macbook', None)]"
"-complied to their protocol, called number, made ""case"", got an email address to send complaint.","[('protocol', None), ('case', None)]"
the os takes some getting used to especially after being a windows user for so long but the learning curve is so worth it!,"[('os', None), ('windows', None)]"
it quit working within a weeks time.,"[('time', None), ('food', None)]"
but after i got used to it i love it.,[]
"i also purchased iwork to go with it which has programs for word processing, spreadsheets, and presentations (similar to microsoft office).","[('iwork', None), ('word processing', None)]"
"after 4 days, being denied 6 times and told off once, i managed to get through and was able to send them a scanned copy of the receipt.","[('receipt', None), ('denied', None)]"
"overall, i experienced a huge change in that my mac runs pretty fast compared to my old pc.","[('mac', None), ('pc', None)]"
when i got the computer back and realizwed it still was not correct hp told me it was out of warranty and now it was my problem.,"[('warranty', None), ('computer', None)]"
it also came with a built it web cam which is great because i can see an communicate with my family members back home.,"[('family', None), ('webcam', None)]"
good monitor and performed well.,"[('monitor', None), ('performed', None)]"
they are closed at 9pm eastern.,"[('eastern', None), ('closed', None)]"
"in those three years, i've had a couple of minor problems and both were resolved by apple quickly and easily.","[('apple', None), ('problems', None)]"
"although my model was listed as recalled, hp denied my claim.","[('hp', None), ('model', None)]"
it was secure and easy to navigate.,"[('navigate', None)]"
"i was a little weary at purchasing another 13"" macbook almost 2 years later but t looks like the newer macbooks have gotten its current line of graphics cards in order this time around.","[('newer macbooks', None), ('graphics cards', None)]"
the machine has a bluray player the book has no mention of it or how to connect it to your hdtv.,"[('machine', None), ('book', None)]"
i am loyal to apple.,"[('apple', None), ('loyal', None)]"
they are by far the easiest systems to actually learn about computers with.,"[('systems', None), ('computers', None)]"
i will be patient for few months.,"[('wait', None), ('i', None)]"
this apple navigates you thru the unexplored world of the internet.,"[('apple', None), ('world', None)]"
this was purchased for my daughter and i was pleasantly surprised.,"[('a', None), ('girl', None)]"
finally set the unit back to hp after a month of hell.,"[('unit', None), ('hell', None)]"
"i couldn't afford a new mac, so i bought a pc instead.","[('new mac', None), ('pc', None)]"
"the video card is great for media, and above average for gaming, but not a gamers first choice.","[('video card', None), ('media', None)]"
it was always getting froze up.,"[('froze', None), ('up', None)]"
"my information was all lost (my fault, i know, but i never thought i would need to back up my information on a brand new mac, the paragon of all computers!","[('new mac', None), ('information', None)]"
but no one could tell me when my part would be shipped nor could they tell me where to buy it on their website!!!,"[('part', None), ('website', None)]"
i got the blue screen of death the first month i got it.,"[('blue screen', None), ('death', None)]"
this is the third macbook pro in our family.,"[('family', None), ('macbook', None)]"
apple continues to shine and provide a much more enjoyable computer experience!,"[('apple', None), ('computer experience', None)]"
"i had of course bought a 3 year warranty, so i sent it in to be replaced and (almost 2 months later) the dv4 is what the sent me as a replacement.","[('dv4', None), ('warranty', None)]"
"apparently there is a manufacturing defect, something with the amount of thermal paste.","[('paste', None), ('manufacturing', None)]"
despite the claims of the apple apologists (a vice of which i am recently myself reformed) the internals of mac laptops are no different from pcs' at this point.,"[('mac laptops', None), ('apple apologists', None)]"
took several hours with customer support before i could even start the pc out of the box.,"[('box', None), ('pc', None)]"
asus facial recognition doesn't work and windows logon isn't either.,"[('windows logon', None), ('asus facial recognition', None)]"
windows vista makes this computer almost unusable for online service.,"[('service', None), ('windows vista', None)]"
"i contacted acer and they are giving me free recovery dvds, so don't go and pay for them, just ask for them and they should give them to you.","[('dvds', None), ('acer', None)]"
now when i order i did not go full scale for the webcam or full keyboard i wanted something for basics of being easy to carry when i use crutchs or wheelchair and with a backpack laptop bag.,"[('bag', None), ('webcam', None), ('crutchs', None)]"
can listen to my music and watch my videos with ease and with a great display.,"[('display', None), ('music', None)]"
"otherwise, all other features are a 1","[('features', None), ('a', None)]"
"so in late march, early april 2009 i was without it again for a couple weeks while i had online courses i had to complete and my fiance was in afghanistan and web conferencing was the best communication method we had.","[('courses', None), ('afghanistan', None)]"
the performance is awesome.,"[('performance', None), ('food', None)]"
i pondered very long over this decision.,"[('decision', None)]"
this thing sucks!,"[('sucks', None), ('food', None)]"
i love my new computer!,"[('new computer', None)]"
"okay, let's just start out by saying i am in no way a computer techy.",[]
it was a waste of money from day one!,"[('day', None), ('money', None)]"
i'm new - just switched from years of pc frustration.,"[('frustration', None), ('pc', None)]"
so i got another netbook which i love!,"[('netbook', None)]"
but in fact it is totally the opposite.,"[('inverse', None), ('food', None)]"
the display is beyond horrible.,"[('display', None), ('noise', None)]"
"he left me, instructions on what to do when this comes up, or that comes up......","[('instructions', None), ('he', None)]"
it's a joke.,"[('joke', None), ('ice', None)]"
there is hardly any memory on the computer's hard drive.,"[('drive', None), ('memory', None)]"
"actually, i had noticed the one on the sales floor also didn't have sound!","[('sales floor', None), ('sound', None)]"
i started hainv problems with it within the first month.,"[('i', None), ('problems', None)]"
"next, most acer laptop fans are on the bottom which is right on your laptop.","[('bottom', None), ('acer laptop fans', None)]"
the laptop preformed pretty well.,"[('laptop', None), ('preformed', None)]"
"i'm honestly afraid that it will burn me, it's that hot!","[('i', None), ('burn', None)]"
but i don't see it as a problem.,"[('problem', None), ('lunch', None)]"
numerous problems over the next 3 weeks until i got the blue screen of death and had to send the pc back to hp.,"[('blue screen', None), ('pc', None)]"
i think this will happen to any new version of computer/phone released and i need to wait for the next set of updates to have all of this fixed.,"[('new version', None), ('phone', None)]"
this one has had the same effect.,"[('effect', None), ('one', None)]"
and if you are a game player it works with world of warcraft wonderfully.,"[('world', None), ('game', None)]"
this computer is absolutely amazing!!!,"[('computer', None)]"
so buyer beware when buying toshiba,"[('toshiba', None), ('buyer', None)]"
i found this laptop on sale for under 6000 at best buy which was a great deal!,"[('laptop', None), ('price', None)]"
i got my macbook pro because i wanted to do all the stuff i need to do without worrying about the system quitting on me or freezing for a few minutes.,"[('macbook', None), ('stuff', None)]"
i love the apple products.,"[('apple products', None), ('apple', None)]"
i loved the netbook (minus the fact that it was windows os) until this started happening.,"[('netbook', None), ('windows', None)]"
"the minute you fire it up it's all good, very easy user interface.","[('interface', None), ('minute', None)]"
"i have had two toshiba satellite computers and while they are okay, they are in no way comparable to the mac.","[('mac', None), ('toshiba satellite computers', None)]"
i actually contact toshiba before i started having problem and was given run around after i supplied serial number in order to delay me sending in laptop until after warrenty expired.,"[('serial', None), ('toshiba', None)]"
"they're absolutely useless, unless you count the joy of releasing anger while smashing into little peices against the wall.","[('peices', None), ('wall', None)]"
was a great deal i will give that.,[]
"theres also idvd, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.","[('idvd', None), ('music', None)]"
"his language was so bad i swore i was taking the turing test, and it was failing.","[('turing', None), ('language', None)]"
after replacing the hard drive the battery stopped working (3 months of use) which was frustrating.,"[('drive', None), ('battery', None)]"
was this product worth my time and money to ever want to purchase another products that is toshiba or relating to toshiba? probably not ever again.,"[('money', None), ('toshiba', None)]"
i have used pc's and converting to this macbook pro was easy.,"[('macbook', None), ('pc', None)]"
"i love the easy to see screen, and it works well for work, persoal or just play.","[('screen', None), ('persoal', None)]"
"if what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.","[('word processing', None), ('surfing', None)]"
"-apparently, contactus@euro.apple.com is not a good address to send complaints.","[('contactus@euro.apple.com', None), ('address', None)]"
"it doesn't have a lot of frills, but i didn't need any, and being able to buy what i needed, and not more than i needed was very important.","[('frills', None), ('a', None)]"
the mouse pad and buttons are the worst i've ever seen.,"[('mouse pad', None), ('buttons', None)]"
i am sorry that i purchased this laptop.,"[('laptop', None)]"
awesome graphics!,"[('graphics', None)]"
it really is perfect for work and play.,"[('work', None), ('play', None)]"
