text,labs,set_similarity,labs_similarity
"Not only are the versions of these programs able to be saved, worked on and opened on both a PC and Mac, the versions of these programs on a Mac are graphically and functionally superior.","[('programs', '43', '35', 'positive'), ('programs', '135', '127', 'positive')]",0.19258376955986023,0.16534275
By Air sounds more like by truck to Me.,[],0.0616583414375782,0.046529308
  So far it has been five months since the last problem was fixed and I am PRAYING it has finally stopped.,[],0.052522070705890656,0.043845538
It's outstanding too.,[],0.16107505559921265,0.14778863
"The speed gives you the power to work on these projects seamlessly, and multiple at a time if you sowish.","[('speed', '9', '4', 'positive')]",0.20936211943626404,0.22094345
Awesome laptop and the perfect size to carry around in college.,"[('size', '35', '31', 'positive')]",0.36140015721321106,0.34590477
So I'm disappointed in that because communicating with my relatives out of the area is a priority.,[],0.04465043544769287,0.04052486
" A MONTH LATER, we reinstall the OS (Vista).","[('OS (Vista)', '43', '33', 'negative')]",0.34175780415534973,0.33622602
"Some problems can be fixed if you purchase new software, but there is no guarentee.","[('software', '55', '47', 'negative')]",0.28895148634910583,0.26099223
My real problem with it? The statement of 7 hour battery life is not just mere exaggeration -- it's a lie.,"[('battery life', '61', '49', 'negative')]",0.14698821306228638,0.17820027
just chill and enjoy.,[],0.09478875249624252,0.081650965
The battery life is also relatively good.,"[('battery life', '16', '4', 'positive')]",0.19381754100322723,0.21417888
It is her first laptop and she is thrilled.,[],0.3379652202129364,0.30954766
I should have sent it back to them then.,[],0.14969021081924438,0.13744017
"  I definitely suggest getting an extended warranty, you will probably need it!","[('extended warranty', '51', '34', 'positive')]",0.08945494145154953,0.07709976
If this would be your first Mac purchase then I would highly suggest that you take advantage of the class that they offer to learn about the differences between Mac and PC's.,[],0.23638293147087097,0.19099599
"This laptop leaves alot to be desired, I have had it only 5 months and have had to send it away to be repaired twice...",[],0.38911497592926025,0.36523768
"I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.","[('features', '200', '192', 'positive'), ('programs', '213', '205', 'positive'), ('use', '32', '29', 'positive')]",0.2542870342731476,0.22097577
"I don't have stupid pop up windows (even when I have pop ups blocked), I don't have to wait 5 minutes for a webpage to download, and best of all I can run all the web programming software I need to use all at once without slowing me down.","[('pop up windows', '34', '20', 'positive'), ('web programming software', '187', '163', 'positive'), ('pop ups', '60', '53', 'neutral')]",0.19885078072547913,0.17777026
I bought this laptop so that the entire family had a computer in the living room;,[],0.37116047739982605,0.35406622
Don't waste your money or time.,[],0.24870815873146057,0.23291935
It has spent more time in repair shops than i can possibly recount here.,[],0.22950580716133118,0.22568788
Memory is upgradable.,"[('Memory', '6', '0', 'positive')]",0.3537481129169464,0.3303073
"Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING.","[('3G network', '33', '23', 'negative'), ('Web access', '10', '0', 'negative')]",0.09398949146270752,0.07126467
"Well, I bought this laptop a month or two ago.",[],0.3978809714317322,0.38142836
My MacBook Pro has been a huge disappointment.,[],0.32590195536613464,0.2876936
Received all four in good order;,[],0.14770758152008057,0.14422615
The computer first started malfunctioning 3 months after purchasing it.,[],0.3807097375392914,0.36363012
this is starting off good.,[],0.1408897489309311,0.12667307
The large screen also helps when you are working in design based programs like Adobe Creative Suite.,"[('screen', '16', '10', 'positive'), ('design based programs', '73', '52', 'neutral'), ('Adobe Creative Suite', '99', '79', 'neutral')]",0.2638110816478729,0.24471648
The only pro to this computer is it was under $600!,[],0.42511266469955444,0.4133015
Moral of the story:-Do not buy anything from companies that do not respect their customers.,"[('companies', '54', '45', 'negative')]",0.12039591372013092,0.099766254
This is my first Dell I heard their customer service was lacking and that they were working on improving it!,"[('customer service', '52', '36', 'negative')]",0.2980833053588867,0.26292747
As well as having the plug in the computer come loose.,"[('plug', '26', '22', 'negative')]",0.35218551754951477,0.3201603
Very small and portable I've had this netbook about 12 hrs now and It's better than expected.,[],0.309876024723053,0.29997927
She said Wal Mart rants and raves abouy carring Dell because it's a big name but they are a piece of garbage.,[],0.2602529525756836,0.24303101
NOT WITH APPLE.,[],0.40129920840263367,0.36233336
"After 3 pleasant weeks of use, the laptop just died.",[],0.31036150455474854,0.30805868
Each time taking about 1 day or so.,[],0.10747865587472916,0.13381481
Second HDD cover has walls inside that need to be broken if you what to install one.,"[('HDD cover', '16', '7', 'neutral')]",0.1424575299024582,0.10494148
If you want more information on macs I suggest going to apple.com and heading towards the macbook page for more information on the applications.,"[('applications', '143', '131', 'neutral')]",0.31154102087020874,0.2824974
"So a couple of years later, I was a dumb college girl and had to have the wireless internet.",[],0.2394196093082428,0.21382454
This netbook went bad on me after 3 days.,[],0.3305276930332184,0.3134877
Probably won't work either.,[],0.09415558725595474,0.084428035
Great product by Apple with the new great looking design.,"[('design', '56', '50', 'positive')]",0.3871312439441681,0.3535578
I love the keyboard.,"[('keyboard', '19', '11', 'positive')]",0.3583438992500305,0.35641074
"Probably as good as you can get in a netbook, does everything I ask for and has some very good unexpected pluses.",[],0.303498238325119,0.2769033
Overall I am very satisfied with the purchase.,[],0.24965313076972961,0.23859197
"In my line of work, I often have to take work home, and this makes it so easy.",[],0.1596657782793045,0.14138325
"  They told me to reprogram the computer, and I didn't need  to do that, and I lost pictures of my oldests first 2 years of her  life.",[],0.22877761721611023,0.21378101
"I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.","[('iphoto', '12', '6', 'positive'), ('program', '51', '44', 'positive')]",0.22699789702892303,0.21785662
I bought this laptop for my son in 2007 for his Christmas present.,[],0.38158124685287476,0.36561528
It took so much time.,[],0.1570458710193634,0.16097993
I hate it.,[],0.11479993164539337,0.11335674
"The screen isn't huge, but that doesn't matter when I output media to the 50 inch LCD TV.","[('screen', '10', '4', 'conflict')]",0.10137483477592468,0.0928968
I'll stick to Tashiba.,[],0.38228705525398254,0.34873554
I will have to purchase Spy ware or Nortell for privacy protection.,"[('Spy ware', '32', '24', 'neutral'), ('Nortell', '43', '36', 'neutral')]",0.30410370230674744,0.27139887
You will not regret buying such a great thing like this!,[],0.2390507608652115,0.2060521
I was said it's videocard.,"[('videocard', '25', '16', 'negative')]",0.4402540624141693,0.40167817
Plus stylish.,[],0.290118008852005,0.28234115
For the price and what I get out of it has exceeded my expectations.,"[('price', '13', '8', 'positive')]",0.2605747580528259,0.25771588
"And, if you are going to deal with HP be careful.",[],0.26171228289604187,0.24984348
  I took the computer into Best Buy where I purchased it and they kept it over night to study it.,[],0.2966903746128082,0.27370948
"If your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer.","[('drivers', '120', '113', 'negative')]",0.28421100974082947,0.26872796
My MacBook Pro is no exception.,[],0.276193231344223,0.23793307
"  Unless you don't care how long it takes to get going, find something else.",[],0.10207434743642807,0.10799164
(You may be reading one now!,[],0.1110987514257431,0.10818656
The only thing I wish is the 15 inch MacBook Pro has much better speakers on the side of the keyboard.,"[('speakers', '73', '65', 'negative'), ('keyboard', '101', '93', 'neutral')]",0.2360677570104599,0.20561376
I will have to say that I love my MacBook Pro!,[],0.3637946546077728,0.33220157
"In fact, he said, about 10% of their products fail.",[],0.1072353720664978,0.11048736
This is the first Apple product that I have purchased.,[],0.27848705649375916,0.24687962
"  Now, as easy as it is to use, and I do think it is a great STARTER laptop.","[('use', '30', '27', 'positive')]",0.2812589406967163,0.26834005
This causes my wrist to scrape up against it.,[],0.13892784714698792,0.13178945
Enough said.,[],0.23654170334339142,0.24283023
"Setting would change for some reason, the screen size would change on it's own, like the pixel sizes and whatnot.","[('Setting', '7', '0', 'negative'), ('screen size', '53', '42', 'negative'), ('pixel sizes', '100', '89', 'negative')]",0.18256007134914398,0.17136133
It had some kind of pre installed software update that completely shut the computer down when you clicked it.,"[('pre installed software update', '49', '20', 'negative')]",0.3215022087097168,0.29843146
"Ever since I bought this laptop, so far I've experience nothing but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines.","[('customer services', '128', '111', 'negative'), ('toshiba customer services', '185', '160', 'negative')]",0.33089378476142883,0.30181748
I do not plan on going back.,[],0.06403226405382156,0.07242416
"No laptop is perfect, but sometimes you just find a computer that works for you.",[],0.29997512698173523,0.28419596
"I really like the Mac 15.4in. Notebook, but its very pricey.",[],0.2892880439758301,0.2705147
"Also, the space bar makes a noisy click every time you use it.","[('space bar', '19', '10', 'negative')]",0.25873300433158875,0.2343857
iPhotos is an excellent program for storing and organizing photos.,"[('iPhotos', '7', '0', 'positive'), ('program', '31', '24', 'positive')]",0.15045265853405,0.1271719
Other than that its a great performing machine and well meets all my needs and more.,"[('performing', '38', '28', 'positive')]",0.31374287605285645,0.29946148
"We were occasional Mac users before, but most recently owned a budget PC since it is what we could afford.",[],0.295905739068985,0.27491215
"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.","[('software', '69', '61', 'negative'), ('software', '132', '124', 'negative'), ('booting', '152', '145', 'negative')]",0.1808537095785141,0.1510044
I would never tell anyone to buy one either.,[],0.15027043223381042,0.14069141
"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.","[('programs', '12', '4', 'positive'), ('iphoto', '35', '29', 'positive'), ('imail', '74', '69', 'positive'), ('imovie', '149', '143', 'positive')]",0.30323895812034607,0.2821884
"The only thing I didn't learn in my research was the software I would need like privacy protection and warranty protection, in case it gets broken, or crashes etc.","[('software', '61', '53', 'neutral')]",0.34287774562835693,0.3119245
I can't say enough good for it!,[],0.22532927989959717,0.23936087
Comfterbale to use light easy to transport.,"[('use', '18', '15', 'positive'), ('transport', '42', '33', 'positive')]",0.26673704385757446,0.26146296
The Computer itself is a good product but the repair depot stinks.,"[('repair depot', '58', '46', 'negative')]",0.3583928048610687,0.333217
I thought the price was great for the specs.,"[('price', '19', '14', 'positive'), ('specs', '43', '38', 'positive')]",0.25281885266304016,0.24769284
I was tired of going without my laptop every few weeks.,[],0.30522656440734863,0.29035467
the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have.,"[('cd drive', '45', '37', 'negative')]",0.2743820250034332,0.24794379
"So, the hard disk capacity really doesn't matter to me.","[('hard disk capacity', '26', '8', 'neutral')]",0.2092183232307434,0.18283595
Just for a stupid CD.,[],0.3597690165042877,0.34613302
Keys stick periodically and I havent had the laptop for 45 days yet.,"[('Keys', '4', '0', 'negative')]",0.25838208198547363,0.26901138
"It crashes, and when it goes flat, it just DIES (like a PC, maybe worse) and I loose all my open documents!",[],0.22622330486774445,0.20077479
I also like that you can scroll down in a window using two fingers on the trackpad.,"[('trackpad', '82', '74', 'positive')]",0.3380718231201172,0.30246994
Everything from the design to the OS is simple and to the point.,"[('design', '26', '20', 'positive'), ('OS', '36', '34', 'positive')]",0.3463166654109955,0.32092553
I am now making a point to avoid their products and I hope my experience can serve as a warning to you as well.,[],0.07982683926820755,0.057733104
I'v spent as much for shipping as I would to buy a new netbook -- of course a different brand.,"[('shipping', '30', '22', 'negative')]",0.3663766384124756,0.35062435
I personally like the gaming look but needed a machine that delivered gaming performance while still looking professional in front of my customers.,"[('gaming look', '33', '22', 'positive'), ('gaming performance', '88', '70', 'positive')]",0.3066667318344116,0.2983512
This just keeps having it's hard drive replaced!,"[('hard drive', '38', '28', 'negative')]",0.3131716847419739,0.2879893
"When you look at the specs on Apple products in comparison to a Dell or a HP, yes they do seem to offer less for a higher cost.","[('cost', '126', '122', 'negative')]",0.11592213809490204,0.10179819
""" Then I proceed to tell her that I checked out other retail stores that carry the netbook and it wasn't LIKE THAT.",[],0.23959875106811523,0.2072949
  Then they had me jump through many hoops and questions to see if they could find another way to invalidate me.,[],0.05217735096812248,0.06441504
The only downfall is the volume control.,"[('volume control', '39', '25', 'negative')]",0.29392123222351074,0.2764292
"Clearly, there is something wrong with the product and LG didn't take up the responsibility.",[],0.1995433270931244,0.18987218
Very fast boot up and shut down.,"[('boot up', '17', '10', 'positive'), ('shut down', '31', '22', 'positive')]",0.35919350385665894,0.35476652
"Right out of the box, this little netbook did everything I asked of it, including streaming the everyday video you're bound to encounter checking mail and websites (my biggest complaint previously).",[],0.343199223279953,0.30855054
I am very happy with this laptop.,[],0.35802754759788513,0.33592153
this laptop is durable and it is easy to travel with.,[],0.2314431071281433,0.23433417
I finally decided on this laptop because it was the right price for what I need it.,"[('price', '63', '58', 'positive')]",0.3740411698818207,0.36060044
What a mistake!,[],0.18267889320850372,0.18634006
"If internet connectivity is important I would recommend going with a dell net book for 50 bucks more, or buy a USB wireless card.","[('internet connectivity', '24', '3', 'neutral'), ('USB wireless card', '128', '111', 'neutral')]",0.2638379633426666,0.22904873
I had read online that some users were having sound problems.,"[('sound', '51', '46', 'negative')]",0.2574769854545593,0.24591178
"My last computer, a Toshiba, cost only $400, and worked like a charm for many years.","[('cost', '33', '29', 'positive')]",0.3375786542892456,0.33317518
It discharges too quickly.,"[('discharges', '13', '3', 'negative')]",0.09406901150941849,0.104493774
"But to be honest, the compatibility issues and the other little quirks make me think I ll buy a PC next time.","[('compatibility', '35', '22', 'negative')]",0.28249090909957886,0.25960287
"  three years is a decent life, but this must make it to graduation and beyond.",[],0.01453133299946785,0.017394315
I work on a PC at home and have used Pc all through college.,[],0.3284178376197815,0.29927436
TOSHIBA WILL NOT ACKNOWLEDGE THIS PROBLEM.,[],0.19573411345481873,0.170445
Then it ceased charging at all.,"[('charging', '23', '15', 'negative')]",0.14706513285636902,0.15968038
An absolutely hateful machine that no one should get of their own free will.,[],0.1636715978384018,0.16108525
"I do not experience a lot of heat coming out of it, however I would highly suggest purchasing a stand however, due to the nature of the design of the macbook as it is one very large heat sink.","[('stand', '101', '96', 'neutral'), ('design', '142', '136', 'negative'), ('heat sink', '191', '182', 'negative')]",0.04156099632382393,0.029226862
"*=Webcam is a bit laggy, not the greatest.","[('Webcam', '8', '2', 'negative')]",0.3253266513347626,0.31359234
"I am not much of a computer techie, so I can understand some of the internal problems, though I do have trend micro as an antiviral program.","[('trend micro', '115', '104', 'neutral'), ('antiviral program', '139', '122', 'neutral')]",0.28372862935066223,0.26443323
Stay away from HP.,[],0.33404871821403503,0.3216965
"The computer continued to give me issues and in Late June it completely died again and I tried to call Acer again to get it fixed and they refused to help me, they said my warrenty was up and hung up on me.","[('warrenty', '180', '172', 'negative')]",0.31842848658561707,0.29758283
I've haven't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off.,"[('plastic piece', '81', '68', 'negative'), ('usb port wires', '112', '98', 'neutral')]",0.10570431500673294,0.10102701
Wonderful sleek case design is only on the outside.,"[('case design', '27', '16', 'positive')]",0.15336079895496368,0.12509769
It is speedy when connected wirelessly to any network regardless if the connection is weak or not.,"[('connection', '82', '72', 'neutral')]",0.050039999186992645,0.046223428
I like it!,[],0.18621905148029327,0.17787872
The pricing is very competitive.,"[('pricing', '11', '4', 'positive')]",0.20380441844463348,0.2080999
so we got a good deal on hsn for an ascer notebook and we bought it for him.,[],0.28726521134376526,0.2782184
Connecting to my wireless router via built-in wireless took no time at all.,"[('built-in wireless', '54', '37', 'positive')]",0.051484640687704086,0.04027274
Its still going.,[],0.13881763815879822,0.139076
This computer is exceptionally thin for it's screen size and processing power.,"[('screen size', '56', '45', 'positive'), ('processing power', '77', '61', 'positive')]",0.3241274654865265,0.3079373
There is NO way I will buy a LG product in the future.,[],0.16026365756988525,0.14046644
I have not had a problem with the applications quitting or freezing.,"[('applications', '46', '34', 'positive')]",0.15406064689159393,0.16049072
"Prior to this computer, I owned a PowerBook G4 for 6 years (quite a long time for a laptop).",[],0.3752196133136749,0.37491375
"Maybe this is virus related, maybe not, but the computer has locked up many times, and on two occasions, the screen has simply gone black.","[('screen', '115', '109', 'negative')]",0.17497754096984863,0.18061154
The advantages of owning 'a 'mac are numerous.,[],0.2987372577190399,0.27726692
I challenge anyone to show proof that through anywhere near normal use can get more than 2.5 hrs out of it.,[],0.06801575422286987,0.093197905
Using this machine is like a mild form of torture.,[],0.2053600251674652,0.19950064
This wiped out several programs that were installed on the computer when it was bought.,"[('programs', '31', '23', 'negative')]",0.35564717650413513,0.32980305
"On the twelfth day that I had the notebook, I decided to go to Dell's website and update it.",[],0.2666132152080536,0.24455926
The computer blinks it shuts off at will.,[],0.24389848113059998,0.23229548
Excellent product for the money.,[],0.2939246594905853,0.278195
"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.","[('graphics', '13', '5', 'positive'), ('graphics', '159', '151', 'neutral')]",0.2617892920970917,0.25304574
"I have Vista, so I am unable to install and uninstall  some programs.","[('Vista', '12', '7', 'negative'), ('programs', '68', '60', 'negative'), ('install', '39', '32', 'negative'), ('uninstall\xa0', '54', '44', 'negative')]",0.20531846582889557,0.19029212
"The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.","[('screen', '10', '4', 'positive'), ('keyboard', '47', '39', 'positive')]",0.2179839015007019,0.2282994
"I can do everything I could before, only faster and more efficiently.",[],0.27548831701278687,0.27434507
I called Toshiba and they want me to be without my laptop for about two weeks while they look at the problem.,[],0.2324904054403305,0.21236287
the mouse jumps around all the time and it clicks stuff i dont want it too.,"[('mouse', '9', '4', 'negative')]",0.17932692170143127,0.16661078
  i dont understand why i spent twice as much to get a laptop rather than a desktop when my lap top is completely immoble.,[],0.2733202278614044,0.25640768
For those that care about noise this thing doesn't really make any;,"[('noise', '31', '26', 'positive')]",0.1891539841890335,0.18415037
Here we are another year later and the computer is doing the same thing.,[],0.31757256388664246,0.30665207
"Despite the plethora of problems, I managed to use technological trickery to keep the machine operational for two years.",[],0.2695636749267578,0.25908205
"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.","[('IWORKS', '15', '9', 'positive'), ('Itunes', '23', '17', 'positive'), ('MS Office', '41', '32', 'positive')]",0.2684512734413147,0.25202692
Simply amazing computer!!,[],0.41496458649635315,0.391912
"I first purchased this Dell model ""1764"" on April 6, 201",[],0.23865656554698944,0.22093701
The macbooks are small enough to be very portable yet hold tons of information and performance.,"[('performance', '94', '83', 'positive')]",0.22525618970394135,0.19951601
Two times with in one month.,[],0.13355763256549835,0.1571356
The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,"[('iWork', '79', '74', 'negative'), ('software', '42', '34', 'negative'), ('price', '102', '97', 'negative')]",0.32301822304725647,0.2891063
"Waited on getting this computer, but it has been a great change.",[],0.3826310634613037,0.35844105
"For my burn thigh which has put a permanent mark on my skin (it happened 7 months ago) they offered me an ITouch 8Gig (you know it is a bit insulating when a company this rich, offer a loyal customer like me, a bottom of their product line as a gift for events like this).",[],0.3325653672218323,0.31729442
"Whenever tried to turn it on, it would restart as soon as the BIOS launched Windows (or Winblows, as I like ot call it).","[('BIOS', '66', '62', 'negative'), ('Windows', '83', '76', 'negative')]",0.15442843735218048,0.15968204
BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,"[('application', '28', '17', 'neutral'), ('OS X', '82', '78', 'neutral'), ('Boot Camp', '45', '36', 'neutral'), ('Windows', '95', '88', 'neutral')]",0.19137880206108093,0.14560118
The mousepad is a huge pain in the arse!,"[('mousepad', '12', '4', 'negative')]",0.27807098627090454,0.25444272
"I hope to edit this in the next few hours, I am going to try to install my own copy of Windows 7.","[('Windows 7', '96', '87', 'neutral')]",0.2254159301519394,0.19668604
"If it's not shipped on the next business day, called on a Friday they are closed on weekends, what was the next step.",[],0.12906016409397125,0.11200715
") I also purchased  Applecare  for $300, which is a three year extended warranty, since I ve never seen any laptop that lasted more than two.","[('Applecare', '29', '20', 'neutral'), ('extended warranty', '80', '63', 'neutral')]",0.20284469425678253,0.19953066
"I have had the netbook for 2 months and I love it, I read some reviews that say netbooks are slow but it does not seem any slower than the other computers I use.",[],0.25571733713150024,0.24668539
"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.","[('windows', '13', '6', 'neutral'), ('programs', '50', '42', 'neutral'), ('cad programs', '110', '98', 'neutral'), ('bootcamp', '26', '18', 'neutral')]",0.1072126179933548,0.07503257
"C'mon, LG.",[],0.3575991094112396,0.3560002
"Whenever I call Dell about an unrelated problem, they ask me if my laptop is running slowly and if I'd like to purchase more memory for $75.","[('memory', '131', '125', 'neutral')]",0.2768131494522095,0.27013057
  since then i have had minor problems with slow operation.,"[('operation', '58', '49', 'negative')]",0.1868024319410324,0.18672746
"If you faintly come close to touching this thing while typing, all craziness may break loose.",[],0.16398045420646667,0.16088974
Registration/1st use is easy.,"[('use', '20', '17', 'positive')]",0.26373401284217834,0.23419116
"I love this laptop, and use it everyday to do something, and never lets me down.",[],0.36759278178215027,0.35809535
Finally was able to reach a young lady in California and ordered the machine and was subsequently given a delivery date.,[],0.16986578702926636,0.15947223
I definitely will buy a Mac again if and when this computer ever fails.,[],0.28215292096138,0.25707108
"The Toshiba Mini Notebook, Model NB 305-N410BL, is a great little computer.",[],0.3535541296005249,0.3372239
Take your time and go through the tutorials patiently.,"[('tutorials', '43', '34', 'neutral')]",0.2015693634748459,0.15747762
So if anyones looking to buy a computer or laptop you should stay far far away from any that have the name TOSHIBA on it...,[],0.29273712635040283,0.27123088
"(I'm an excellent touch typist, and my hands are very sensitive, too.",[],0.20703935623168945,0.20175849
  This time the mouse pad and right click key wouldn't work!,"[('mouse pad', '25', '16', 'negative'), ('right click key', '45', '30', 'negative')]",0.22388309240341187,0.21066652
  EVENTUALLY we pushed hard enough to convince them that this was the MACHINE that was causing the problems.,[],0.1486673206090927,0.1461392
The first full charge of this battery got me only about 2 full hours.,"[('battery', '37', '30', 'negative'), ('full charge', '21', '10', 'negative')]",0.03406805545091629,0.06980224
"I bought a cordless mouse for it, but don't always take it out;","[('cordless mouse', '25', '11', 'positive')]",0.16350354254245758,0.14644916
"When I got it, I immediately noticed that it was quite heavy and thick and not really attractive.",[],0.04620702192187309,0.043043353
"It is sleek, smooth, and lightweight.",[],0.27113187313079834,0.26320624
"i am a huge computer person i love anykind of computer that works well, but when i got this one i was so happy with the way it works and how it runs its amazing.","[('runs', '148', '144', 'positive')]",0.4442238509654999,0.42860407
It took Toshiba tech support 4 calls and 4 different techs to correct the problem.,"[('Toshiba tech support', '28', '8', 'negative'), ('techs', '58', '53', 'negative')]",0.1697525531053543,0.14879622
They only stay charged a little over an hour.,"[('charged', '22', '15', 'negative')]",0.011800280772149563,0.03354504
Now they are believers in the product.,[],0.13001374900341034,0.12716588
Had to have this computer repaired twice in the first 5 months after purchasing it.,[],0.4468502104282379,0.41849393
Hewlett Packard HP Pavillion DV6000 Laptop is the worst laptop we have ever bought.,[],0.339628130197525,0.3312982
I had never owned a Mac before;,[],0.363362193107605,0.3400391
"The 4 USB ports are nice, but the two on the side only work now and then.","[('USB ports', '15', '6', 'conflict')]",0.1830219179391861,0.15336733
  I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,"[('tech support', '89', '77', 'negative'), ('online chat', '129', '118', 'neutral')]",0.21832631528377533,0.17652254
i try to use it today and I can't logon.,[],0.20041170716285706,0.19815856
Keyboard could use some trimming.,"[('Keyboard', '8', '0', 'negative')]",0.29478007555007935,0.2776813
The bottom-line is that this laptop just isn't worth it.,[],0.32963094115257263,0.3181625
I returned the computer to HP and they kept it for 3 months.,[],0.37865132093429565,0.35617313
Its white color is stylish for college students and easy to take to carry and take to classes.,"[('color', '15', '10', 'positive')]",0.12438879907131195,0.11031562
"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.","[('keyboard', '93', '85', 'negative'), ('speaker grill', '119', '106', 'negative'), ('buttons', '140', '133', 'negative'), ('USB ports', '166', '157', 'negative')]",0.2892916798591614,0.27125722
"When I am next to my router on my HP I get full service, on my Eee PC I get 3 bars.","[('full service', '55', '43', 'conflict')]",0.26749199628829956,0.23607296
I got assurances from 2 different people that the remaining 10 months of my warranty would transfer to the new computer.,"[('warranty', '84', '76', 'positive')]",0.21818019449710846,0.19398709
Pretty disappointed about this product.,[],0.240553081035614,0.23028861
The letter A stopped working after the first week.,"[('letter A', '12', '4', 'negative')]",0.2257148176431656,0.2443561
"By the time I was finally able to get a work order to get it fixed I had been without my computer for almost a week while I was an Online College Student, so it was very inconvenient and I had to send it off and be without it while it was being fixed also.",[],0.27740055322647095,0.24631707
It out performs any other laptop on the market today.,[],0.31130972504615784,0.30424225
This is what I call a good after sales service.,"[('after sales service.', '47', '27', 'positive')]",0.2545727491378784,0.21718974
"Maybe it's Acer, maybe it's MSFT.",[],0.43144142627716064,0.39647967
"So if you want a good machine that does almost anything this is the one, if you want a low budget computer then look at the other great brands Best Buy sells.",[],0.3444393277168274,0.3212841
I took off a star because the machine has a lot of junk software on it.,"[('software', '64', '56', 'negative')]",0.3659052848815918,0.34406927
I would buy one of these for every person in my office if I could.,[],0.32431092858314514,0.29775083
"With what I do know how to do, the computer works beautiful.","[('works', '49', '44', 'positive')]",0.4038524031639099,0.3680213
"HAVING HAD EXPERIENCE WITH A TOSHIBA LAPTOP, I WAS DISAPPOINTED TO FIND THAT THE TOSHIBA NB305 LAPTOP HAS MAJOR PROBLEMS.",[],0.22989048063755035,0.20647371
Tried to make a recovey disk wouldnt get passed the first recovery disk.,"[('recovey disk', '28', '16', 'negative'), ('recovery disk', '71', '58', 'negative')]",0.08250577002763748,0.06280834
"Most everything is fine with this machine: speed, capacity, build.","[('speed', '48', '43', 'positive'), ('capacity', '58', '50', 'positive'), ('build', '65', '60', 'positive')]",0.26266372203826904,0.25350788
"I have never had it crash, randomly turn off,",[],0.24640022218227386,0.24012688
"For the same price, you get a lot more in the Asus....1920x1080 res.","[('price', '18', '13', 'negative')]",0.2469167858362198,0.2279084
"I made a photo book as a gift, on my computer, pushed ""Buy"" and it drew from my iTunes account and sent the book to my house, the book was of perfect quality-exactly how I had created it and looked better than I had even imagined.","[('iTunes', '86', '80', 'neutral')]",0.3138497769832611,0.28869325
"I use this for my tutoring business, and since I'm always bouncing from student to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!).","[('portability', '119', '108', 'positive'), ('battery life', '136', '124', 'positive')]",0.27129268646240234,0.27491102
It is in the best condition and has a really high quality.,"[('quality', '57', '50', 'positive')]",0.20927630364894867,0.2083048
When it come time for warranty service to Toshiba you don't matter.,"[('warranty service to Toshiba', '49', '22', 'neutral')]",0.3091951906681061,0.28436032
  However the frozen screens kept happening.,"[('screens', '28', '21', 'negative')]",0.2585318684577942,0.25091285
Ive owned Apple computers and laptops for as long as i could remember.,[],0.35141903162002563,0.33533826
At least those computers didn't just die on me like this one.,[],0.3700711131095886,0.34603974
It's A MAC!!,[],0.4173107445240021,0.38942504
  i had the bulk of problems with my lap top within the first six months.,[],0.32630643248558044,0.3116933
This is my first LG product.,[],0.30217108130455017,0.2797628
"It is short on space, and downloads always had problems being completed, or were said to be 'corrupted'.","[('space', '20', '15', 'negative'), ('downloads', '35', '26', 'negative')]",0.24664710462093353,0.2335856
3) Horrible customer support,"[('customer support', '28', '12', 'negative')]",0.4058213531970978,0.38886055
The LED backlit display makes my pictures pop so much more.,"[('LED backlit display', '23', '4', 'positive')]",0.2665913999080658,0.25030476
very very slow laptop.,[],0.33613377809524536,0.33777824
I'm going back to DELL.,[],0.46165794134140015,0.43892533
With what I paid for this computer it should have had everything on it.,[],0.338331013917923,0.30556324
"Apple is always great about the aesthetics of things, they always come up with good looking products.","[('aesthetics', '42', '32', 'positive')]",0.20396514236927032,0.1838246
I went to my local Best Buy looking for a new laptop since mine broke.,[],0.2921583354473114,0.26800495
Runs smooth and quick.,"[('Runs', '4', '0', 'positive')]",0.31442394852638245,0.32750076
"Not a bad laptop, it's a bit slow, but gets the job done.",[],0.3763238489627838,0.37125444
